@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_mfcc

@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f12 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f13 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f14 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f15 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f16 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f25 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f26 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f27 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f28 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f29 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f30 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f31 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f32 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f33 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f34 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f35 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f36 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f37 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f38 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f39 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f40 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f41 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f42 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f43 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f44 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f45 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f46 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f47 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f48 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f49 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f50 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f51 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
-48.031484,1.389088,-0.171026,1.07789,0.160263,0.49319,0.289265,0.11505,0.137057,0.247567,0.156917,0.082503,0.004996,2.699727,0.875285,0.887583,0.664202,0.584138,0.492118,0.512036,0.463294,0.48329,0.467136,0.439562,0.463238,0.463263,5.652654,0.430634,0.603842,0.369543,0.283716,0.203349,0.220094,0.188179,0.192083,0.147242,0.141704,0.193731,0.229756,3.517756,0.189424,0.161017,0.166473,0.119269,0.067658,0.120909,0.075542,0.080839,0.071099,0.071345,0.092291,0.082527,hiphop
-49.696667,4.186145,-0.598045,1.239382,-0.341891,0.224788,0.073858,0.327452,-0.026758,0.233263,0.175674,0.113993,0.099759,3.642124,1.500801,1.181134,1.027307,0.941553,0.739997,0.67571,0.624359,0.585859,0.572975,0.540544,0.51518,0.499291,5.958764,0.658474,0.39022,0.548876,0.552982,0.252507,0.206557,0.16679,0.144756,0.187604,0.152968,0.113441,0.133142,3.324205,0.30659,0.330646,0.172746,0.256527,0.120696,0.119454,0.102491,0.106058,0.096652,0.088494,0.069612,0.085261,hiphop
-49.607914,2.690538,1.069634,0.82146,0.535504,0.482343,-0.023742,0.150527,-0.097995,0.248842,0.411322,0.208877,0.105606,2.769832,1.097669,0.915561,0.879447,0.814768,0.586129,0.654012,0.556369,0.532195,0.524252,0.512491,0.495075,0.508823,5.759303,0.723481,0.317203,0.361257,0.266532,0.182716,0.171499,0.167229,0.170621,0.211493,0.211258,0.181577,0.118192,3.577533,0.216168,0.172205,0.148198,0.175015,0.081806,0.116303,0.090352,0.103356,0.085971,0.089877,0.095421,0.107308,hiphop
-50.723354,1.182243,0.273353,1.443399,0.334379,0.250396,0.338479,0.382023,0.238742,0.152012,0.281156,0.310036,0.101119,3.383161,1.191945,0.938259,0.931009,0.670285,0.631727,0.534837,0.642874,0.473673,0.470811,0.461553,0.428455,0.45957,5.897059,0.638891,0.368215,0.421123,0.267471,0.338634,0.227298,0.212072,0.177236,0.146304,0.217754,0.215998,0.144558,3.669535,0.331144,0.224181,0.217322,0.181041,0.134007,0.093982,0.104998,0.11683,0.100942,0.123818,0.110694,0.092509,hiphop
-50.179956,4.061472,-0.678501,1.362678,0.1925,-0.062518,0.293701,-0.164032,0.221409,0.181451,0.113444,-0.052441,0.30056,4.130241,1.763286,1.359182,1.182011,0.863595,0.741264,0.7759,0.720776,0.598478,0.531177,0.516779,0.566862,0.497369,5.994556,1.133597,0.649162,0.719137,0.431761,0.282316,0.336223,0.333765,0.20934,0.213695,0.164211,0.222546,0.199499,3.41068,0.390406,0.37058,0.340569,0.201533,0.1326,0.192666,0.175167,0.116021,0.111564,0.083024,0.112417,0.090676,hiphop
-53.995891,6.171881,-0.917954,0.922871,0.013404,0.371773,-0.16214,-0.094487,-0.049304,-0.067924,-0.185033,-0.022286,-0.125128,3.961808,1.409482,0.663769,0.531951,0.505429,0.508496,0.464205,0.506956,0.498259,0.497976,0.53901,0.494614,0.432891,7.086583,1.742536,0.692341,0.417918,0.260694,0.369963,0.20055,0.317076,0.225724,0.284969,0.386568,0.258259,0.14156,4.359926,0.458207,0.201962,0.12912,0.113324,0.113916,0.09445,0.126925,0.139131,0.108228,0.146595,0.168884,0.072148,jazz
-60.204788,6.28466,-0.152852,1.152281,0.386905,0.649055,-0.020306,-0.214511,-0.164912,0.195935,0.327041,0.172392,0.022917,3.612588,1.217341,0.701394,0.534258,0.533603,0.470346,0.484417,0.477708,0.512806,0.508793,0.474304,0.416108,0.435715,8.798837,1.471139,0.819964,0.293537,0.344031,0.314,0.383261,0.392487,0.44706,0.409471,0.335864,0.217603,0.235558,4.814123,0.666018,0.208791,0.110834,0.135353,0.082955,0.117205,0.117431,0.124527,0.14017,0.139188,0.086971,0.094753,jazz
-53.371001,8.056793,-1.682404,1.766724,0.173663,0.555027,-0.131884,0.853862,-0.012975,-0.25633,0.132931,0.032561,0.11539,2.640082,1.025137,0.629972,0.53136,0.385305,0.377023,0.416329,0.403671,0.442281,0.434572,0.420482,0.368655,0.373355,7.903377,2.593394,0.876337,0.710467,0.615169,0.289289,0.556995,0.359964,0.438596,0.581401,0.322959,0.228373,0.323882,4.175205,0.63054,0.2847,0.250635,0.091033,0.084879,0.121926,0.110039,0.123991,0.140835,0.113697,0.109188,0.091966,jazz
-55.868919,9.482224,-0.826689,0.577669,0.486966,-0.048182,0.070012,0.153238,-0.310005,-0.055805,-0.117358,0.065183,0.12443,2.616703,0.99854,0.673106,0.526374,0.549751,0.460297,0.504176,0.469496,0.438625,0.448454,0.449646,0.41563,0.403073,7.593228,2.241848,0.829465,0.494148,0.491767,0.324417,0.380796,0.487612,0.355276,0.463945,0.294849,0.259573,0.26735,4.47209,0.561392,0.239117,0.131698,0.186398,0.135855,0.163638,0.149278,0.102242,0.159896,0.166792,0.152062,0.138417,jazz
-54.941434,7.075864,0.804127,1.496375,-0.143365,0.222183,-0.041948,0.123629,0.347123,0.125565,-0.092668,-0.243191,-0.570741,2.729735,1.119613,0.580281,0.476165,0.471076,0.37896,0.401279,0.413552,0.418427,0.374137,0.419031,0.425614,0.470493,7.361167,1.419241,0.938357,0.742981,0.796303,0.328795,0.412592,0.440146,0.340429,0.253746,0.621154,0.649348,0.909036,3.860907,0.498083,0.217502,0.148738,0.166976,0.084434,0.101573,0.121961,0.112462,0.118918,0.170259,0.177817,0.217596,jazz
-54.029702,5.093882,-0.083425,0.566625,0.04401,0.493618,-0.088421,0.168839,-0.373845,-0.418262,-0.624329,-0.190653,-0.313648,3.846657,1.3652,0.810463,0.70771,0.586714,0.59293,0.554508,0.576885,0.696343,0.804991,0.765025,0.795085,0.923636,7.968807,1.145545,0.616432,0.505209,0.422409,0.335526,0.556498,0.45016,0.658034,0.864407,0.977324,0.728745,1.436814,3.690863,0.412886,0.189486,0.196322,0.159776,0.156445,0.137224,0.178804,0.363329,0.334536,0.349848,0.271498,0.355332,jazz
-53.173281,5.817931,-0.009631,2.21233,-0.208311,0.663366,0.646025,-0.009523,-0.4483,0.212533,0.054257,0.380052,0.14398,4.082727,1.719717,0.748668,0.673541,0.602355,0.537153,0.533807,0.454199,0.43331,0.467124,0.454724,0.415106,0.443691,7.127878,1.875929,0.703428,0.82503,0.484263,0.497195,0.406702,0.36791,0.36425,0.309861,0.302253,0.293896,0.347809,4.26568,0.651896,0.254611,0.209892,0.161363,0.153405,0.148005,0.106684,0.103245,0.123391,0.13432,0.089512,0.106146,jazz
-56.125749,6.208924,0.462045,0.415865,-0.116536,0.285645,-0.752907,-0.160918,-0.803517,-0.423068,0.11384,0.007371,-0.213541,3.067571,1.377811,0.765298,0.594117,0.441921,0.472346,0.509699,0.442205,0.601034,0.716175,0.768203,0.749109,0.652666,7.187021,1.681835,1.139803,0.600127,0.354812,0.505619,0.68843,0.74631,0.891889,0.859274,1.416057,1.572222,1.131651,4.641708,0.706792,0.414124,0.225156,0.104941,0.138051,0.185771,0.152782,0.269553,0.348831,0.478447,0.399678,0.335624,jazz
-52.308451,5.53462,-0.91103,2.055743,0.734778,0.862633,0.469869,0.202463,0.492473,0.104259,-0.026442,0.214052,0.121592,3.587632,1.176583,0.951644,0.703745,0.73767,0.447174,0.460394,0.430459,0.429915,0.392346,0.400184,0.389146,0.431166,6.445976,1.08972,0.825052,0.51438,0.734176,0.32075,0.37938,0.213101,0.276907,0.208349,0.274918,0.271721,0.260586,3.817643,0.432333,0.337232,0.202255,0.19345,0.103424,0.11108,0.104572,0.111802,0.082757,0.112596,0.086623,0.081536,jazz
-57.116757,9.080892,0.917095,0.459873,0.23201,0.607598,0.437315,0.389942,0.361191,0.526047,0.414481,0.331811,-0.20521,2.280706,0.995229,0.671774,0.495838,0.389348,0.371605,0.420557,0.434974,0.450356,0.520402,0.504761,0.43565,0.456103,6.678039,1.354906,0.578909,0.300034,0.207175,0.222428,0.307033,0.393195,0.693097,0.733457,0.587931,0.741273,0.857795,4.423186,0.612958,0.197338,0.167007,0.100475,0.087152,0.108676,0.120529,0.151666,0.194174,0.168324,0.155777,0.183439,jazz
-58.700736,7.957874,-0.993967,2.402695,1.19276,0.748819,0.541764,-0.061522,-0.15459,0.290545,0.082288,0.127474,0.167742,3.881728,1.07698,0.918842,0.474012,0.393391,0.366188,0.392554,0.419201,0.34058,0.363498,0.319664,0.336167,0.322105,9.710168,1.667235,1.572158,0.577262,0.359352,0.388952,0.295624,0.568466,0.332127,0.295371,0.201205,0.329322,0.243091,5.035172,0.729882,0.541347,0.243429,0.12081,0.131511,0.096677,0.137762,0.096865,0.106398,0.095805,0.092006,0.088029,jazz
-51.81457,4.661423,-0.20439,1.152493,0.279044,0.014518,-0.220397,-0.029381,-0.383058,0.006616,0.069492,0.094752,0.359318,3.410118,1.073208,1.109845,0.52708,0.472664,0.49914,0.476519,0.415527,0.449668,0.484629,0.441711,0.412165,0.506462,6.349415,0.866028,0.80089,0.273999,0.218506,0.304788,0.307247,0.260653,0.285968,0.261221,0.170088,0.230968,0.412268,3.690104,0.390999,0.314793,0.126499,0.115181,0.114716,0.129184,0.086696,0.097726,0.11581,0.097087,0.126557,0.164053,jazz
-55.842265,5.400382,0.199594,1.227844,0.366219,0.21337,0.201495,0.123603,-0.155687,-0.163928,0.063498,0.061983,-0.009519,3.938106,1.090766,1.175636,0.521511,0.451978,0.476189,0.502987,0.427748,0.445007,0.411848,0.489175,0.426935,0.438456,6.553559,0.821449,0.776976,0.372371,0.246525,0.168644,0.254761,0.21136,0.260343,0.171195,0.306199,0.237706,0.23257,4.123421,0.431032,0.377607,0.119523,0.129531,0.103687,0.120455,0.097686,0.117927,0.083076,0.124854,0.104299,0.086605,jazz
-54.941005,4.855588,1.086094,1.044875,-0.100549,0.139285,0.263924,-0.271939,0.190218,-0.141756,0.004811,-0.105008,-0.162722,2.607824,0.781678,0.780311,0.539573,0.616199,0.550504,0.540633,0.544853,0.584875,0.597329,0.659775,0.685805,0.60502,6.284371,0.631556,0.297977,0.381002,0.38431,0.280996,0.341905,0.446104,0.44112,0.351125,0.395883,0.391006,0.318599,4.208758,0.306645,0.129232,0.103953,0.153917,0.109915,0.114474,0.149351,0.190291,0.201622,0.181101,0.233826,0.177851,jazz
-59.303392,6.9254,-0.779174,1.738586,-0.16815,0.013171,-0.202569,-0.153611,-0.561901,-0.220672,-0.619073,-0.164125,-0.073954,4.077085,1.324844,0.733949,0.58897,0.508297,0.437246,0.489369,0.483759,0.43988,0.498264,0.497342,0.498084,0.528254,8.632326,2.594108,0.701387,0.586609,0.52325,0.438055,0.400585,0.326278,0.306668,0.857644,0.819173,0.666363,0.58708,4.047613,0.79516,0.23399,0.203318,0.179338,0.112062,0.16557,0.170436,0.112262,0.182955,0.167996,0.234524,0.21918,jazz
-53.320961,4.740705,-0.061831,1.29565,0.278443,0.088803,-0.08865,-0.184862,-0.134185,-0.022164,0.140342,0.184448,0.131817,3.657813,1.143224,1.300485,0.602195,0.547218,0.485172,0.519194,0.452401,0.511182,0.497697,0.507368,0.526556,0.583235,6.247087,0.820237,0.650389,0.24834,0.264054,0.219031,0.32146,0.149556,0.233164,0.222816,0.229809,0.236635,0.264806,3.992281,0.359798,0.240501,0.106086,0.116915,0.086793,0.111581,0.074436,0.098163,0.117443,0.110132,0.15398,0.180774,jazz
-54.060715,5.447891,-0.443978,1.518727,0.371247,0.156354,-0.231416,-0.008021,-0.455457,-0.13064,-0.198161,-0.25202,-0.008172,2.997319,1.165071,0.739466,0.516004,0.374994,0.418425,0.448926,0.416917,0.462212,0.402011,0.414447,0.46047,0.442543,6.966408,2.045712,0.933577,0.650687,0.329592,0.39846,0.393204,0.44805,0.391021,0.3758,0.598375,0.668317,0.441305,4.28175,0.669897,0.263783,0.17992,0.105171,0.142247,0.158094,0.178863,0.140448,0.120847,0.146973,0.154827,0.178721,jazz
-55.224151,4.187416,0.510675,1.251542,0.283892,0.349649,-0.02149,-0.022,0.005613,0.131877,0.27705,0.192131,0.22562,4.652495,1.108825,1.006657,0.555347,0.515623,0.485931,0.499537,0.418457,0.450502,0.45841,0.460275,0.415481,0.506656,6.795052,0.866373,0.986539,0.209349,0.202265,0.275384,0.267264,0.16511,0.249304,0.192813,0.212312,0.192694,0.211832,3.68635,0.350245,0.410261,0.090872,0.089071,0.110507,0.108711,0.064741,0.103496,0.088041,0.098775,0.124338,0.148907,jazz
-52.406546,3.942506,-0.696207,0.903659,0.363006,0.53906,0.085752,0.066324,0.003021,-0.181868,-0.008574,0.020096,-0.168612,2.131821,0.70623,0.756063,0.507748,0.424004,0.376839,0.384,0.429286,0.459316,0.47688,0.46874,0.423263,0.487083,6.267801,0.748827,0.529228,0.32052,0.287748,0.17298,0.249013,0.280593,0.289232,0.26735,0.250413,0.282517,0.305857,3.803668,0.272663,0.203245,0.104224,0.086082,0.103297,0.077905,0.082874,0.099317,0.127629,0.111783,0.098113,0.196286,jazz
-55.074406,5.736464,-0.730122,1.033167,0.235157,0.294175,-0.523977,-0.396933,-0.431725,0.067359,0.536808,0.234269,0.149659,2.787721,0.983502,0.659955,0.528989,0.41798,0.451013,0.451226,0.444689,0.452815,0.482659,0.481735,0.515464,0.478753,6.702149,1.112563,0.703668,0.36803,0.368172,0.296964,0.497355,0.478803,0.730431,0.741533,0.837874,0.666037,0.759812,4.223734,0.556865,0.291763,0.132626,0.117386,0.102033,0.119766,0.131438,0.142692,0.179505,0.17514,0.223585,0.207554,jazz
-62.869163,5.226484,0.613257,2.025234,0.870851,0.694222,0.268619,0.304653,-0.01171,0.047759,0.067952,0.095308,-0.000503,3.936369,1.24035,0.907639,0.609056,0.554119,0.476998,0.473135,0.471838,0.444874,0.467307,0.408883,0.466633,0.453531,7.743755,1.154791,0.772991,0.369846,0.347865,0.250929,0.329901,0.411123,0.369632,0.366451,0.256082,0.435524,0.436673,4.833588,0.379427,0.3009,0.132459,0.142366,0.099025,0.131973,0.129714,0.097066,0.130756,0.094712,0.214278,0.259081,jazz
-52.509625,2.137517,0.946506,0.9294,-0.300049,0.274625,-0.131173,-0.303424,0.056581,-0.121847,0.038319,-0.110678,-0.146097,3.014744,1.119298,0.833817,0.496672,0.484971,0.454099,0.443726,0.432023,0.428801,0.409158,0.437688,0.504124,0.513073,6.063973,1.049753,0.739014,0.21637,0.208701,0.238961,0.190735,0.299022,0.140172,0.202653,0.186475,0.24445,0.188992,4.071232,0.33111,0.222542,0.084126,0.07062,0.071671,0.074804,0.062049,0.070014,0.115277,0.093541,0.162273,0.212096,jazz
-58.062519,5.598233,0.70416,0.467452,0.187075,-0.084877,-0.270656,-0.342873,0.042989,-0.336872,-0.470551,-0.601025,-0.818381,2.580828,0.917684,0.740791,0.496943,0.410535,0.392992,0.415784,0.403048,0.429119,0.446416,0.519161,0.661969,0.697959,7.254347,1.141464,0.983897,0.578782,0.348859,0.336277,0.559372,0.555105,0.632379,0.505988,0.492747,1.206932,1.342138,4.195271,0.393573,0.267482,0.140589,0.099969,0.11765,0.159087,0.182275,0.222865,0.160251,0.183403,0.338493,0.352526,jazz
-52.097481,3.35241,0.231238,0.767804,-0.314199,-0.174246,-0.631221,-0.93471,-0.532859,-0.082406,0.676975,1.008066,0.33399,2.491634,0.93274,0.648613,0.547495,0.499018,0.497056,0.508962,0.561094,0.533103,0.585084,0.758719,0.604262,0.650208,6.093875,1.115647,0.401868,0.307094,0.298566,0.390198,0.417582,0.493513,0.668856,0.852218,0.987314,0.727275,0.986302,4.09231,0.357343,0.19139,0.108504,0.091144,0.101154,0.151335,0.181981,0.166703,0.24202,0.401317,0.214418,0.292197,jazz
-53.071583,3.558769,-0.117589,0.837289,0.205567,0.213062,-0.084966,-0.087407,-0.175455,-0.264675,-0.046191,-0.116236,0.064044,3.505563,1.110714,1.016976,0.540568,0.451697,0.422488,0.466929,0.486494,0.493993,0.50367,0.556587,0.549772,0.538135,6.675707,1.284344,0.888663,0.300949,0.244345,0.214263,0.277272,0.329946,0.401553,0.439118,0.510353,0.489769,0.403189,3.758161,0.341507,0.250894,0.104864,0.096771,0.084248,0.093392,0.107174,0.116499,0.138413,0.159688,0.201662,0.150123,jazz
-56.39109,4.844519,1.225718,1.116094,0.035099,0.477728,0.037332,0.190874,0.255405,0.153147,0.255803,0.37836,0.025267,3.534441,1.211576,0.723069,0.584104,0.511669,0.445657,0.514231,0.549149,0.560574,0.499777,0.601051,0.751642,0.570276,7.102145,0.816477,0.591725,0.511286,0.245472,0.168991,0.239647,0.318903,0.236794,0.319511,0.30847,0.342875,0.217118,3.976135,0.363896,0.162563,0.112043,0.111059,0.096788,0.155643,0.208962,0.264917,0.217184,0.367252,0.356206,0.270237,jazz
-63.380997,6.055892,0.60301,1.176845,0.743045,0.25339,-0.234314,0.532328,0.181252,-0.303188,-0.333264,0.228297,-0.117665,2.895629,1.233695,0.678693,0.466912,0.400434,0.343816,0.315296,0.342207,0.37342,0.3526,0.377826,0.437717,0.453145,9.022883,2.154675,1.422002,0.612119,0.624286,0.586486,0.351061,0.407664,0.540176,0.511589,0.71184,1.070186,0.638296,4.907025,0.906035,0.373061,0.186302,0.144608,0.119493,0.088166,0.115649,0.251307,0.166012,0.284925,0.382084,0.360957,jazz
-56.601923,4.116787,0.615884,1.690307,-0.420352,0.820556,0.327064,-0.203584,0.055207,-0.272629,0.191909,0.295873,-0.087366,3.371312,0.910487,0.811631,0.565423,0.563822,0.476326,0.46396,0.450417,0.384275,0.489489,0.472149,0.450029,0.464731,7.1321,0.693101,0.660165,0.305868,0.500814,0.282708,0.208451,0.329177,0.129907,0.333134,0.222634,0.314796,0.260329,4.078957,0.220369,0.201434,0.125711,0.128063,0.102583,0.083002,0.101858,0.069021,0.098306,0.116926,0.131044,0.184466,jazz
-54.307007,4.738442,0.185522,1.359035,-0.016802,0.343911,-0.021468,-0.310614,-0.139768,-0.023902,0.012052,-0.058954,-0.172399,3.546963,1.013367,1.049217,0.618928,0.551417,0.43624,0.437066,0.448619,0.439379,0.485429,0.521458,0.609736,0.632784,6.442307,0.93877,0.707019,0.292227,0.484361,0.2162,0.278753,0.206313,0.265143,0.349685,0.473315,0.545593,0.400069,4.313052,0.395101,0.345601,0.151984,0.126487,0.11423,0.130947,0.145259,0.143512,0.253463,0.288774,0.319797,0.314621,jazz
-54.810413,3.669692,0.411971,1.768057,-0.309174,0.691261,0.166507,-0.547212,0.113731,-0.296469,0.495817,0.39396,-0.024963,3.294167,0.898788,0.772422,0.501561,0.557841,0.439589,0.401614,0.514293,0.4112,0.494127,0.462612,0.52806,0.47273,6.343032,0.794684,0.331062,0.308926,0.20698,0.197872,0.209834,0.208828,0.196037,0.224205,0.284156,0.272124,0.264953,4.144711,0.302709,0.149549,0.140212,0.127013,0.069344,0.074356,0.089381,0.095915,0.128506,0.101427,0.113771,0.163586,jazz
-57.42547,4.621803,0.238314,2.052086,-0.361961,1.228427,-0.354619,-0.565579,-0.037885,0.025229,0.382343,0.086817,-0.079964,2.690095,1.013702,0.546745,0.501991,0.46225,0.394063,0.390658,0.389727,0.368179,0.378643,0.444468,0.447906,0.466708,7.350885,1.526491,0.739955,0.472945,0.606972,0.561376,0.362273,0.369644,0.377197,0.319885,0.603931,0.85197,0.646584,4.346579,0.559544,0.195771,0.20275,0.183657,0.120367,0.114478,0.108351,0.098788,0.113158,0.189035,0.247713,0.237882,jazz
-54.662072,4.068043,-0.005042,1.325507,-0.113444,0.227962,0.065982,-0.306517,0.066706,0.155654,-0.051942,-0.216528,0.031131,3.330368,0.978513,0.945808,0.48662,0.405324,0.432895,0.458434,0.4687,0.539173,0.573328,0.606094,0.648423,0.687191,6.473039,1.021548,0.631033,0.294983,0.224786,0.172342,0.208474,0.305449,0.377134,0.308205,0.551598,0.567365,0.405165,4.124092,0.311998,0.313709,0.076504,0.067845,0.094016,0.087397,0.102901,0.206689,0.155432,0.183731,0.232219,0.264735,jazz
-59.705962,5.353493,1.170778,1.130485,0.265317,0.512164,0.323648,0.467696,0.032888,-0.079436,-0.179952,0.206105,0.083248,4.277144,1.260671,0.785859,0.529814,0.46602,0.403235,0.438172,0.453667,0.44079,0.480264,0.473667,0.549115,0.553303,6.942166,1.297038,0.652386,0.368391,0.319526,0.220544,0.270775,0.383558,0.50138,0.441372,0.300594,0.392995,0.512642,4.558482,0.414607,0.336589,0.144013,0.089176,0.067344,0.106928,0.147459,0.155166,0.19613,0.229825,0.329856,0.302969,jazz
