@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_rlf

@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.138274,0.082536,0.033018,0.023625,jazz
0.099446,0.051218,0.035819,0.023801,jazz
0.133537,0.086713,0.050613,0.048494,jazz
0.072945,0.0535,0.018729,0.043922,jazz
0.111722,0.07728,0.033512,0.0318,jazz
0.13597,0.050798,0.035247,0.013567,jazz
0.075517,0.046409,0.027736,0.026617,jazz
0.101504,0.054717,0.060047,0.043362,jazz
0.131885,0.056052,0.05187,0.020075,jazz
0.083182,0.061827,0.035056,0.068502,jazz
0.0606,0.023242,0.024623,0.012642,jazz
0.085799,0.050244,0.030336,0.020652,jazz
0.216507,0.146295,0.048557,0.050423,jazz
0.132784,0.105833,0.05828,0.049083,jazz
0.24368,0.135021,0.066183,0.060419,jazz
0.119465,0.04352,0.051304,0.028523,jazz
0.224371,0.101207,0.047348,0.042636,jazz
0.161967,0.10545,0.046805,0.038553,jazz
0.190144,0.101156,0.078036,0.031038,jazz
0.274143,0.093229,0.047719,0.022335,jazz
0.170483,0.264926,0.086078,0.083781,jazz
0.483486,0.225024,0.192587,0.078491,jazz
0.273783,0.203047,0.099656,0.061356,jazz
0.202549,0.151055,0.070922,0.071546,jazz
0.26037,0.109141,0.066846,0.054794,jazz
0.53222,0.178662,0.154447,0.063184,jazz
0.123794,0.167523,0.160256,0.170131,jazz
0.102005,0.094636,0.04155,0.09342,jazz
0.143748,0.126909,0.182525,0.153718,jazz
0.055608,0.030935,0.018725,0.022975,jazz
0.166328,0.076169,0.179724,0.07577,jazz
0.113727,0.11923,0.124782,0.142711,jazz
0.095606,0.045555,0.03069,0.026287,jazz
0.063477,0.054579,0.023348,0.056235,jazz
0.099237,0.071683,0.043382,0.049745,jazz
0.165448,0.121534,0.067658,0.106844,jazz
0.082323,0.09753,0.087466,0.138231,jazz
0.105606,0.144496,0.052864,0.102803,jazz
0.07057,0.074053,0.038008,0.076501,jazz
0.361657,0.13274,0.061643,0.039821,metal
0.277659,0.102793,0.064911,0.046356,metal
0.215399,0.068399,0.039113,0.037147,metal
0.305999,0.109698,0.0488,0.034409,metal
0.367336,0.145606,0.07016,0.031995,metal
0.243463,0.110897,0.062306,0.02944,metal
0.351623,0.105089,0.080301,0.047874,metal
0.288554,0.104921,0.041325,0.02575,metal
0.279985,0.205088,0.101288,0.072688,metal
0.123516,0.100008,0.039872,0.029157,metal
0.368304,0.076669,0.059554,0.0321,metal
0.280663,0.040052,0.04806,0.031034,metal
0.301706,0.055019,0.037036,0.028042,metal
0.348338,0.076462,0.061984,0.028416,metal
0.314819,0.057158,0.043453,0.026381,metal
0.346638,0.099579,0.054594,0.024191,metal
0.29849,0.079725,0.04111,0.028473,metal
0.298148,0.125083,0.059764,0.022773,metal
0.271276,0.044586,0.043273,0.021527,metal
0.294574,0.119488,0.054906,0.029135,metal
0.286331,0.119948,0.058748,0.023265,metal
0.371627,0.129667,0.068794,0.038455,metal
0.154907,0.094514,0.049138,0.020189,metal
0.250508,0.112464,0.059958,0.029221,metal
0.220821,0.096363,0.063361,0.044185,metal
0.22422,0.117911,0.069094,0.025012,metal
0.385974,0.063166,0.051703,0.025969,metal
0.218964,0.084118,0.046454,0.023932,metal
0.318023,0.092549,0.043853,0.035875,metal
0.288322,0.159401,0.070561,0.034294,metal
0.053833,0.068363,0.021559,0.050046,metal
0.218452,0.114368,0.069499,0.032164,metal
0.266813,0.09317,0.058947,0.029477,metal
0.142838,0.107579,0.055786,0.019266,metal
0.291305,0.121598,0.065133,0.048081,metal
0.321956,0.13097,0.069835,0.035534,metal
0.294622,0.107702,0.065821,0.032256,metal
0.196348,0.089296,0.052544,0.045728,metal
0.279709,0.172579,0.07155,0.089943,metal
0.16752,0.104708,0.055089,0.018505,metal
0.296188,0.097014,0.048349,0.033606,metal
0.235345,0.058876,0.047544,0.030146,metal
0.261848,0.064165,0.043628,0.027933,metal
0.29732,0.103167,0.068186,0.059727,metal
0.304162,0.102704,0.054298,0.027116,metal
0.237765,0.097799,0.060822,0.048645,metal
0.310121,0.083116,0.05365,0.02209,metal
0.342289,0.081172,0.058715,0.025287,metal
0.345904,0.06611,0.050725,0.022318,metal
0.374533,0.063496,0.046812,0.028407,metal
0.363322,0.07427,0.049893,0.020159,metal
0.426737,0.092963,0.072134,0.029642,metal
0.320821,0.092174,0.066417,0.028955,metal
0.321507,0.096208,0.054556,0.019322,metal
0.389556,0.100756,0.054866,0.018303,metal
0.374081,0.079239,0.053435,0.025012,metal
0.345523,0.082904,0.054467,0.017261,metal
0.281882,0.111415,0.058507,0.032127,metal
0.257422,0.098307,0.047904,0.032774,metal
0.261178,0.063731,0.046527,0.024902,metal
0.266326,0.077444,0.050966,0.018646,metal
0.296188,0.097014,0.048349,0.033606,metal
0.235345,0.058876,0.047544,0.030146,metal
0.261848,0.064165,0.043628,0.027933,metal
0.29732,0.103167,0.068186,0.059727,metal
0.304162,0.102704,0.054298,0.027116,metal
0.237765,0.097799,0.060822,0.048645,metal
0.216483,0.095608,0.043783,0.024829,metal
0.227013,0.105121,0.066136,0.035332,metal
0.079924,0.119532,0.033292,0.070405,metal
0.245097,0.149506,0.094698,0.054416,metal
0.299062,0.150404,0.065503,0.039016,metal
0.199735,0.101621,0.038982,0.019536,metal
0.210847,0.126543,0.071125,0.032825,metal
0.251179,0.163033,0.080886,0.03806,metal
0.142111,0.085317,0.062284,0.032215,metal
0.316655,0.144124,0.065969,0.042944,metal
0.301827,0.102548,0.05395,0.026517,metal
0.254248,0.171384,0.065694,0.031873,metal
0.263521,0.113865,0.051963,0.031889,metal
0.25925,0.1652,0.064374,0.04619,metal
0.215799,0.059281,0.030131,0.020985,metal
0.24361,0.090487,0.04217,0.015825,metal
0.221737,0.102257,0.054247,0.02271,metal
0.26009,0.104829,0.056938,0.041352,metal
0.275896,0.106662,0.047861,0.032887,metal
0.282005,0.112002,0.059714,0.043044,metal
0.381869,0.142109,0.065108,0.032896,metal
0.163343,0.176334,0.066123,0.051259,metal
0.048291,0.052663,0.036852,0.038901,metal
0.110194,0.075215,0.075145,0.0441,metal
0.194664,0.10156,0.071276,0.02779,metal
0.140289,0.073977,0.048307,0.033768,metal
0.262663,0.114884,0.06079,0.026293,metal
0.291305,0.121598,0.065133,0.048081,metal
0.241854,0.157357,0.072538,0.046387,metal
0.261125,0.157699,0.07983,0.059949,metal
0.142167,0.101924,0.084415,0.06248,metal
0.242154,0.140463,0.052569,0.058108,metal
0.236152,0.213502,0.064304,0.06174,metal
0.314525,0.3029,0.166829,0.085719,pop
0.367903,0.345821,0.092496,0.04446,pop
0.26501,0.289307,0.092558,0.079321,pop
0.145267,0.115129,0.060546,0.073993,pop
0.186387,0.155342,0.069476,0.086012,pop
0.147384,0.069168,0.071112,0.067117,pop
0.07177,0.090544,0.045751,0.072274,pop
0.133586,0.129459,0.056856,0.106672,pop
0.185902,0.188776,0.099288,0.119595,pop
0.30776,0.188459,0.082924,0.055721,pop
0.094709,0.117061,0.050106,0.062907,pop
0.115832,0.066072,0.062486,0.073145,pop
0.192581,0.127836,0.073867,0.064901,pop
0.077348,0.162143,0.042559,0.081364,pop
0.138315,0.087019,0.043625,0.054084,pop
0.231035,0.214483,0.078611,0.07171,pop
0.321353,0.233822,0.144352,0.073773,pop
0.183682,0.138066,0.08502,0.062505,pop
0.22854,0.261769,0.069176,0.066614,pop
0.257406,0.210697,0.111883,0.078017,pop
0.325592,0.21851,0.080523,0.068584,pop
0.382954,0.219676,0.134578,0.0655,pop
0.232359,0.215259,0.082445,0.070726,pop
0.345903,0.310591,0.088094,0.034076,pop
0.266588,0.247307,0.10145,0.085782,pop
0.161404,0.217943,0.084539,0.083523,pop
0.144751,0.154698,0.055311,0.083103,pop
0.152738,0.170009,0.053574,0.067004,pop
0.199936,0.197893,0.065851,0.059697,pop
0.174974,0.191878,0.069036,0.063168,pop
0.243964,0.170289,0.081712,0.062121,pop
0.249645,0.172601,0.082653,0.059114,pop
0.47411,0.318463,0.143517,0.06348,pop
0.224216,0.133196,0.058934,0.053505,pop
0.204097,0.214191,0.085766,0.086833,pop
0.285164,0.198227,0.083427,0.069212,pop
0.184533,0.225511,0.079428,0.09728,pop
0.274663,0.159593,0.069053,0.055272,pop
0.26003,0.204712,0.091954,0.063427,pop
0.332714,0.295398,0.135868,0.067616,pop
0.136081,0.048552,0.05402,0.028752,pop
0.090974,0.082489,0.036893,0.064714,pop
0.255318,0.205996,0.075917,0.061039,pop
0.24026,0.276984,0.088706,0.09112,pop
0.263603,0.22981,0.071847,0.06303,pop
0.196104,0.217321,0.100334,0.073779,pop
0.193649,0.224659,0.097212,0.065497,pop
0.204065,0.220372,0.084107,0.072757,pop
0.403659,0.244295,0.166859,0.067205,pop
0.129708,0.151783,0.085171,0.095705,pop
0.228029,0.255211,0.093784,0.089423,pop
0.459347,0.265412,0.180694,0.061735,pop
0.443513,0.350645,0.090364,0.046849,pop
0.163566,0.136399,0.082226,0.104126,pop
0.316932,0.318233,0.100622,0.065534,pop
0.349847,0.323502,0.132923,0.056924,pop
0.444876,0.369199,0.105174,0.057126,pop
0.442756,0.354472,0.089869,0.043952,pop
0.25223,0.247519,0.084233,0.066395,pop
0.448552,0.367973,0.106541,0.056663,pop
0.316932,0.318233,0.100622,0.065534,pop
0.286414,0.319237,0.086197,0.054976,pop
0.162463,0.157154,0.0467,0.049163,pop
0.092722,0.052707,0.024199,0.030649,pop
0.360824,0.18831,0.120916,0.05182,pop
0.22044,0.166362,0.128724,0.113395,pop
0.130368,0.17141,0.059363,0.080002,pop
0.38444,0.285064,0.109511,0.053532,pop
0.279378,0.235045,0.097954,0.06332,pop
0.154814,0.142196,0.038813,0.042312,pop
0.328195,0.27748,0.13044,0.098791,pop
0.38444,0.285064,0.109511,0.053532,pop
0.217577,0.106878,0.074384,0.04498,pop
0.367269,0.279134,0.10044,0.060356,pop
0.25082,0.292948,0.0894,0.071824,pop
0.29083,0.226114,0.102411,0.073976,pop
0.286773,0.273667,0.122838,0.07458,pop
0.424699,0.308956,0.10323,0.040677,pop
0.307474,0.26528,0.078292,0.065424,pop
0.096302,0.111017,0.079679,0.114035,pop
0.213475,0.227234,0.09031,0.076739,pop
0.097328,0.093113,0.034888,0.051334,pop
0.150025,0.181032,0.127307,0.074622,pop
0.108564,0.09757,0.056522,0.074547,pop
0.36319,0.344466,0.124705,0.058619,pop
0.237717,0.224297,0.055574,0.059078,pop
0.350847,0.210073,0.08716,0.046197,pop
0.238821,0.237634,0.082009,0.064384,pop
0.329404,0.272137,0.10668,0.060738,pop
0.308545,0.251626,0.09257,0.053778,pop
0.24375,0.237738,0.084231,0.063978,pop
0.323076,0.267002,0.095536,0.054029,pop
0.306753,0.2382,0.086581,0.061476,pop
0.217859,0.207513,0.063073,0.055765,pop
0.202041,0.134098,0.072727,0.070701,pop
0.169127,0.217241,0.064004,0.056644,pop
0.165457,0.22458,0.07064,0.071845,pop
0.509868,0.391726,0.149671,0.047646,pop
0.372871,0.23044,0.117585,0.063023,pop
0.142245,0.154116,0.080542,0.075768,pop
0.143681,0.113189,0.033483,0.039822,reggae
0.08988,0.076002,0.040037,0.048533,reggae
0.113444,0.126974,0.030431,0.041065,reggae
0.155315,0.179962,0.056956,0.072736,reggae
0.156399,0.168193,0.046182,0.058103,reggae
0.137543,0.15493,0.046179,0.073884,reggae
0.10232,0.11583,0.060717,0.093554,reggae
0.141175,0.165232,0.038133,0.07391,reggae
0.107611,0.127879,0.04502,0.058776,reggae
0.187412,0.278916,0.078262,0.095785,reggae
0.174274,0.12501,0.066806,0.056272,reggae
0.166577,0.221767,0.064168,0.108453,reggae
0.200847,0.187283,0.08661,0.0665,reggae
0.139891,0.1762,0.077561,0.099751,reggae
0.232833,0.288114,0.133543,0.118333,reggae
0.092068,0.120036,0.045651,0.065397,reggae
0.148949,0.136036,0.059502,0.087508,reggae
0.168105,0.198293,0.061928,0.093575,reggae
0.136631,0.164755,0.067506,0.061972,reggae
0.133132,0.17837,0.066785,0.0894,reggae
0.146177,0.227266,0.053716,0.107576,reggae
0.144116,0.110084,0.039986,0.042819,reggae
0.238244,0.221838,0.149178,0.153102,reggae
0.216797,0.167091,0.142855,0.062064,reggae
0.112276,0.110962,0.059404,0.073463,reggae
0.139483,0.152564,0.063663,0.093481,reggae
0.144576,0.177572,0.040359,0.064956,reggae
0.133955,0.166604,0.076946,0.077803,reggae
0.141698,0.204257,0.058516,0.080497,reggae
0.06161,0.109234,0.02778,0.061872,reggae
0.111265,0.164357,0.064193,0.065223,reggae
0.09881,0.164557,0.042989,0.069532,reggae
0.111529,0.136903,0.037129,0.061575,reggae
0.090564,0.124599,0.066127,0.06951,reggae
0.086927,0.167113,0.039758,0.076262,reggae
0.099604,0.151226,0.044067,0.054548,reggae
0.142771,0.244702,0.057765,0.058866,reggae
0.141365,0.206493,0.0818,0.077092,reggae
0.10758,0.121611,0.048747,0.065184,reggae
0.234989,0.377676,0.078255,0.06717,reggae
0.158084,0.115169,0.089436,0.0582,reggae
0.13666,0.19617,0.059461,0.090905,reggae
0.265742,0.253127,0.085702,0.093304,reggae
0.113336,0.072369,0.028572,0.011373,reggae
0.135103,0.183759,0.057759,0.053349,reggae
0.432966,0.250508,0.090002,0.069357,reggae
0.117057,0.142937,0.04264,0.045746,reggae
0.20857,0.156531,0.067897,0.075483,reggae
0.190479,0.174866,0.059267,0.043448,reggae
0.100409,0.109056,0.057391,0.076547,reggae
0.306184,0.317303,0.095238,0.047337,reggae
0.688804,0.278608,0.080372,0.043412,reggae
0.323974,0.333744,0.109619,0.056353,reggae
0.293211,0.331005,0.108798,0.089327,reggae
0.200833,0.246749,0.06769,0.075203,reggae
0.175768,0.220242,0.051347,0.073496,reggae
0.167354,0.214406,0.056907,0.081036,reggae
0.132225,0.187232,0.052653,0.058577,reggae
0.19628,0.219015,0.093993,0.066656,reggae
0.199814,0.190059,0.061222,0.054863,reggae
0.193861,0.128374,0.066661,0.061094,reggae
0.214195,0.218889,0.069198,0.048821,reggae
0.199376,0.296949,0.083483,0.084604,reggae
0.204289,0.193373,0.085293,0.107137,reggae
0.316183,0.331108,0.144212,0.096498,reggae
0.146202,0.182866,0.03473,0.045351,reggae
0.10652,0.107918,0.027978,0.049386,reggae
0.09126,0.111974,0.028142,0.071514,reggae
0.22614,0.285396,0.073343,0.090847,reggae
0.164546,0.201881,0.065072,0.085657,reggae
0.160793,0.209741,0.107762,0.122112,reggae
0.234012,0.266963,0.08299,0.054958,reggae
0.29384,0.266056,0.098755,0.070343,reggae
0.165036,0.269939,0.092081,0.110829,reggae
0.167488,0.266927,0.099733,0.114884,reggae
0.226341,0.134764,0.047789,0.048451,reggae
0.351856,0.32046,0.199491,0.101747,reggae
0.074928,0.088317,0.035744,0.045564,reggae
0.198026,0.180656,0.05646,0.06015,reggae
0.329839,0.210454,0.096571,0.091521,reggae
0.336091,0.343693,0.073752,0.059242,reggae
0.347813,0.348072,0.078816,0.056249,reggae
0.347813,0.348072,0.078816,0.056249,reggae
0.100742,0.050333,0.07436,0.049904,reggae
0.107381,0.094686,0.039967,0.038945,reggae
0.18044,0.14751,0.060402,0.069247,reggae
0.482574,0.217166,0.278666,0.108794,reggae
0.397311,0.353967,0.144475,0.075485,reggae
0.350348,0.239172,0.118385,0.050921,reggae
0.161612,0.24103,0.10368,0.132066,reggae
0.320949,0.305445,0.083374,0.063829,reggae
0.210198,0.131974,0.048604,0.043431,reggae
0.208998,0.139372,0.052567,0.046139,reggae
0.139116,0.126251,0.042624,0.063684,reggae
0.153545,0.114934,0.052433,0.063289,reggae
0.150506,0.152551,0.065346,0.068689,reggae
0.155292,0.173463,0.055387,0.067872,reggae
0.147042,0.08776,0.059545,0.044152,reggae
0.243592,0.300596,0.087662,0.089193,reggae
0.235049,0.146943,0.05521,0.038674,reggae
0.125429,0.086638,0.046833,0.041596,rock
0.075019,0.052994,0.029361,0.032253,rock
0.167145,0.17461,0.074661,0.098397,rock
0.071781,0.104845,0.026759,0.056075,rock
0.047228,0.059962,0.033177,0.059514,rock
0.129812,0.034196,0.025259,0.010865,rock
0.140451,0.082193,0.039264,0.030695,rock
0.048266,0.036021,0.017799,0.042329,rock
0.127758,0.026256,0.018818,0.009389,rock
0.060097,0.064004,0.01842,0.051264,rock
0.089393,0.091156,0.03725,0.053438,rock
0.075928,0.079532,0.042024,0.070222,rock
0.102134,0.14731,0.051677,0.066056,rock
0.151541,0.264085,0.090518,0.106115,rock
0.129166,0.142224,0.047447,0.054792,rock
0.241058,0.21374,0.078068,0.085469,rock
0.257422,0.098307,0.047904,0.032774,rock
0.233694,0.083581,0.046613,0.033443,rock
0.191466,0.120825,0.062617,0.059338,rock
0.230291,0.077796,0.054068,0.019823,rock
0.205783,0.108909,0.078455,0.036634,rock
0.205358,0.104011,0.061806,0.040977,rock
0.224985,0.100002,0.051412,0.03771,rock
0.228864,0.101393,0.104715,0.034777,rock
0.250316,0.071443,0.047103,0.024688,rock
0.279313,0.082888,0.052548,0.035732,rock
0.215066,0.099201,0.058496,0.031152,rock
0.259162,0.136861,0.061307,0.035688,rock
0.189515,0.085755,0.045356,0.033367,rock
0.196011,0.123289,0.056632,0.031423,rock
0.200398,0.188955,0.067452,0.043159,rock
0.233087,0.144796,0.06259,0.050166,rock
0.185399,0.078418,0.038892,0.042577,rock
0.124192,0.058452,0.036366,0.026328,rock
0.216831,0.101247,0.053336,0.040517,rock
0.077034,0.097593,0.026955,0.070747,rock
0.249251,0.124022,0.056623,0.046534,rock
0.253241,0.118031,0.050369,0.044085,rock
0.227203,0.133462,0.090182,0.043322,rock
0.1901,0.074665,0.049843,0.056909,rock
0.237805,0.139166,0.064141,0.051719,rock
0.233593,0.111352,0.068671,0.067671,rock
0.234171,0.14861,0.073802,0.052179,rock
0.26338,0.115047,0.065843,0.063686,rock
0.098931,0.038067,0.029555,0.025655,rock
0.130026,0.071245,0.045376,0.017874,rock
0.180494,0.077847,0.059214,0.048183,rock
0.277542,0.138374,0.076182,0.052047,rock
0.139048,0.05988,0.033488,0.014911,rock
0.117429,0.091389,0.069609,0.083166,rock
0.168682,0.254888,0.10461,0.104612,rock
0.186559,0.196028,0.075697,0.062056,rock
0.132263,0.181784,0.070523,0.107509,rock
0.340198,0.161287,0.065516,0.027759,rock
0.225317,0.162129,0.079945,0.099726,rock
0.091209,0.062957,0.01873,0.036082,rock
0.341207,0.179666,0.097843,0.035143,rock
0.309002,0.224872,0.094071,0.053877,rock
0.158925,0.158592,0.083797,0.097585,rock
0.123805,0.146605,0.061772,0.085737,rock
0.221189,0.174487,0.051422,0.061922,rock
0.082368,0.091747,0.044523,0.061781,rock
0.144193,0.180312,0.058044,0.063048,rock
0.092948,0.142535,0.051073,0.08534,rock
0.162944,0.100164,0.039336,0.034308,rock
0.206886,0.088444,0.049262,0.027588,rock
0.153351,0.110012,0.069231,0.059558,rock
0.206098,0.126515,0.069525,0.047563,rock
0.198651,0.123332,0.07528,0.041093,rock
0.241459,0.147129,0.098353,0.03795,rock
0.255242,0.142537,0.056596,0.034539,rock
0.13004,0.10969,0.046885,0.066175,rock
0.101199,0.100939,0.051243,0.052864,rock
0.17135,0.120581,0.062231,0.030302,rock
0.129096,0.106971,0.053189,0.041802,rock
0.161389,0.126835,0.05866,0.037782,rock
0.098031,0.08257,0.066611,0.062417,rock
0.133898,0.110976,0.055583,0.033608,rock
0.086316,0.10583,0.036849,0.058868,rock
0.179224,0.113995,0.046133,0.034495,rock
0.273621,0.122826,0.060322,0.035984,rock
0.244723,0.110518,0.084769,0.032792,rock
0.319773,0.138424,0.072515,0.038077,rock
0.136675,0.088556,0.041367,0.033467,rock
0.228922,0.144495,0.077509,0.038637,rock
0.208425,0.111094,0.073844,0.055769,rock
0.245901,0.120793,0.07883,0.064372,rock
0.207509,0.075605,0.035492,0.044025,rock
0.267579,0.100521,0.061187,0.032818,rock
0.104571,0.076235,0.040825,0.048739,rock
0.20723,0.117603,0.07467,0.04165,rock
0.26204,0.100954,0.058177,0.036217,rock
0.253367,0.069072,0.0439,0.022414,rock
0.158971,0.056802,0.035695,0.02717,rock
0.262853,0.05768,0.034851,0.030099,rock
0.135181,0.076847,0.057864,0.04092,rock
0.158768,0.065305,0.046131,0.02285,rock
0.195069,0.080012,0.064887,0.040375,rock
0.075698,0.059771,0.036138,0.036207,rock
0.108822,0.043522,0.070626,0.028752,rock
