@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_flx

@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.074548,0.024691,0.010346,0.003915,jazz
0.074676,0.023824,0.009268,0.003884,jazz
0.072598,0.02597,0.009267,0.004383,jazz
0.082232,0.027772,0.010331,0.004211,jazz
0.074846,0.027297,0.009594,0.005133,jazz
0.077326,0.024912,0.01089,0.004397,jazz
0.077464,0.027534,0.010857,0.005245,jazz
0.079547,0.027718,0.010597,0.004915,jazz
0.078799,0.027636,0.010259,0.006221,jazz
0.072586,0.023493,0.009049,0.003975,jazz
0.079553,0.025656,0.010278,0.004279,jazz
0.075928,0.026722,0.009248,0.00564,jazz
0.073724,0.029645,0.00937,0.00485,jazz
0.072802,0.026121,0.009006,0.005162,jazz
0.069168,0.025093,0.009604,0.004421,jazz
0.075214,0.028077,0.009645,0.00541,jazz
0.074919,0.029478,0.009813,0.005475,jazz
0.075089,0.026228,0.010463,0.004177,jazz
0.076021,0.026039,0.010347,0.005096,jazz
0.077899,0.031405,0.009898,0.004777,jazz
0.075332,0.027835,0.009617,0.004907,jazz
0.071969,0.024156,0.009055,0.003781,jazz
0.072173,0.025067,0.009325,0.00411,jazz
0.072572,0.024274,0.009098,0.004157,jazz
0.07099,0.024375,0.009325,0.003726,jazz
0.073902,0.026262,0.008533,0.006817,jazz
0.071778,0.025948,0.009028,0.003851,jazz
0.070411,0.0226,0.009462,0.003765,jazz
0.075629,0.026565,0.009606,0.005205,jazz
0.069024,0.022399,0.008747,0.004339,jazz
0.07019,0.021352,0.009214,0.003802,jazz
0.070328,0.024889,0.008646,0.00403,jazz
0.084887,0.033808,0.011699,0.006705,jazz
0.076712,0.026092,0.010023,0.005247,jazz
0.078235,0.028845,0.011048,0.004815,jazz
0.07538,0.02829,0.010739,0.005005,jazz
0.079687,0.026572,0.009868,0.004921,jazz
0.079162,0.029738,0.01008,0.005496,jazz
0.073505,0.025128,0.008197,0.007638,metal
0.076475,0.024086,0.009748,0.004182,metal
0.081186,0.02645,0.010186,0.004604,metal
0.079241,0.025365,0.009821,0.004118,metal
0.074395,0.024086,0.00996,0.004153,metal
0.081206,0.025973,0.010125,0.004281,metal
0.075993,0.025713,0.009711,0.003839,metal
0.074084,0.024732,0.009843,0.003538,metal
0.072235,0.025892,0.008967,0.004854,metal
0.080932,0.025965,0.01028,0.004766,metal
0.08083,0.025414,0.01052,0.003505,metal
0.07698,0.024441,0.009693,0.003786,metal
0.079752,0.02683,0.009807,0.004748,metal
0.079284,0.024657,0.010666,0.003735,metal
0.077425,0.025081,0.009389,0.004971,metal
0.080129,0.024974,0.01011,0.00446,metal
0.082459,0.028898,0.010581,0.004766,metal
0.079057,0.024007,0.010674,0.004156,metal
0.08585,0.03045,0.010961,0.0061,metal
0.078714,0.02452,0.009827,0.004195,metal
0.078157,0.025024,0.010574,0.00352,metal
0.080446,0.025555,0.01115,0.003064,metal
0.081676,0.027015,0.009485,0.005006,metal
0.082892,0.029188,0.011303,0.006971,metal
0.081733,0.024095,0.010363,0.00428,metal
0.083734,0.028132,0.010569,0.005855,metal
0.080718,0.025611,0.01012,0.004631,metal
0.079574,0.024375,0.008985,0.006103,metal
0.076902,0.023979,0.008832,0.005117,metal
0.082142,0.028215,0.01027,0.004502,metal
0.084848,0.032654,0.011043,0.004079,metal
0.080475,0.026926,0.010246,0.005819,metal
0.081313,0.025865,0.00978,0.004675,metal
0.084028,0.029876,0.01055,0.007449,metal
0.085818,0.028715,0.012629,0.005848,metal
0.078247,0.026212,0.009967,0.004358,metal
0.080752,0.024802,0.010488,0.004873,metal
0.081488,0.026866,0.010337,0.004445,metal
0.083957,0.029795,0.011061,0.00524,metal
0.076836,0.026044,0.009677,0.004426,metal
0.080723,0.027008,0.009947,0.004974,metal
0.079645,0.027382,0.01119,0.004548,metal
0.077548,0.026258,0.01058,0.003996,metal
0.08158,0.029208,0.010725,0.008213,metal
0.078977,0.025574,0.010437,0.004627,metal
0.081618,0.029901,0.01093,0.006564,metal
0.079486,0.026399,0.011339,0.004316,metal
0.079313,0.026743,0.010142,0.004199,metal
0.078957,0.025914,0.009577,0.004855,metal
0.080703,0.026126,0.009509,0.004779,metal
0.080481,0.026516,0.011057,0.004264,metal
0.080991,0.027547,0.010847,0.005072,metal
0.084591,0.031478,0.011064,0.006405,metal
0.078848,0.026059,0.01041,0.004972,metal
0.079521,0.026883,0.010328,0.004353,metal
0.079499,0.02685,0.011024,0.004453,metal
0.080845,0.027908,0.011002,0.00443,metal
0.082814,0.030079,0.011272,0.004625,metal
0.079771,0.025715,0.010358,0.003918,metal
0.076934,0.025044,0.009392,0.004015,metal
0.080692,0.026492,0.010735,0.004623,metal
0.080681,0.026955,0.010102,0.004907,metal
0.079645,0.027382,0.01119,0.004548,metal
0.077548,0.026258,0.01058,0.003996,metal
0.08158,0.029208,0.010725,0.008213,metal
0.078977,0.025574,0.010437,0.004627,metal
0.081618,0.029901,0.01093,0.006564,metal
0.08257,0.027821,0.010402,0.00479,metal
0.081794,0.027076,0.010043,0.006736,metal
0.081973,0.026518,0.010718,0.004544,metal
0.082269,0.027405,0.01004,0.004568,metal
0.080762,0.026605,0.009888,0.005188,metal
0.080365,0.024575,0.009785,0.004378,metal
0.083593,0.028873,0.01139,0.004254,metal
0.082017,0.027141,0.008984,0.006688,metal
0.083132,0.030107,0.009839,0.006022,metal
0.080305,0.025249,0.01083,0.004635,metal
0.080297,0.025325,0.009359,0.005016,metal
0.086492,0.033682,0.011123,0.006918,metal
0.08179,0.026498,0.010296,0.004131,metal
0.085212,0.027814,0.010844,0.005679,metal
0.082792,0.026437,0.009322,0.006057,metal
0.081048,0.0252,0.010739,0.005122,metal
0.080302,0.027486,0.01157,0.00503,metal
0.084605,0.031225,0.011696,0.005632,metal
0.085607,0.025939,0.011128,0.004157,metal
0.081112,0.026965,0.010722,0.004242,metal
0.082821,0.026646,0.011014,0.004939,metal
0.088197,0.034504,0.012085,0.007548,metal
0.083708,0.032208,0.011626,0.00602,metal
0.08192,0.027007,0.01015,0.004546,metal
0.07982,0.025998,0.009993,0.004375,metal
0.08098,0.02658,0.010118,0.004343,metal
0.079683,0.024204,0.00964,0.00449,metal
0.085791,0.028651,0.012723,0.005764,metal
0.077978,0.027424,0.009532,0.005238,metal
0.079272,0.027716,0.009791,0.006379,metal
0.080778,0.028619,0.010438,0.005541,metal
0.080315,0.028342,0.013072,0.00538,metal
0.083336,0.031464,0.012546,0.007643,metal
0.083323,0.032287,0.009314,0.013957,pop
0.086649,0.030033,0.011639,0.005371,pop
0.083576,0.030882,0.010566,0.006697,pop
0.08391,0.029376,0.011959,0.005839,pop
0.076136,0.024597,0.009528,0.005391,pop
0.080898,0.02802,0.010271,0.006716,pop
0.078858,0.029604,0.00883,0.006186,pop
0.077179,0.02647,0.010982,0.005638,pop
0.077564,0.025316,0.009523,0.00508,pop
0.081513,0.028716,0.010734,0.006748,pop
0.081254,0.032827,0.009848,0.010189,pop
0.074227,0.024809,0.010641,0.006042,pop
0.079129,0.025628,0.009577,0.005971,pop
0.083046,0.032708,0.0103,0.007383,pop
0.08094,0.028462,0.010505,0.006091,pop
0.085259,0.035072,0.010807,0.006566,pop
0.081282,0.032057,0.012076,0.010109,pop
0.073993,0.024326,0.009508,0.004056,pop
0.084997,0.034349,0.010107,0.005819,pop
0.084248,0.030051,0.01064,0.006008,pop
0.086585,0.033199,0.01075,0.006629,pop
0.082087,0.036207,0.010827,0.011179,pop
0.08621,0.035199,0.010984,0.007657,pop
0.090995,0.041023,0.013391,0.009311,pop
0.085802,0.034136,0.009551,0.010664,pop
0.086309,0.039341,0.012035,0.009508,pop
0.083474,0.032781,0.010995,0.008202,pop
0.091383,0.036753,0.010913,0.008021,pop
0.087048,0.036047,0.011958,0.007379,pop
0.083118,0.034351,0.011301,0.006186,pop
0.079183,0.028711,0.010729,0.006753,pop
0.080817,0.027933,0.010366,0.006579,pop
0.087864,0.03489,0.011106,0.009403,pop
0.079791,0.031998,0.011228,0.013003,pop
0.082937,0.032617,0.011294,0.007204,pop
0.081354,0.027934,0.010447,0.005751,pop
0.085133,0.033028,0.012606,0.007527,pop
0.087936,0.029576,0.012511,0.006603,pop
0.083809,0.033279,0.010663,0.009349,pop
0.081788,0.028922,0.01115,0.005771,pop
0.080483,0.025008,0.010299,0.005128,pop
0.081908,0.026905,0.010883,0.005359,pop
0.085075,0.030878,0.010646,0.006353,pop
0.087073,0.031378,0.012472,0.004841,pop
0.087968,0.035886,0.011405,0.007095,pop
0.088953,0.038754,0.014538,0.012863,pop
0.092378,0.04107,0.016492,0.014233,pop
0.080427,0.027954,0.010362,0.005336,pop
0.084497,0.028508,0.010404,0.005432,pop
0.086663,0.033899,0.01158,0.010145,pop
0.087475,0.032728,0.011082,0.006586,pop
0.080906,0.025564,0.010709,0.004573,pop
0.094268,0.035182,0.011799,0.006924,pop
0.087447,0.028288,0.012211,0.006417,pop
0.093935,0.039964,0.014085,0.012019,pop
0.094446,0.039058,0.013419,0.01014,pop
0.097958,0.038377,0.011938,0.007993,pop
0.093782,0.036709,0.012635,0.007225,pop
0.093978,0.037613,0.013066,0.008693,pop
0.093971,0.039704,0.012338,0.008976,pop
0.09393,0.039954,0.014104,0.012022,pop
0.090221,0.035193,0.012121,0.008637,pop
0.083372,0.023148,0.01035,0.004816,pop
0.079906,0.026223,0.009844,0.004764,pop
0.086517,0.028792,0.012728,0.00597,pop
0.08016,0.028605,0.010495,0.00614,pop
0.088873,0.032252,0.011516,0.007429,pop
0.082794,0.028847,0.011551,0.005726,pop
0.090209,0.034002,0.012196,0.007465,pop
0.081309,0.029488,0.010507,0.00504,pop
0.08576,0.036682,0.010144,0.011976,pop
0.08275,0.028792,0.011705,0.005704,pop
0.080321,0.028097,0.010125,0.007171,pop
0.085323,0.030217,0.010816,0.005104,pop
0.083118,0.030685,0.010684,0.007678,pop
0.086225,0.03188,0.010899,0.005861,pop
0.08431,0.030195,0.010386,0.006941,pop
0.093839,0.04331,0.012243,0.009893,pop
0.090088,0.037382,0.011517,0.007586,pop
0.079544,0.029037,0.00951,0.007419,pop
0.081826,0.030098,0.010097,0.007115,pop
0.084128,0.033772,0.011202,0.007616,pop
0.086975,0.035318,0.01217,0.008812,pop
0.08386,0.03099,0.009738,0.006836,pop
0.093499,0.040322,0.0122,0.009289,pop
0.091601,0.03789,0.011693,0.00793,pop
0.082284,0.02835,0.009869,0.004493,pop
0.08418,0.02741,0.010629,0.005117,pop
0.094914,0.042882,0.014428,0.01492,pop
0.087055,0.035988,0.011739,0.010119,pop
0.083116,0.03037,0.010607,0.007181,pop
0.084205,0.031771,0.010581,0.007654,pop
0.086743,0.029744,0.011,0.005429,pop
0.081175,0.027875,0.01013,0.004621,pop
0.079574,0.030596,0.010158,0.00664,pop
0.083478,0.033746,0.0115,0.006745,pop
0.085108,0.034697,0.011409,0.0056,pop
0.088677,0.037563,0.01149,0.008089,pop
0.086945,0.032736,0.012032,0.006693,pop
0.081409,0.031256,0.010001,0.007098,pop
0.087893,0.033058,0.009983,0.008905,reggae
0.086355,0.032956,0.011175,0.005775,reggae
0.099762,0.042634,0.013559,0.008964,reggae
0.087985,0.037786,0.0121,0.005922,reggae
0.08994,0.037219,0.01186,0.010328,reggae
0.095743,0.038163,0.013385,0.00851,reggae
0.090457,0.037806,0.013444,0.010214,reggae
0.090252,0.033364,0.012506,0.007112,reggae
0.095435,0.039654,0.012692,0.009151,reggae
0.096812,0.043209,0.013022,0.008427,reggae
0.081029,0.028889,0.011176,0.005264,reggae
0.087584,0.035652,0.011268,0.00685,reggae
0.091785,0.033308,0.013044,0.005642,reggae
0.093626,0.036719,0.01188,0.006442,reggae
0.091472,0.037904,0.012149,0.007272,reggae
0.090248,0.035034,0.011814,0.006813,reggae
0.086311,0.03398,0.010374,0.009071,reggae
0.092484,0.036942,0.011849,0.008797,reggae
0.094617,0.039225,0.013625,0.008335,reggae
0.095044,0.041367,0.012447,0.010162,reggae
0.09498,0.037672,0.012658,0.0086,reggae
0.083902,0.027667,0.010149,0.005194,reggae
0.084722,0.030125,0.011324,0.00558,reggae
0.085735,0.03148,0.010917,0.005685,reggae
0.091224,0.037066,0.012367,0.008798,reggae
0.092913,0.040575,0.013821,0.009613,reggae
0.0897,0.036546,0.010368,0.009271,reggae
0.091727,0.036439,0.01176,0.009007,reggae
0.095745,0.044773,0.012442,0.011289,reggae
0.09679,0.040766,0.012799,0.009738,reggae
0.10188,0.050612,0.014689,0.011094,reggae
0.099226,0.047252,0.014637,0.011204,reggae
0.091059,0.039273,0.01314,0.009795,reggae
0.096788,0.04485,0.01362,0.008552,reggae
0.098437,0.047058,0.013421,0.008333,reggae
0.099922,0.047483,0.013274,0.00929,reggae
0.090856,0.037324,0.012475,0.005415,reggae
0.09987,0.048315,0.011975,0.010388,reggae
0.090141,0.040311,0.012085,0.00885,reggae
0.097622,0.048427,0.012467,0.008233,reggae
0.084614,0.034321,0.011323,0.011469,reggae
0.091024,0.035404,0.012369,0.0066,reggae
0.082375,0.031902,0.010827,0.00771,reggae
0.082763,0.028182,0.010428,0.004517,reggae
0.090523,0.03718,0.011845,0.008652,reggae
0.088378,0.037582,0.012733,0.010857,reggae
0.082471,0.029218,0.009997,0.006175,reggae
0.087853,0.032443,0.011955,0.006366,reggae
0.090387,0.033303,0.011477,0.006981,reggae
0.078901,0.030106,0.010255,0.006075,reggae
0.09729,0.046442,0.013196,0.009327,reggae
0.103944,0.047092,0.012162,0.007333,reggae
0.087925,0.032794,0.01173,0.006863,reggae
0.097142,0.039355,0.013072,0.007064,reggae
0.089492,0.041145,0.011428,0.009461,reggae
0.09654,0.036724,0.013509,0.006898,reggae
0.094801,0.036211,0.012452,0.007911,reggae
0.095438,0.039015,0.01311,0.008131,reggae
0.091308,0.036379,0.012271,0.008063,reggae
0.086404,0.032657,0.011836,0.007242,reggae
0.077552,0.026567,0.00974,0.005065,reggae
0.089673,0.036965,0.011464,0.007196,reggae
0.092125,0.039428,0.011834,0.009658,reggae
0.087298,0.035535,0.011127,0.006274,reggae
0.084248,0.03205,0.010811,0.00588,reggae
0.095676,0.044168,0.012683,0.010079,reggae
0.091415,0.038635,0.011355,0.007309,reggae
0.08071,0.029558,0.010227,0.006141,reggae
0.088509,0.0373,0.011571,0.007495,reggae
0.091483,0.035872,0.013702,0.009018,reggae
0.0851,0.032128,0.010716,0.008526,reggae
0.0926,0.039869,0.013723,0.011695,reggae
0.089414,0.03816,0.011027,0.008383,reggae
0.083359,0.029844,0.010798,0.005593,reggae
0.084506,0.031217,0.010823,0.006405,reggae
0.08039,0.026603,0.010216,0.004875,reggae
0.089507,0.043284,0.012744,0.010163,reggae
0.08419,0.029056,0.011064,0.005588,reggae
0.09629,0.043629,0.013358,0.00997,reggae
0.090544,0.036238,0.010957,0.007787,reggae
0.089413,0.036151,0.012193,0.008855,reggae
0.09041,0.039985,0.012345,0.007644,reggae
0.090461,0.040091,0.012164,0.007676,reggae
0.081226,0.027147,0.009977,0.006325,reggae
0.088745,0.031628,0.010574,0.006833,reggae
0.080776,0.027658,0.010347,0.003974,reggae
0.151975,0.052582,0.051709,0.01698,reggae
0.092452,0.044591,0.011725,0.008788,reggae
0.085533,0.033314,0.01093,0.005815,reggae
0.091421,0.0387,0.010714,0.008453,reggae
0.093067,0.035669,0.011661,0.007414,reggae
0.081923,0.026385,0.010755,0.004359,reggae
0.086384,0.027461,0.011292,0.005184,reggae
0.088784,0.03165,0.011571,0.005972,reggae
0.084056,0.029026,0.010812,0.005488,reggae
0.077784,0.02632,0.010265,0.004355,reggae
0.087273,0.031647,0.011744,0.005903,reggae
0.078197,0.023105,0.010153,0.00402,reggae
0.089497,0.035056,0.010893,0.007226,reggae
0.092554,0.036637,0.012762,0.007043,reggae
0.079666,0.029293,0.008352,0.011853,rock
0.080297,0.031022,0.010113,0.008461,rock
0.084228,0.040515,0.01132,0.008658,rock
0.087345,0.035808,0.011287,0.007889,rock
0.080056,0.029412,0.01061,0.005942,rock
0.081408,0.031108,0.010641,0.005793,rock
0.082636,0.031766,0.011402,0.006149,rock
0.079232,0.02953,0.010721,0.004682,rock
0.077552,0.025487,0.010028,0.003993,rock
0.09006,0.040317,0.01116,0.009196,rock
0.082052,0.031542,0.010206,0.005291,rock
0.082868,0.030022,0.010644,0.006451,rock
0.091901,0.036297,0.011832,0.007533,rock
0.087933,0.030503,0.011779,0.004881,rock
0.088791,0.035875,0.012541,0.010432,rock
0.093427,0.037236,0.012155,0.008526,rock
0.079788,0.025746,0.010296,0.003978,rock
0.080721,0.027561,0.010153,0.004595,rock
0.082191,0.029011,0.010307,0.005703,rock
0.080229,0.027032,0.010659,0.004589,rock
0.083791,0.028156,0.010603,0.004736,rock
0.081927,0.027014,0.010747,0.004831,rock
0.082268,0.027859,0.010085,0.005868,rock
0.077974,0.025301,0.010587,0.004058,rock
0.077392,0.026353,0.009942,0.005344,rock
0.077739,0.027573,0.010018,0.004035,rock
0.080475,0.026241,0.010085,0.004795,rock
0.077696,0.024596,0.010084,0.004119,rock
0.078967,0.027576,0.010624,0.006507,rock
0.079232,0.028796,0.009326,0.005273,rock
0.09202,0.033657,0.011538,0.005687,rock
0.082941,0.03074,0.012161,0.005208,rock
0.075899,0.023954,0.009735,0.005091,rock
0.081227,0.032925,0.010662,0.00674,rock
0.076012,0.024093,0.00911,0.004653,rock
0.082138,0.031021,0.009278,0.00688,rock
0.081807,0.028366,0.011216,0.006595,rock
0.081416,0.026472,0.010258,0.004443,rock
0.077466,0.02495,0.009742,0.004202,rock
0.073654,0.022552,0.008744,0.004489,rock
0.080404,0.027726,0.010728,0.005286,rock
0.074631,0.024429,0.009651,0.00466,rock
0.081405,0.028453,0.010869,0.00618,rock
0.080348,0.028,0.010414,0.00616,rock
0.07773,0.029021,0.010678,0.006802,rock
0.072011,0.023104,0.009186,0.004497,rock
0.079134,0.027575,0.009251,0.007249,rock
0.076156,0.024332,0.00981,0.004581,rock
0.077931,0.025689,0.009677,0.005121,rock
0.077191,0.027438,0.010411,0.00597,rock
0.082197,0.036962,0.012266,0.008571,rock
0.080815,0.032054,0.010221,0.006322,rock
0.088903,0.039874,0.015133,0.014619,rock
0.077058,0.024789,0.009165,0.005111,rock
0.077439,0.025939,0.009432,0.004881,rock
0.086408,0.036388,0.011889,0.008385,rock
0.079451,0.031459,0.011084,0.008421,rock
0.078686,0.026506,0.010256,0.005315,rock
0.078818,0.025515,0.010016,0.004757,rock
0.077529,0.031449,0.010516,0.00895,rock
0.079823,0.027237,0.010685,0.005306,rock
0.080165,0.030795,0.009464,0.006281,rock
0.075576,0.026975,0.009899,0.006138,rock
0.080764,0.030293,0.010032,0.007116,rock
0.082703,0.027839,0.010201,0.00548,rock
0.079508,0.027486,0.009679,0.005612,rock
0.079155,0.028221,0.01061,0.005948,rock
0.081666,0.028781,0.010638,0.005716,rock
0.079918,0.02656,0.010702,0.004256,rock
0.081511,0.027978,0.010261,0.005541,rock
0.084129,0.030611,0.01159,0.005456,rock
0.086141,0.031438,0.011365,0.006176,rock
0.08679,0.033787,0.011082,0.006186,rock
0.083269,0.031261,0.010654,0.005687,rock
0.079052,0.027841,0.010702,0.005016,rock
0.08731,0.033239,0.012101,0.006832,rock
0.083896,0.030394,0.010157,0.007425,rock
0.085861,0.033302,0.011466,0.006056,rock
0.082681,0.030804,0.010411,0.004909,rock
0.082948,0.028582,0.010296,0.003992,rock
0.083577,0.026313,0.009758,0.004942,rock
0.082051,0.030062,0.012679,0.006879,rock
0.081749,0.026552,0.010713,0.005016,rock
0.080758,0.029701,0.01111,0.004668,rock
0.078984,0.027366,0.009812,0.005133,rock
0.079332,0.028397,0.01004,0.00583,rock
0.081343,0.028066,0.010057,0.00494,rock
0.078825,0.025967,0.009779,0.00508,rock
0.081129,0.027455,0.010734,0.005532,rock
0.081307,0.030345,0.01062,0.005073,rock
0.08351,0.027911,0.010804,0.005718,rock
0.079754,0.026828,0.010008,0.005022,rock
0.079975,0.025965,0.009695,0.003931,rock
0.078811,0.026962,0.009893,0.00364,rock
0.078096,0.025541,0.010075,0.003303,rock
0.079089,0.026494,0.010351,0.004632,rock
0.077272,0.026736,0.011163,0.003887,rock
0.077299,0.025857,0.009597,0.004904,rock
0.079511,0.026641,0.010944,0.003605,rock
0.075502,0.025412,0.009917,0.005003,rock
