@relation gtzan_rh

@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute Feature_15 numeric
@attribute Feature_16 numeric
@attribute Feature_17 numeric
@attribute Feature_18 numeric
@attribute Feature_19 numeric
@attribute Feature_20 numeric
@attribute Feature_21 numeric
@attribute Feature_22 numeric
@attribute Feature_23 numeric
@attribute Feature_24 numeric
@attribute Feature_25 numeric
@attribute Feature_26 numeric
@attribute Feature_27 numeric
@attribute Feature_28 numeric
@attribute Feature_29 numeric
@attribute Feature_30 numeric
@attribute Feature_31 numeric
@attribute Feature_32 numeric
@attribute Feature_33 numeric
@attribute Feature_34 numeric
@attribute Feature_35 numeric
@attribute Feature_36 numeric
@attribute Feature_37 numeric
@attribute Feature_38 numeric
@attribute Feature_39 numeric
@attribute Feature_40 numeric
@attribute Feature_41 numeric
@attribute Feature_42 numeric
@attribute Feature_43 numeric
@attribute Feature_44 numeric
@attribute Feature_45 numeric
@attribute Feature_46 numeric
@attribute Feature_47 numeric
@attribute Feature_48 numeric
@attribute Feature_49 numeric
@attribute Feature_50 numeric
@attribute Feature_51 numeric
@attribute Feature_52 numeric
@attribute Feature_53 numeric
@attribute Feature_54 numeric
@attribute Feature_55 numeric
@attribute Feature_56 numeric
@attribute Feature_57 numeric
@attribute Feature_58 numeric
@attribute Feature_59 numeric
@attribute Feature_60 numeric
@attribute class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@data
11.022742,7.086225,7.079587,6.728645,6.12958,5.470299,6.018972,4.881652,4.718284,4.495399,4.813446,5.512145,5.722107,4.008636,3.229526,3.157764,3.151999,3.150353,3.979154,2.553126,2.864344,2.791268,2.623742,3.091114,3.566503,3.195156,2.659357,2.343745,2.425756,2.237115,2.403247,2.83321,2.005868,2.08931,2.210471,1.822797,1.943842,2.346071,1.829373,2.055941,1.90736,1.911888,1.928076,1.929902,1.880865,1.727004,1.530527,1.670379,1.618892,2.100404,2.951963,1.736772,1.720639,2.081521,1.647685,1.606961,1.760046,1.586198,1.572653,1.466845,country
11.338384,8.761798,8.206486,7.921158,6.792982,5.787013,6.118759,9.941964,5.688268,5.722002,4.767782,4.196063,4.770133,4.421716,4.572662,10.041682,4.114925,3.940645,3.731529,3.183989,3.031494,2.623183,3.736795,4.374616,3.411437,2.675926,3.122652,2.559627,2.227658,1.881537,2.46553,4.020632,3.002069,2.576165,2.098668,1.796702,1.863997,1.643242,2.014875,2.307893,2.054274,2.112905,1.551711,1.573734,1.823113,1.55711,1.651684,2.100365,2.365239,1.745996,1.307618,1.322886,1.433645,1.407822,1.427485,1.531147,1.576468,1.320126,1.158581,1.094024,country
14.245755,9.196995,8.362885,8.511797,8.809066,7.053784,6.600539,6.51477,7.379019,7.080998,6.180324,5.489236,6.809535,5.024082,5.733884,7.223883,4.989726,4.105627,4.335814,4.584388,3.200212,2.970869,3.421574,3.078898,3.257739,2.9721,3.156343,3.734472,2.747784,3.320163,3.434769,3.825977,2.358799,2.512242,3.098116,2.425732,2.284968,2.386275,2.204835,2.431613,2.111866,1.998061,2.013476,2.285306,1.934135,2.007933,2.214676,2.14331,2.099196,1.745199,2.159858,1.753104,1.690845,1.72687,1.654153,1.724613,1.734536,1.597483,1.750809,1.603393,country
8.493957,8.566082,8.449642,5.651251,7.496861,6.856156,6.407057,6.629802,5.547649,5.328551,4.786894,5.37838,4.382258,4.603867,4.252612,4.139588,4.117095,3.713765,3.304737,3.455278,3.302959,3.285821,3.532934,2.693162,2.996916,2.456745,2.595065,2.886637,2.510239,2.41297,2.212305,2.551258,2.252624,2.134545,3.12907,2.140146,1.888353,2.276,1.842104,2.072826,1.996473,1.753044,1.754635,2.08361,1.914446,2.024178,2.360569,2.081159,1.91591,1.801051,1.996655,1.924762,1.7647,1.612484,1.65822,1.540919,1.712203,2.070891,1.764203,1.563444,country
10.673302,9.971608,8.302905,7.878684,5.905007,7.097716,6.567395,5.571953,5.082541,5.920767,5.003173,4.86528,5.661964,4.122559,4.60977,4.100111,4.173291,3.297528,4.566757,2.988934,2.991873,3.063222,3.710614,3.23447,2.882466,4.962179,3.001427,2.852821,2.622831,2.566386,2.562415,2.730199,2.182089,2.203942,2.472508,2.117487,2.29203,2.276923,2.381531,1.983321,1.823687,2.454531,2.086161,1.79908,2.400695,1.81792,1.702602,1.832251,2.024084,1.778171,2.364726,2.729552,1.817382,1.377871,1.989782,1.581855,1.730971,2.06251,1.741109,1.376074,country
9.377565,10.598495,9.083922,7.993017,8.802925,7.060365,6.534103,6.483482,6.909533,5.894888,6.968661,4.259281,4.374314,4.794036,4.986465,3.993302,4.193071,3.814039,3.562926,3.437369,4.091903,5.66153,2.705139,3.226235,3.020153,2.541561,2.855248,3.220628,2.877322,2.657123,2.898394,2.335167,3.292607,2.144147,2.389488,2.375094,2.071752,2.411083,2.630621,1.882101,2.248914,2.384457,2.254981,3.061154,2.162574,1.887211,1.888939,1.802006,2.012627,1.839498,1.565381,1.749352,1.637795,1.411748,2.480279,1.855264,1.557954,1.71368,1.729582,1.538917,country
12.358051,8.237026,7.978906,7.361567,7.710179,7.585978,5.446883,5.821689,4.843804,6.216009,4.727468,4.494248,3.690172,4.439129,4.321411,3.785369,3.712846,3.300523,3.34875,5.595553,2.885157,2.697241,2.738717,3.186132,2.821952,2.182724,2.810354,2.363829,2.171211,2.748771,2.19594,2.520905,2.210852,2.10157,2.199602,2.122373,2.243151,1.895355,2.051947,2.641009,2.246811,2.143533,1.863787,1.748829,1.835304,1.736876,1.823447,1.868653,1.828363,1.936648,1.62882,1.810384,1.541062,1.586318,1.493577,1.564082,1.387687,1.578982,1.564213,1.491375,country
17.849353,11.168253,12.122467,7.995287,7.112904,6.402882,6.02989,5.641966,4.915098,4.798646,4.358774,3.784039,5.057407,3.536326,3.611706,3.852087,3.508604,3.280719,3.820096,3.094398,3.607223,3.156187,3.536457,3.272853,3.230707,4.625677,2.936474,2.699808,2.186433,2.743905,2.247874,2.338353,2.560281,2.435429,2.340624,1.89578,2.075056,2.342361,1.998379,2.174709,2.179444,2.259148,1.901953,2.041262,1.851955,2.301015,1.762882,1.813831,2.136596,1.678655,1.806946,2.348951,1.932816,1.608777,1.421669,1.580217,1.275698,1.423951,1.873707,1.332689,country
8.377153,7.131773,6.139521,6.065705,6.514015,5.398024,5.520576,4.804393,6.082457,6.409773,3.832302,4.109425,3.461522,4.241841,3.617128,3.099562,3.908318,3.784424,6.704706,3.23117,3.228959,3.000182,2.696036,2.715612,2.418573,2.666226,2.685665,2.48435,2.916848,2.386222,2.348619,2.171926,2.402153,2.450261,2.436122,2.334816,2.414599,4.137911,2.803021,2.435698,2.05933,2.021608,2.146897,1.922064,2.130836,2.080732,1.962083,2.821507,1.808313,1.845397,1.746335,1.730032,1.721015,1.715554,1.726848,1.716923,2.612437,2.478625,1.818482,1.63751,country
9.070598,8.506227,6.298202,5.840979,3.217795,3.932025,4.656126,4.137606,3.956767,4.049442,3.560245,3.276795,2.684829,2.41526,2.125557,3.247512,1.874449,1.974965,1.776683,1.764007,1.737649,1.817671,2.032795,2.760237,1.539368,1.213059,1.29236,1.674557,1.33343,1.34408,1.280733,1.394202,1.21701,1.186967,1.02828,1.241372,0.988448,1.119522,1.124511,1.432354,0.970006,1.072436,0.936678,0.942069,1.114024,1.076819,1.344516,1.681757,1.13142,0.889019,0.830206,1.092863,0.920416,0.813308,0.97721,0.759156,0.83603,0.924653,0.815898,0.696513,country
16.464036,9.056999,8.858655,8.420753,6.260125,8.064007,6.210471,5.287891,5.032855,4.367945,5.493093,5.055963,3.191132,4.038297,3.313881,3.087295,3.554595,2.622195,2.710223,2.558117,2.619308,3.101307,3.227215,2.055905,2.096734,1.957399,1.732042,1.567814,2.020758,2.062137,1.792652,1.559856,1.836268,2.47353,1.871913,1.448173,1.31156,1.677396,1.231219,1.35571,1.450354,1.29335,1.385893,1.363629,1.848971,1.37451,1.168959,1.042763,1.087573,1.046125,1.127222,1.058307,1.081132,0.898734,1.041265,1.184781,1.097397,0.971101,0.872775,0.879106,country
7.139606,7.488031,6.679172,5.472975,5.67696,4.854285,4.36692,5.763566,6.600109,4.411746,4.104982,4.173918,3.697414,4.075884,3.366228,3.293102,5.141175,4.522792,3.563837,2.748351,2.702229,3.086988,2.61464,2.167487,2.023776,2.990645,2.173434,1.815468,1.807287,2.014756,1.933952,1.97896,1.792791,1.80934,3.918879,1.844084,1.709438,1.65956,1.685833,1.38535,1.460559,1.892531,1.567923,1.473078,1.427621,1.500031,1.179213,1.556821,1.391124,1.137023,1.476488,2.586639,1.410311,1.089885,1.338408,1.044181,1.053296,0.991036,0.901412,1.012737,country
8.282195,7.887837,7.016502,4.491258,5.086219,5.106744,3.489001,4.295631,4.968943,4.305423,4.216953,3.984899,5.650418,3.501827,3.256512,3.54027,3.039358,2.875257,4.242347,3.440215,3.113768,3.052745,3.072951,2.943349,6.926207,2.741691,2.909365,2.909599,2.054276,1.815812,1.828793,1.968974,1.938928,1.917439,1.859613,2.078893,1.891329,2.140033,1.536391,1.316357,1.791602,1.454113,1.57723,1.744718,1.348445,1.607008,1.467128,1.576597,1.312843,2.496449,1.719515,1.644846,1.349223,1.121437,1.283757,1.388502,1.245397,1.201719,1.453749,1.251822,country
8.053501,7.422638,5.450566,4.833435,4.872706,4.056662,5.111042,4.035658,3.573928,4.525387,3.258119,3.781239,4.729758,4.697107,3.151763,2.641911,3.109167,2.463165,2.238233,2.340097,2.496841,2.294338,1.970045,2.209685,1.994647,2.681723,4.947059,2.499804,2.11175,1.59852,1.60239,1.529258,1.543786,1.744247,1.338457,1.362507,1.549589,1.299833,1.456425,1.635959,2.557035,1.265553,1.130116,1.261683,1.068688,1.242816,1.375078,1.253348,1.223817,1.105817,1.223749,1.030818,1.350491,1.792495,1.931103,1.237564,1.140044,1.123495,1.046472,0.93054,country
6.942445,5.233054,4.286539,4.643211,4.353007,3.680361,4.394258,3.517372,2.775448,3.395696,2.869349,2.959428,2.875513,3.701836,3.554996,2.442586,2.084577,2.306069,2.505334,2.179131,1.906259,2.459438,2.163493,1.792948,2.097082,1.871098,2.327766,2.556493,3.048247,3.488179,1.604538,1.908329,2.114873,1.746432,1.503337,1.43092,1.720185,1.666047,1.180832,1.423155,1.450861,1.609864,1.384434,1.473486,1.244372,1.131612,1.156986,1.261745,1.152193,1.095916,1.187213,1.205019,1.042921,1.021047,0.988558,1.207655,1.108742,1.660634,2.812504,1.250121,country
6.039949,4.828178,3.700666,4.457095,4.515547,4.714485,4.119305,3.563268,3.401134,4.983723,5.090361,3.402455,2.816039,2.260246,2.358185,2.488224,2.241909,2.038636,2.244904,2.674838,4.843941,1.85276,1.913215,1.917537,1.587435,1.50229,1.573059,1.581464,1.778303,1.342891,1.836451,1.965833,1.245333,1.217078,1.449322,0.9714,1.38916,1.506439,1.137422,1.300606,1.971101,3.994133,1.973922,1.548679,1.631239,1.615776,1.18555,1.110562,0.926986,0.995493,1.014147,1.32768,2.089135,1.085765,1.10922,0.883414,0.825346,0.938781,0.890061,0.838693,country
4.608011,5.486762,3.26034,4.231551,2.534556,2.365914,2.134958,2.369842,3.809998,2.508184,1.917979,2.136877,1.989386,1.886916,1.945032,1.684038,3.160313,2.645063,1.553611,1.233732,1.126103,1.473148,1.35885,1.222938,1.082708,2.684469,1.144758,1.030549,1.153496,1.352045,1.175563,1.052096,1.065958,1.256214,2.258536,1.122377,1.061595,1.000832,1.339239,1.200323,1.191701,1.049386,1.349327,1.205568,0.967204,1.034834,0.84318,0.842185,0.947879,0.889546,0.940923,2.529438,1.097315,0.866181,0.811226,0.702652,1.007535,0.737981,0.77234,0.812508,country
6.742199,6.979792,5.411148,5.573475,4.350515,4.143843,4.104647,4.203134,4.925131,3.783016,3.799953,4.244211,3.697698,3.585373,2.91276,3.579847,6.575709,2.616644,2.975589,2.240193,2.575092,2.213372,2.162808,1.977319,2.123425,2.259456,1.908761,1.805973,2.022961,1.894117,1.744704,1.593429,1.799496,4.486321,1.609873,1.690769,1.313383,1.380704,1.396173,1.282843,1.447304,1.755418,1.756533,1.354164,1.175917,1.195745,1.156251,1.045497,1.111716,1.467408,2.279532,1.388758,1.121422,0.973375,1.012527,0.972711,0.937582,0.941243,1.339319,1.321419,country
14.175746,10.565965,8.397661,7.544572,7.382626,4.900568,5.005934,4.255481,5.43216,3.997658,3.16724,4.840298,3.382545,4.291975,2.82634,4.25792,2.534675,2.499504,1.915869,2.350311,2.840813,2.133473,2.48493,1.887189,2.062707,1.998931,1.476521,1.465432,1.864441,1.857885,1.457274,1.611688,1.367152,1.563452,1.221829,1.875016,1.22642,1.224673,0.991459,1.351176,1.246884,1.129202,1.020998,0.897191,1.048068,1.0632,1.043987,1.094737,0.936111,0.909503,1.013579,0.869944,0.825157,0.946895,0.813326,0.763734,0.901511,0.896948,0.945685,0.707971,country
9.371832,10.642525,5.6298,5.919366,6.771139,5.420076,4.849276,3.993214,4.490398,4.472012,3.45188,3.372263,3.535476,4.369179,3.470015,3.120751,2.956514,3.54698,3.095443,3.545889,4.036943,2.651995,2.114073,2.080623,1.9774,2.745572,1.865465,1.873113,1.976641,2.05455,2.194759,1.8081,2.054392,1.965554,1.695726,2.027246,1.859782,1.279213,1.639439,1.561848,3.276763,1.663989,1.505402,1.057789,1.37084,1.50874,1.222477,1.133879,1.15111,1.109121,1.163119,1.016558,1.056719,1.143393,1.125097,1.258181,1.100135,1.260262,1.23528,1.15688,country
7.794192,6.910506,5.88851,5.689887,6.326538,4.716635,4.097841,4.781556,3.810143,4.221908,6.031761,3.088913,3.308743,3.381289,2.938673,3.553238,2.820442,2.106202,2.845307,2.331238,3.612509,3.049166,2.335851,1.87316,1.799032,1.604103,2.072905,1.736504,1.458129,1.637488,1.528414,2.971798,2.161693,1.593928,1.500041,1.563135,1.265251,1.493733,1.293067,1.356795,1.325982,1.174509,1.54861,1.145644,1.265147,1.007796,1.06957,1.01627,1.129556,1.05756,0.968122,1.053854,1.366359,1.42695,1.203021,1.221308,0.974385,0.980944,1.071526,1.054929,country
8.586531,7.1569,6.394104,4.421497,4.019896,4.883132,4.422707,3.456719,3.336403,2.721665,3.177482,3.689666,3.307175,2.971718,2.782251,2.286533,2.164085,4.093925,2.770577,2.748758,2.164363,1.984301,2.119021,2.59304,1.475017,1.75372,2.195282,1.687104,1.930654,2.333587,1.826648,1.649997,1.498521,1.705027,1.528759,1.944188,2.679379,1.810302,2.147422,1.68085,1.394722,1.527896,1.544595,1.041235,1.127006,1.207858,0.993965,1.14308,1.310225,1.093245,0.983109,1.053722,1.214059,1.057221,1.316963,1.065377,1.106103,0.826828,0.932246,0.823308,country
6.813465,5.670907,4.152593,2.461657,3.834467,2.874808,2.307607,1.91594,2.247439,2.170064,1.420096,2.0895,1.566522,1.682966,1.272983,1.231741,1.524215,1.178587,1.529869,1.426696,1.21608,1.064673,1.226376,1.245163,1.121808,0.916837,1.016606,1.055909,1.27096,1.211215,1.048522,1.296831,1.118368,1.198407,0.836921,0.826212,0.847036,0.646671,0.526618,0.761506,0.622749,0.594002,0.703596,0.674684,0.684668,0.678514,0.625376,0.509057,0.666229,0.604858,0.447275,0.475204,0.550761,0.604172,0.49669,0.522212,0.55807,0.442964,0.463783,0.427716,country
20.043311,11.157864,8.010295,5.702111,6.551277,6.116499,5.505665,4.904433,4.230573,3.542674,4.910762,4.639758,6.59565,3.176512,2.871642,3.023547,2.8213,2.03709,2.656677,1.923563,2.181306,2.186101,1.944685,3.195785,2.948454,2.950833,2.018872,1.886355,1.581777,1.388536,1.430375,1.843454,1.062609,1.446089,1.533282,1.452201,1.486296,2.079029,1.371207,1.232193,1.029613,1.23359,0.992822,1.400056,1.387205,1.094872,1.02368,1.048226,1.07789,1.440344,1.615855,1.421984,1.010016,1.009714,1.035054,0.986175,1.076414,0.864398,0.818184,0.732429,country
9.545411,10.092485,6.069479,6.314684,4.482674,3.647024,4.734222,2.321011,2.125351,2.199692,2.852931,2.152013,2.043147,3.172526,2.170159,2.130831,1.508752,1.936754,1.493212,1.43304,1.304031,1.485162,1.358443,1.137971,1.741626,1.747662,1.505519,1.231887,1.567326,1.184034,1.016383,1.34803,1.330988,1.018694,0.949505,1.283596,1.158135,0.901363,1.080492,1.151102,0.950753,1.080105,0.976537,1.171165,0.786943,0.752816,1.090017,0.721377,0.751402,0.813142,0.922708,0.727913,0.883698,0.781547,0.900943,0.760332,0.657138,1.04749,0.749686,0.688175,country
10.045078,7.556872,5.769704,4.763211,6.24257,5.07573,4.652595,3.618064,3.780573,3.456194,4.419371,3.571432,3.296039,3.086697,2.643,3.103942,1.828792,2.447416,2.934699,2.47979,3.189331,2.348158,2.245422,1.761391,2.000196,1.689301,2.377743,1.937402,2.170235,2.051391,1.936217,2.814934,1.564259,1.576965,1.177638,1.280412,1.16379,1.158925,1.104466,1.244199,1.053942,1.121089,2.066736,1.139223,0.99619,0.835912,0.914538,1.219884,1.171548,0.802752,0.726834,0.79115,1.230888,1.146715,0.841542,0.767656,0.84762,0.884124,0.837251,0.826533,country
9.99987,9.339335,5.797636,6.427967,6.525221,4.771624,5.457523,5.365667,7.371167,4.065937,4.546394,4.12881,4.474397,3.849009,2.823505,3.565818,3.075722,4.045753,4.329841,2.662612,2.969587,2.756175,2.594767,2.932955,3.007616,2.513021,2.753761,2.492473,2.001985,2.223732,2.158163,2.256032,1.796125,2.233234,1.909845,2.10243,4.162296,1.970786,1.8587,2.012538,1.654374,1.626152,1.994097,1.511396,1.800508,1.748366,1.442243,1.219048,1.480088,1.680182,1.458552,1.53356,1.351015,1.562466,1.710678,1.382083,1.360313,1.221037,1.199656,1.136289,country
7.093113,8.432417,5.296506,6.926633,4.705478,3.602631,3.783877,3.003839,3.960228,2.401795,2.319427,2.010074,2.306489,2.451911,2.728446,2.122371,2.600566,3.084681,1.70292,1.866066,1.837786,1.956669,1.642732,1.568586,1.574961,1.749895,1.785493,1.391235,1.293204,1.473983,1.45195,1.590399,1.244309,1.292612,1.372111,1.810066,1.191221,1.078952,1.30292,1.232011,0.970278,1.089695,1.152397,1.22157,1.242355,1.114898,1.100491,1.047139,0.968696,1.014975,0.892972,0.927117,1.143476,1.226053,0.979829,0.905353,0.803919,0.847821,0.823377,0.789812,country
12.168068,6.361394,6.721403,5.74827,4.955084,5.227775,5.445402,4.850868,5.414884,5.388696,5.889584,4.875142,4.006149,3.397859,2.978248,3.762396,3.183338,5.121421,2.514431,2.731145,2.505396,2.530121,2.554255,2.607438,2.27124,1.758795,2.476793,1.76121,1.923196,1.830934,2.023632,1.603538,1.702786,1.738856,1.524018,2.71071,1.42915,1.572291,1.352408,1.428784,1.418542,1.216805,1.277171,1.166587,1.105908,1.189919,1.380418,1.085413,1.069811,1.312222,1.072646,1.097154,1.160464,1.62143,1.005961,1.114798,0.995488,0.920299,0.880215,1.011416,country
8.416087,6.94163,4.283818,5.797202,3.196311,2.84687,2.583828,3.238507,2.650228,2.566965,2.154994,2.858111,2.098798,1.802478,2.338392,2.828878,1.547117,1.391381,1.24454,1.745768,1.1493,1.319712,1.050349,1.452569,1.107464,1.107459,1.215393,1.30517,1.062525,1.008587,1.550824,1.091625,0.978467,0.878706,0.984666,1.059091,0.946408,0.775763,0.891888,0.753878,0.705684,0.820036,0.636736,0.64986,0.62916,0.861838,0.909377,0.885565,0.669304,0.688036,0.647003,0.694815,0.623936,0.500967,0.518226,0.472663,0.614564,0.445982,0.515634,0.548187,country
10.810346,8.088543,6.862345,6.439037,6.032223,5.795457,4.802626,4.64198,3.63635,3.867194,6.780246,2.95281,3.387608,2.933899,2.868972,3.003673,3.197579,2.210028,2.612839,2.207743,1.825568,4.060203,1.88951,1.642191,1.409653,1.786208,1.90226,1.968803,1.534333,1.832863,1.680904,1.907056,3.35016,1.519926,1.117883,1.223156,1.528415,1.606448,1.653646,1.797619,1.47945,1.223664,1.454131,1.848687,1.052578,1.102466,1.074078,1.270551,1.348164,0.993371,1.015997,1.061865,1.097762,1.222781,1.280938,1.029669,0.808046,0.91575,0.99735,1.078096,country
7.557448,7.054332,9.118732,5.486567,4.599139,3.224794,4.899852,3.636992,3.062788,4.064128,3.540087,3.241004,2.650856,2.584534,2.26181,2.201035,2.364512,2.332431,2.504817,2.247036,2.228054,1.809317,1.906009,1.508041,1.534792,1.495087,1.467069,1.281424,1.828291,1.351231,1.114154,1.229508,1.053191,0.955347,1.127743,1.06749,0.973835,0.953593,1.037706,1.010209,0.841553,0.770106,0.702561,0.754099,0.706524,0.759582,0.808258,0.860879,0.891271,0.698146,0.770305,0.726573,0.609208,0.586358,0.577986,0.619649,0.691237,0.586195,0.628704,0.549319,country
14.342267,13.61423,8.593956,7.821162,7.481332,6.472405,6.817582,6.513791,6.696987,4.854023,4.598661,4.029934,3.954507,4.812005,4.015254,4.69744,3.122766,9.463721,3.596247,3.617377,3.566412,2.935999,3.444042,2.863955,2.488637,3.179546,3.110016,2.955518,2.154569,1.929402,2.475391,2.629032,2.234136,2.269505,2.652841,4.157747,2.200903,1.922779,1.526459,2.256233,1.746958,1.954776,1.914367,1.59638,2.174541,1.662539,1.555558,1.535284,1.303598,1.611306,1.403855,1.379439,1.553693,2.569048,1.535574,1.364099,1.202933,1.43216,1.279874,1.408068,country
9.577239,6.773456,6.958118,5.622846,4.863286,5.024023,3.432985,4.469265,3.547084,5.739972,3.744892,3.361416,6.29357,4.833513,3.953744,3.121916,4.711666,3.183019,2.402969,2.566069,2.450363,3.04733,3.271512,2.755321,2.49844,3.638816,7.904127,4.18618,2.204707,1.946275,2.420361,2.216728,2.052142,2.044892,1.571854,1.563229,1.319194,1.498689,2.021648,2.449831,2.972329,1.655718,1.47206,1.65124,1.49942,1.550322,1.504096,1.335301,1.422139,1.304572,1.986806,1.798214,2.044901,3.114276,2.314507,1.710194,1.429148,1.331227,1.25896,1.15629,country
6.985808,6.826013,7.078691,6.75926,6.109836,3.958486,5.098399,3.849117,3.821053,6.56632,3.33593,3.365383,2.823509,2.932843,2.718982,3.086797,3.318548,2.982258,5.128264,4.724541,2.633792,2.214064,2.595701,2.021956,1.86247,1.508796,2.169405,1.636803,2.242904,2.156654,1.62043,1.640411,1.326117,1.337725,1.4349,1.276656,1.338667,1.469046,4.036249,1.738186,1.561526,1.325313,1.25297,1.193411,1.132468,1.059145,1.142522,1.252131,1.78053,1.133972,1.118711,1.139093,1.028393,0.97213,1.032426,1.072661,1.434107,1.249662,2.46516,1.333626,country
4.286484,3.931163,2.511594,2.652658,2.842478,2.555867,1.730827,2.032659,1.849076,1.4881,2.21109,1.908627,1.195816,1.628735,0.981818,1.071599,1.274998,1.02913,0.867653,1.238265,0.960331,1.614492,1.086099,1.018769,1.056783,0.942276,0.687079,0.809952,0.84216,0.727475,0.866111,0.866593,0.862028,0.879892,0.73384,0.627895,0.622654,0.53678,0.589906,0.625874,0.476043,0.612853,0.70664,0.791021,0.576534,0.663341,0.677119,0.555434,0.573221,0.499111,0.647823,0.434048,0.558237,0.447584,0.497024,0.640107,0.502412,0.520322,0.412283,0.344826,country
7.925775,7.190814,6.935102,6.132802,4.975249,4.336885,4.057922,2.924425,2.867107,3.610054,3.08771,3.072474,2.755231,2.748676,2.023937,2.204489,2.312548,1.875804,3.10815,2.484969,2.406528,1.984605,1.803497,1.80168,1.390048,1.444466,1.733976,1.357027,2.169147,1.649954,1.35358,1.300467,1.386847,1.103942,1.128029,1.254301,1.215452,1.358245,1.280058,1.04274,0.967951,1.154653,1.086739,0.918918,0.994728,0.897203,1.076584,1.168285,1.265132,0.853079,0.843086,0.895,0.82251,0.746058,1.019013,0.747948,0.81993,1.349651,0.941628,0.7737,country
8.563784,5.975493,5.178738,5.817502,5.310975,3.626053,4.573543,5.345876,3.203468,3.788816,3.693478,3.254542,3.207672,3.384691,5.41421,3.514991,2.540771,2.058025,2.148558,2.037012,1.73101,2.276052,2.6791,1.875675,1.761491,1.669455,1.832275,1.646409,1.748522,2.395312,3.756813,1.524832,1.7659,1.572503,1.373023,1.563864,1.133884,1.685656,1.667305,1.372644,1.337325,1.353906,1.352172,1.148355,1.347572,3.73949,1.666225,1.245259,1.123421,1.315365,1.119869,1.081591,1.197254,1.723109,1.068602,1.077761,1.090327,1.054235,1.167346,1.137272,country
5.951975,4.502632,3.867997,4.216552,4.599862,3.43979,3.863136,3.122854,5.788177,3.307347,3.893871,3.780802,3.543316,3.527004,3.315118,3.484968,2.53627,5.037454,2.977393,2.406333,2.635631,2.820412,2.682732,2.058724,2.130792,2.189316,3.794404,2.199067,1.615826,1.87258,1.66969,1.747387,1.94331,1.615153,2.418042,9.434722,8.559668,1.573517,1.802026,1.69977,1.764379,1.446062,1.354019,1.441052,1.807332,1.705711,1.364386,1.630314,1.251202,1.183631,1.280826,1.055525,1.499416,1.972903,1.382792,1.224658,1.28237,1.302581,1.337379,1.258308,country
6.824844,7.600506,6.653899,6.057795,5.133655,4.701711,7.882993,4.500962,3.93405,3.718426,3.756476,3.738438,3.670728,11.371775,3.575698,2.910424,2.275471,1.991091,2.276616,2.610578,3.118707,2.199622,2.307934,2.057129,2.039313,2.173795,3.042427,6.425158,1.987909,1.889561,2.146477,1.585987,1.681578,1.915801,2.729426,1.783279,1.818236,1.942519,1.578393,1.93084,2.816743,6.642202,2.394236,1.612723,1.662479,1.480366,1.288197,1.544778,1.668651,1.184072,1.223877,1.263602,1.363297,1.512013,2.30955,2.845573,1.592185,1.291101,1.361918,1.224935,country
11.827977,5.319873,5.586319,4.616818,4.471468,6.212374,5.346203,3.958307,3.972915,3.534103,4.103447,3.210403,6.182338,3.15494,2.62528,2.571195,2.356,2.332097,3.125674,2.523713,2.159179,2.437797,2.132247,2.102117,2.342852,5.177538,2.362766,2.145439,1.981672,1.968588,1.836849,2.200251,2.165312,1.612185,1.512481,1.307365,1.551304,1.703879,2.85557,1.684645,1.488933,1.442975,1.319355,1.333237,1.747707,1.271254,1.359576,1.315049,1.0953,1.252611,1.888631,2.276328,1.466497,1.403808,1.23226,1.238733,1.10639,1.094809,1.068332,1.017668,country
5.507477,4.849587,4.537232,4.538603,3.698293,5.035345,3.447878,3.443553,3.933972,6.219624,3.799783,2.789624,3.173923,2.878392,2.620393,2.247205,2.863835,2.290336,2.637099,5.752824,2.836973,2.586238,1.903894,2.410749,2.157593,2.532866,2.135719,1.767455,1.891195,2.593498,2.38687,1.90005,1.794878,1.646682,1.638807,1.197644,1.374139,1.646975,1.332126,3.802298,3.611694,1.956105,1.485822,1.448359,1.139728,1.37262,1.308,1.174702,1.347389,1.552334,2.119565,1.404882,1.109039,1.176781,1.156098,1.041079,1.201784,1.091986,1.211513,1.334626,country
12.066115,7.288214,7.14535,6.207005,5.44014,5.094905,8.481015,4.497285,4.208349,3.561496,3.766971,3.327585,4.223224,7.078169,3.600608,2.511784,2.240761,2.755559,2.364565,2.535974,3.200702,2.482223,2.201533,2.242418,1.979677,2.436739,4.730362,4.244978,1.962053,1.721413,1.650678,1.818996,1.856819,2.595435,1.796472,1.47701,1.392556,1.449418,1.372175,1.46523,3.389478,1.56675,1.230362,1.224631,1.159087,1.364047,1.393656,1.998584,1.241594,1.047604,1.343449,1.153138,1.075259,1.278503,3.339826,1.353498,1.302551,1.334,1.096607,1.115443,country
