@relation gtzan_ssd

@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute Feature_15 numeric
@attribute Feature_16 numeric
@attribute Feature_17 numeric
@attribute Feature_18 numeric
@attribute Feature_19 numeric
@attribute Feature_20 numeric
@attribute Feature_21 numeric
@attribute Feature_22 numeric
@attribute Feature_23 numeric
@attribute Feature_24 numeric
@attribute Feature_25 numeric
@attribute Feature_26 numeric
@attribute Feature_27 numeric
@attribute Feature_28 numeric
@attribute Feature_29 numeric
@attribute Feature_30 numeric
@attribute Feature_31 numeric
@attribute Feature_32 numeric
@attribute Feature_33 numeric
@attribute Feature_34 numeric
@attribute Feature_35 numeric
@attribute Feature_36 numeric
@attribute Feature_37 numeric
@attribute Feature_38 numeric
@attribute Feature_39 numeric
@attribute Feature_40 numeric
@attribute Feature_41 numeric
@attribute Feature_42 numeric
@attribute Feature_43 numeric
@attribute Feature_44 numeric
@attribute Feature_45 numeric
@attribute Feature_46 numeric
@attribute Feature_47 numeric
@attribute Feature_48 numeric
@attribute Feature_49 numeric
@attribute Feature_50 numeric
@attribute Feature_51 numeric
@attribute Feature_52 numeric
@attribute Feature_53 numeric
@attribute Feature_54 numeric
@attribute Feature_55 numeric
@attribute Feature_56 numeric
@attribute Feature_57 numeric
@attribute Feature_58 numeric
@attribute Feature_59 numeric
@attribute Feature_60 numeric
@attribute Feature_61 numeric
@attribute Feature_62 numeric
@attribute Feature_63 numeric
@attribute Feature_64 numeric
@attribute Feature_65 numeric
@attribute Feature_66 numeric
@attribute Feature_67 numeric
@attribute Feature_68 numeric
@attribute Feature_69 numeric
@attribute Feature_70 numeric
@attribute Feature_71 numeric
@attribute Feature_72 numeric
@attribute Feature_73 numeric
@attribute Feature_74 numeric
@attribute Feature_75 numeric
@attribute Feature_76 numeric
@attribute Feature_77 numeric
@attribute Feature_78 numeric
@attribute Feature_79 numeric
@attribute Feature_80 numeric
@attribute Feature_81 numeric
@attribute Feature_82 numeric
@attribute Feature_83 numeric
@attribute Feature_84 numeric
@attribute Feature_85 numeric
@attribute Feature_86 numeric
@attribute Feature_87 numeric
@attribute Feature_88 numeric
@attribute Feature_89 numeric
@attribute Feature_90 numeric
@attribute Feature_91 numeric
@attribute Feature_92 numeric
@attribute Feature_93 numeric
@attribute Feature_94 numeric
@attribute Feature_95 numeric
@attribute Feature_96 numeric
@attribute Feature_97 numeric
@attribute Feature_98 numeric
@attribute Feature_99 numeric
@attribute Feature_100 numeric
@attribute Feature_101 numeric
@attribute Feature_102 numeric
@attribute Feature_103 numeric
@attribute Feature_104 numeric
@attribute Feature_105 numeric
@attribute Feature_106 numeric
@attribute Feature_107 numeric
@attribute Feature_108 numeric
@attribute Feature_109 numeric
@attribute Feature_110 numeric
@attribute Feature_111 numeric
@attribute Feature_112 numeric
@attribute Feature_113 numeric
@attribute Feature_114 numeric
@attribute Feature_115 numeric
@attribute Feature_116 numeric
@attribute Feature_117 numeric
@attribute Feature_118 numeric
@attribute Feature_119 numeric
@attribute Feature_120 numeric
@attribute Feature_121 numeric
@attribute Feature_122 numeric
@attribute Feature_123 numeric
@attribute Feature_124 numeric
@attribute Feature_125 numeric
@attribute Feature_126 numeric
@attribute Feature_127 numeric
@attribute Feature_128 numeric
@attribute Feature_129 numeric
@attribute Feature_130 numeric
@attribute Feature_131 numeric
@attribute Feature_132 numeric
@attribute Feature_133 numeric
@attribute Feature_134 numeric
@attribute Feature_135 numeric
@attribute Feature_136 numeric
@attribute Feature_137 numeric
@attribute Feature_138 numeric
@attribute Feature_139 numeric
@attribute Feature_140 numeric
@attribute Feature_141 numeric
@attribute Feature_142 numeric
@attribute Feature_143 numeric
@attribute Feature_144 numeric
@attribute Feature_145 numeric
@attribute Feature_146 numeric
@attribute Feature_147 numeric
@attribute Feature_148 numeric
@attribute Feature_149 numeric
@attribute Feature_150 numeric
@attribute Feature_151 numeric
@attribute Feature_152 numeric
@attribute Feature_153 numeric
@attribute Feature_154 numeric
@attribute Feature_155 numeric
@attribute Feature_156 numeric
@attribute Feature_157 numeric
@attribute Feature_158 numeric
@attribute Feature_159 numeric
@attribute Feature_160 numeric
@attribute Feature_161 numeric
@attribute Feature_162 numeric
@attribute Feature_163 numeric
@attribute Feature_164 numeric
@attribute Feature_165 numeric
@attribute Feature_166 numeric
@attribute Feature_167 numeric
@attribute Feature_168 numeric
@attribute class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@data
2.495573,2.80862,2.593844,1.975564,2.060043,1.933648,1.723079,1.561079,1.443662,1.212821,1.058956,1.0365,1.25735,1.347279,1.426121,1.640912,1.743733,1.759295,1.558473,1.248087,1.021537,0.824448,0.439063,0.001066,1.148814,2.644405,2.026389,1.326052,2.211699,1.927566,1.591081,1.182348,1.016999,0.666332,0.522626,0.558841,0.799928,1.101383,0.983755,1.003498,1.056143,1.189327,1.048765,0.619842,0.512619,0.396637,0.153516,0,1.195788,1.752704,1.561641,1.30046,1.611674,1.838058,1.50593,1.443223,1.642719,1.487832,1.435136,1.669528,1.666957,2.306278,1.943098,1.568349,1.166445,1.25313,0.846133,0.853434,0.957237,1.1832,1.204331,1,5.389535,7.367832,6.414738,4.840182,6.337981,7.805082,5.900293,5.63986,6.240265,5.939233,5.381822,6.433178,5.96005,9.666584,7.464261,5.908302,4.798515,5.00801,3.127716,3.495267,3.322903,4.027616,3.952838,1,2.335887,2.462356,2.355665,1.667607,1.665931,1.582236,1.407706,1.294078,1.145968,1.018473,0.858546,0.827017,1.003224,1.041767,1.138238,1.393045,1.487061,1.496532,1.322596,1.128398,0.836521,0.657001,0.319268,0.001066,0.32546,0.331073,0.26622,0.243127,0.162896,0.181954,0.142352,0.16261,0.220792,0.154412,0.112357,0.117708,0.164351,0.170337,0.234631,0.329521,0.311519,0.256473,0.16641,0.136254,0.116128,0.044254,0.004357,0.001066,7.356774,10.085697,8.792703,6.625935,8.426608,8.724335,6.938793,5.941136,5.635214,4.762369,4.352158,4.495138,4.969555,6.639301,6.079764,6.042858,6.219029,6.469389,5.002086,4.029848,3.442938,3.085497,1.789243,0.001066,hiphop
2.573825,2.652917,2.122131,2.068381,1.940106,1.855346,1.640302,1.755336,1.477424,1.122627,1.085402,1.084804,1.04913,1.144844,1.523978,1.815428,1.916861,1.907196,1.529851,1.360436,1.142974,1.017021,0.631851,0.001066,1.600343,2.250168,1.495306,1.729537,1.712849,1.439036,1.424774,1.934957,1.329338,0.784853,0.628247,0.805911,0.739283,0.785477,1.134699,1.322476,1.191322,1.142185,0.712334,0.545985,0.438026,0.360441,0.182327,0,0.473227,1.102658,0.555217,0.796763,1.060842,0.583272,0.901142,1.092941,1.121901,1.149863,1.038109,1.355136,1.414897,1.720947,1.64001,1.537601,1.273815,1.208761,0.608529,0.272185,0.124903,0.393199,0.408795,1,3.330699,5.219131,3.135995,3.574318,4.981426,3.147594,3.806097,4.532632,4.639344,4.454249,3.911597,5.324359,5.204888,7.474119,7.256916,7.161279,6.526307,5.843176,3.388663,2.47648,1.982977,2.37376,2.293181,1,2.466636,2.450307,2.02694,1.878246,1.808096,1.799931,1.478563,1.507884,1.304741,0.973789,0.933255,0.917717,0.868761,0.982196,1.338389,1.612528,1.790725,1.78204,1.477625,1.333762,1.151038,0.954342,0.586957,0.001066,0.006734,0.064366,0.027756,0.053544,0.017173,0.020998,0.024983,0.014289,0.009512,0.005308,0.017154,0.011886,0.012789,0.026823,0.05611,0.108582,0.112592,0.088819,0.041225,0.049743,0.044365,0.014296,0.001066,0.001066,6.3586,8.77785,6.661417,6.973883,8.308738,6.262031,6.364378,7.182327,6.164836,4.732516,4.243441,4.862546,4.551401,5.484628,7.024077,7.802831,7.441713,7.000658,4.531878,3.781727,3.017676,2.760292,1.82979,0.001066,hiphop
2.397253,2.913365,3.006221,2.150608,1.853108,2.527875,1.94628,2.072157,1.877273,1.595204,1.698592,1.615768,1.898928,1.776066,1.993244,1.985309,2.027635,1.956283,1.878942,1.550894,1.329859,1.268921,0.787293,0.001066,1.356102,3.156479,2.533254,1.805987,1.863993,3.632476,2.260284,2.511601,1.896578,1.330609,1.519556,1.265401,1.727322,1.265771,1.428688,1.047484,0.884684,0.62761,0.515587,0.326096,0.304393,0.278738,0.095541,0,0.555237,1.915178,0.946922,1.171287,1.321312,1.333728,1.345634,1.358273,1.36979,1.236006,1.208754,1.093504,1.086714,1.088549,1.476367,1.051253,0.746167,0.815118,0.616591,0.842418,0.753751,0.98974,0.722838,1,2.810871,7.302744,4.031211,4.660899,4.802951,4.582535,4.416694,4.626036,5.012871,4.480062,4.299002,4.097665,3.819298,3.941654,5.805922,3.988167,3.247732,3.634928,2.590927,3.57919,2.879865,3.560632,3.741889,1,2.213199,2.470787,2.720564,1.856212,1.447754,1.977565,1.465881,1.646358,1.507121,1.313924,1.376762,1.328959,1.568687,1.509207,1.708216,1.761247,1.898142,1.851188,1.729872,1.443567,1.199456,1.133381,0.758136,0.001066,0.19725,0.403212,0.200497,0.139842,0.047603,0.207537,0.142928,0.082648,0.133529,0.112461,0.121227,0.119803,0.15782,0.177153,0.257626,0.382907,0.333575,0.40052,0.349721,0.353687,0.321163,0.388105,0.184821,0.001066,6.114651,10.840495,9.500826,8.060849,7.533776,9.926067,7.815981,8.207396,7.639598,6.270046,6.529905,6.268042,6.665676,5.898301,7.606934,5.97522,5.51096,5.067833,4.004681,3.676871,3.158579,3.220095,2.115546,0.001066,hiphop
2.526155,3.966617,3.156239,2.205511,1.45377,1.622234,1.687696,2.140484,1.737503,1.342248,1.709761,1.898276,1.639448,2.47688,2.422801,2.438139,2.207242,1.924282,1.156538,0.779596,0.51005,0.373553,0.104745,0.001066,3.065257,6.059678,2.708298,1.273021,0.530482,0.634831,0.552254,0.946949,0.90608,0.413264,0.799746,1.107321,1.065163,1.053492,1.731359,1.400321,1.123969,0.973362,0.435015,0.235168,0.142727,0.071494,0.017968,0,0.630206,0.725028,0.440021,0.773812,1.271043,2.253662,0.372599,0.043152,0.441512,0.43934,0.333806,0.646518,1.528504,0.591252,0.868235,1.040624,1.114505,1.178174,1.551266,1.558994,1.954661,1.70744,2.147046,1,2.68231,3.135142,2.471359,2.777639,5.274237,11.216013,2.993538,1.961392,2.416919,3.030579,2.233293,2.402574,5.718494,3.8108,3.196242,4.29501,4.240496,4.207536,5.273197,5.006734,7.183305,6.416882,7.788722,1,2.311478,3.626285,3.045128,1.896167,1.271565,1.483081,1.655865,2.147127,1.617922,1.320411,1.640193,1.633485,1.431029,2.464729,2.071203,2.215135,1.945122,1.622391,0.97266,0.626537,0.381742,0.285524,0.052408,0.001066,0.054431,0.259762,0.325,0.31091,0.155729,0.339615,0.216836,0.368133,0.277631,0.184238,0.276673,0.323295,0.262368,0.546885,0.51195,0.623377,0.557067,0.439051,0.275927,0.187069,0.087095,0.054435,0.001224,0.001066,8.697119,13.376421,8.392061,5.425142,4.812058,6.004156,4.138724,4.513781,4.358249,3.695728,4.248307,4.644837,5.573201,6.207725,6.888783,7.039796,6.275038,5.998774,3.836099,2.607544,2.413494,1.659265,0.766622,0.001066,hiphop
3.839332,4.498649,2.510544,1.885381,1.435328,1.667457,1.747422,1.860988,1.491462,1.74658,1.737613,1.715044,2.153462,2.567113,3.038058,2.900646,3.111143,3.063105,2.10085,1.781086,1.19557,0.740443,0.246391,0.001066,1.53695,2.794784,0.965645,0.83389,0.631575,0.92255,0.781994,0.768833,0.997688,1.255469,1.056575,1.093497,1.767854,1.785627,2.25598,2.645839,2.829827,1.612015,1.028041,0.694839,0.382916,0.151645,0.036018,0,0.704052,1.705768,2.742511,1.969077,3.184101,1.394219,1.032499,1.060025,0.984426,0.841413,0.749769,1.199489,0.785025,0.899484,0.807543,0.918691,0.92364,0.550529,1.312549,0.623316,0.679549,0.510467,0.626907,1,4.171204,6.855305,16.39072,10.154624,18.110703,4.74567,3.805189,4.122985,3.492467,3.173526,2.951142,4.233409,2.761498,3.48424,3.254886,3.340281,3.541319,3.060462,4.998869,3.08854,3.014051,2.720849,2.599297,1,3.627663,4.128878,2.353231,1.728796,1.301297,1.351473,1.526077,1.663377,1.229587,1.481988,1.549515,1.422641,1.772898,2.246872,2.759626,2.519105,2.769701,2.958983,1.886565,1.715811,1.10465,0.697811,0.203373,0.001066,0.792978,1.261058,0.666029,0.356666,0.28107,0.367623,0.315952,0.337166,0.132732,0.124208,0.174783,0.297954,0.220034,0.594686,0.632363,0.562349,0.590673,0.786972,0.440646,0.276314,0.162238,0.065121,0.002394,0.001066,8.353537,12.306489,9.540455,7.395583,6.682977,5.537098,5.105054,5.310374,5.246901,5.482865,5.233575,5.764954,6.128119,7.952251,8.322331,8.697043,8.985273,7.272788,5.838085,4.523072,3.152122,2.04336,0.899818,0.001066,hiphop
4.204479,6.479903,3.044935,2.682828,1.224314,1.578689,1.579134,1.536503,1.479773,1.344023,1.676061,1.692074,2.176789,2.193364,3.288221,3.358057,2.9827,2.622777,1.811963,1.251599,0.860564,0.598239,0.27392,0.001066,3.159019,4.66946,2.286582,1.663498,0.411262,0.929991,1.061633,1.221711,1.248197,0.779403,0.74621,1.512938,1.744431,2.061271,3.878996,3.691811,3.530417,2.253898,0.899955,0.43105,0.201003,0.093208,0.040002,0,0.407299,0.172274,1.680946,0.834644,1.137034,1.386292,1.413786,1.530172,1.474947,1.272844,1.164564,1.00334,0.840047,1.124745,0.886308,1.038493,1.271717,1.387451,1.16193,1.327505,1.393979,1.294375,1.428428,1,2.41793,2.744705,7.270081,3.139157,4.33789,4.888582,4.851877,5.156592,5.029324,5.004163,4.122815,3.418396,3.157568,4.186762,3.201243,3.764055,4.270247,4.661903,3.948719,4.849836,5.171097,4.841652,4.919721,1,4.033747,6.259296,2.696809,2.399059,1.053702,1.285772,1.269566,1.139279,1.116365,1.116929,1.411423,1.272496,1.855278,1.850285,2.818559,2.931719,2.480768,2.164482,1.544133,1.090813,0.758981,0.520122,0.210991,0.001066,0.829889,1.186445,0.612535,0.627473,0.200435,0.277764,0.23907,0.20402,0.177976,0.132121,0.421918,0.141088,0.283383,0.282936,0.566605,0.754377,0.56319,0.700288,0.451994,0.31032,0.184952,0.149681,0.035552,0.001066,8.765769,13.038291,10.98669,6.884284,3.914014,5.664494,5.602163,5.936542,5.881563,5.200428,4.895115,6.010647,6.968695,8.138698,10.150159,10.676302,10.207518,8.41658,5.141922,3.840317,2.733568,1.793327,1.105084,0.001066,hiphop
2.179767,3.802957,2.603096,2.023764,1.160533,1.344603,1.306763,1.609604,1.603131,1.644492,1.674292,1.811687,2.367703,2.454575,2.974015,3.329862,3.504019,3.054875,2.341856,1.712779,1.191666,0.72622,0.280863,0.001066,2.958878,5.848647,2.012906,1.839763,0.661399,0.66095,0.59763,0.985132,1.004557,1.043691,1.004331,1.232142,2.239836,2.00002,2.610002,3.23799,3.72542,3.072194,1.957117,1.048133,0.762808,0.272853,0.072303,0,1.107,0.815663,1.278956,1.678367,1.803927,1.307508,0.83886,0.749628,0.994892,0.998804,0.93114,0.82977,0.76369,0.715308,0.713065,0.781962,0.820804,1.095348,1.056118,0.921943,1.108986,1.243181,1.201013,1,4.44672,3.245306,5.373061,6.729742,7.809684,5.41346,3.440293,2.875141,3.834516,3.823467,3.825903,3.339092,2.93228,3.00713,3.056278,3.010831,3.246088,4.113138,3.645813,3.382808,3.611907,4.456214,3.987333,1,1.935774,3.435495,2.275891,1.681168,0.961675,1.146927,1.166805,1.392494,1.374894,1.441918,1.49083,1.58024,2.007068,2.214411,2.684496,2.936283,3.082983,2.609498,1.976308,1.459916,0.938406,0.603214,0.187349,0.001066,0.048937,0.343806,0.202545,0.17038,0.022133,0.128935,0.066695,0.10111,0.063347,0.094286,0.079358,0.10918,0.205806,0.246499,0.456209,0.552916,0.563501,0.493438,0.409127,0.270084,0.139305,0.06726,0.002633,0.001066,9.358831,13.598128,9.43093,9.083334,5.890223,5.44948,4.37561,4.646001,5.559146,5.475619,5.522277,5.784987,7.417567,7.237731,8.565863,9.007751,10.550398,10.614227,7.220059,5.396968,4.299631,2.764555,1.344506,0.001066,hiphop
3.26646,4.537371,3.035947,1.82355,1.518502,1.58899,1.593195,1.584151,1.476779,1.221843,1.36552,1.374545,1.882849,2.149152,2.455417,2.777073,2.804327,2.280776,1.668814,1.047191,0.710698,0.545412,0.216135,0.001066,2.326833,2.623073,1.888517,0.602865,0.625273,0.867355,0.738813,0.887875,1.025917,0.702467,0.696015,0.704464,1.222342,1.683736,1.931501,3.067112,3.004211,1.664187,1.16616,0.493691,0.21967,0.145824,0.06546,0,0.856164,1.150428,1.140698,1.215622,0.979398,1.386189,1.067646,0.931389,1.274948,1.419354,1.341216,1.419014,1.03835,1.068813,0.824402,1.002615,1.006323,1.095321,1.608448,1.071426,0.883579,1.058851,1.685544,1,3.659039,5.343074,4.36444,5.36026,4.203969,6.463754,4.056102,3.442844,4.558785,5.334946,4.780139,5.335294,4.08004,4.042459,3.093641,3.461198,3.430414,4.004269,5.515766,3.245834,2.964356,3.986509,5.386936,1,3.034565,4.331197,2.713376,1.693621,1.406566,1.436383,1.40383,1.37319,1.195093,0.983516,1.131377,1.17688,1.633087,1.781819,2.194762,2.293754,2.341463,2.000073,1.352004,0.808705,0.57818,0.461343,0.112939,0.001066,0.391242,1.214799,0.577397,0.417022,0.110093,0.195246,0.311607,0.18556,0.16906,0.145646,0.190725,0.15987,0.214106,0.31807,0.433754,0.52958,0.548725,0.537928,0.352508,0.159175,0.093549,0.048016,0.002204,0.001066,8.720827,11.472531,8.710015,5.471697,4.832069,6.277343,5.111871,5.085116,5.525176,4.913349,4.768007,5.017698,5.82663,7.601076,7.149925,9.027445,8.763416,7.15466,6.035875,3.281193,2.258418,1.945935,1.159489,0.001066,hiphop
3.932414,4.569689,2.402018,1.591301,1.126281,1.401303,1.333751,1.513323,1.310407,1.206876,1.418758,1.435994,1.835357,2.112291,2.579325,3.172254,3.048983,2.37567,1.579076,0.91419,0.565287,0.355354,0.107535,0.001066,3.131736,4.238932,2.520053,0.985314,0.444853,0.687435,0.667406,1.053428,0.932836,0.79243,0.970739,1.037251,1.588827,1.909538,2.405145,4.008967,3.594187,1.93925,0.849338,0.351309,0.159012,0.069753,0.022435,0,0.167112,0.55063,1.61372,1.681452,1.260469,1.49331,1.045202,0.8756,1.106243,1.285867,1.207984,1.156561,1.002436,0.910032,0.700033,0.76644,0.72913,0.995249,1.101451,1.136028,1.032815,0.686821,2.016003,1,2.335389,2.780457,5.571116,6.511022,4.915139,6.668709,4.404073,3.18578,3.728332,4.527605,4.129026,4.051909,3.434333,3.332957,2.971542,3.262292,3.053057,3.974325,4.025915,4.039424,3.723622,2.896271,6.725344,1,3.788142,4.242421,1.927322,1.302303,0.979041,1.206387,1.174937,1.280421,1.012333,0.947346,1.123706,1.144994,1.494369,1.787586,2.344508,2.876799,2.812185,2.153157,1.382852,0.762761,0.471406,0.316028,0.047625,0.001066,0.613763,0.717691,0.300638,0.216708,0.116636,0.153275,0.085074,0.103549,0.086008,0.09431,0.160878,0.1314,0.176314,0.280007,0.343278,0.433875,0.460548,0.423545,0.271434,0.123785,0.049244,0.003855,0.001066,0.001066,8.329225,10.567823,9.486264,6.302124,4.129368,5.706808,4.578394,4.922459,4.781756,4.839588,5.426987,5.256758,6.071488,7.139046,7.681092,10.349328,9.567362,7.563562,4.937615,3.176556,1.935734,1.207289,0.723637,0.001066,hiphop
3.201238,4.211913,2.771213,2.120009,1.476045,1.759111,1.816031,1.76135,1.698779,1.677152,2.223412,2.070588,2.779798,2.681389,2.777342,2.536476,2.369234,2.010039,1.606312,1.074971,0.750721,0.483951,0.209702,0.001066,2.242931,5.292457,1.711365,0.755779,0.569255,1.175744,1.612529,1.59231,1.318921,1.496859,1.763634,2.156997,3.025247,2.317065,2.10894,1.560829,1.669111,1.194312,0.650728,0.18895,0.077573,0.067372,0.021496,0,0.185605,1.110464,1.176393,0.828937,1.001117,0.853531,0.838766,1.128949,1.209684,1.615155,1.147998,1.605415,0.929588,0.792487,0.561265,0.919103,0.841708,1.204001,0.504357,1.195576,1.725266,1.526332,2.149812,1,3.023327,4.09424,4.480364,3.615009,4.391367,3.45271,3.187126,4.05632,4.418284,6.933681,3.830776,6.27066,3.686603,3.300251,2.444412,3.341729,3.21984,4.625672,2.44399,5.187865,8.686275,8.020354,9.837203,1,3.242848,3.743855,2.475195,1.965892,1.368859,1.53772,1.552682,1.411337,1.407919,1.380227,1.773745,1.695511,2.279182,2.357389,2.439334,2.199892,1.999619,1.717926,1.476922,0.992376,0.704135,0.427077,0.163503,0.001066,0.134951,0.573805,0.606717,0.448564,0.133388,0.162649,0.128465,0.160937,0.14913,0.10464,0.327133,0.201779,0.312918,0.324709,0.578876,0.603703,0.430914,0.524245,0.317447,0.320454,0.307065,0.091762,0.024854,0.001066,8.186033,11.902838,8.148629,5.251439,4.762202,5.851391,6.164616,6.512795,6.303632,7.905037,7.303808,9.012844,9.881549,8.551196,7.45316,6.771747,7.039082,6.822584,4.028821,2.941497,2.174567,1.934965,1.033746,0.001066,hiphop
3.025189,3.537896,2.204146,2.668943,1.616296,1.681165,1.48314,1.593785,1.613122,1.744558,1.809278,1.485271,2.125164,1.915776,2.619451,2.661406,2.192175,1.96942,1.820579,1.33229,0.999097,0.805202,0.377195,0.001066,11.220686,5.965734,2.098675,3.086731,1.35688,1.654898,1.418604,2.453764,3.219645,2.504153,2.825564,1.772782,4.033268,3.421615,5.99795,5.662927,3.107954,2.976989,2.71534,1.658901,0.936643,0.464005,0.133719,0,1.172371,1.559687,1.981126,1.066507,1.169355,1.192772,1.62196,2.209487,3.094247,1.822625,1.767131,1.730176,1.87928,2.020236,1.819428,2.213326,1.94768,2.425281,1.853054,1.611348,1.442061,1.09008,1.057009,1,3.848703,5.977849,10.020849,4.996157,4.614548,4.258151,5.912454,8.225768,14.566173,6.83646,6.832621,6.352249,7.811203,7.697405,6.784586,9.293089,8.085438,10.430234,6.953515,5.309907,4.644864,3.461732,3.137969,1,1.349812,2.926799,2.00282,2.470963,1.383379,1.336673,1.185975,1.155561,1.056638,1.319442,1.258279,1.087588,1.455003,1.297813,1.761832,2.073994,1.807233,1.566563,1.414394,0.918587,0.675904,0.61971,0.248167,0.001066,0.001066,0.03987,0.017998,0.054659,0.014526,0.0333,0.018434,0.017223,0.032221,0.020753,0.040423,0.021166,0.037053,0.039119,0.082406,0.093575,0.110092,0.07937,0.0438,0.02387,0.00931,0.00464,0.001066,0.001066,13.005842,14.15807,10.552395,10.798088,6.726032,6.49575,6.865791,8.442464,11.682002,9.315303,9.879764,7.492426,12.75096,10.167336,13.841388,13.854154,10.890315,10.32255,8.671919,6.18821,4.600416,3.019181,1.595674,0.001066,hiphop
2.608542,2.69472,2.793474,2.977896,2.817668,2.636328,2.218276,1.789726,1.709641,1.682672,1.829262,2.027334,2.821903,3.016907,3.775902,3.769713,3.377177,2.876001,2.292737,1.800795,1.129637,0.901536,0.422125,0.001066,11.08267,5.386159,1.810737,1.222427,2.127232,2.089269,1.657454,1.368681,1.316692,1.449984,1.975053,2.58162,5.140661,5.84408,8.10195,6.749905,5.621482,4.4557,2.971693,1.520786,0.94152,0.569369,0.185036,0,1.067134,3.021682,1.185836,0.691612,1.163018,1.358727,1.329819,1.600855,1.807683,1.627609,2.042397,1.776783,1.912676,2.076038,1.691792,1.46493,2.02167,2.083836,1.902338,1.318746,1.480718,1.454816,1.391162,1,2.701681,15.984642,6.143993,4.033088,4.454409,5.069536,5.000538,5.961959,7.041041,5.73247,7.176582,5.66552,6.659333,7.591294,5.867977,4.807987,7.521361,7.951846,7.183127,5.127035,5.032455,4.83613,4.066888,1,0.646809,2.138074,2.623837,2.845767,2.493427,2.274062,1.851189,1.40509,1.340009,1.283776,1.360661,1.405159,1.956326,2.169409,2.728487,2.880727,2.662384,2.244249,1.870675,1.513265,0.839325,0.711036,0.266953,0.001066,0.001352,0.186096,0.393284,0.781986,0.462359,0.398267,0.237275,0.234528,0.218077,0.185142,0.210176,0.225993,0.276536,0.303146,0.513557,0.526055,0.555517,0.464449,0.191913,0.077896,0.02202,0.004874,0.001066,0.001066,11.454044,16.67438,9.419809,7.49942,8.507276,8.643349,7.697557,7.236477,7.671217,6.94997,8.230582,8.196361,12.270454,13.755856,15.896681,13.962732,14.301986,12.491002,10.027526,6.950685,5.00361,3.971165,1.831703,0.001066,hiphop
3.153247,5.286338,4.643906,3.590843,3.596913,2.62919,2.167806,2.130168,1.741622,1.532098,1.570891,1.569934,2.228379,2.782645,3.194515,3.943163,3.324011,3.110853,2.92621,1.962104,1.338563,0.934409,0.40938,0.001066,8.911529,6.131114,3.680993,2.921657,5.364273,2.818901,2.339702,2.303675,1.458474,1.046457,1.22721,1.272429,2.662747,4.318875,5.393862,7.130786,4.336151,2.965391,2.622689,1.317663,0.620548,0.316336,0.087734,0,1.390312,1.103236,0.266207,0.816243,0.763933,1.13939,1.526659,1.456843,1.939859,1.370815,1.744939,1.496116,1.391603,1.45474,1.362726,1.155335,1.638897,1.127025,1.058808,1.423526,1.370395,1.37241,1.560146,1,4.634829,5.342504,2.806945,3.933763,2.962184,4.118398,6.095997,5.341024,8.394134,4.960919,6.172372,5.030786,4.52919,4.630404,4.420791,3.671127,6.598742,4.426017,4.305214,5.675493,5.331168,5.115271,5.658001,1,2.146684,4.934272,4.581906,3.341443,3.134154,2.252541,1.849609,1.728075,1.417051,1.214466,1.218765,1.185971,1.697559,2.095066,2.487901,3.041397,2.931296,2.866908,2.664898,1.742962,1.159741,0.819242,0.335542,0.001066,0.053842,0.544662,0.368841,0.508945,0.214554,0.256546,0.169216,0.127016,0.170694,0.145286,0.159996,0.194593,0.317047,0.321034,0.47745,0.609345,0.567673,0.515084,0.3484,0.244533,0.121698,0.052886,0.005128,0.001066,13.346782,16.79737,10.83589,10.374471,11.273876,8.996968,9.475952,8.519757,7.900372,6.04324,6.221068,6.25005,8.780453,10.669601,11.713548,13.16421,13.510162,9.630992,9.032038,6.708929,4.83355,3.24017,1.681368,0.001066,hiphop
