@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_lpcc

@attribute Mean_Acc1000_Mean_Mem40_LPCC_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_12_f11 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_1_f12 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_2_f13 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_3_f14 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_4_f15 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_5_f16 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_6_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_7_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_8_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_9_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_10_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_11_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_12_f23 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_1_f24 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_2_f25 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_3_f26 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_4_f27 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_5_f28 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_6_f29 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_7_f30 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_8_f31 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_9_f32 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_10_f33 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_11_f34 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_12_f35 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_1_f36 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_2_f37 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_3_f38 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_4_f39 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_5_f40 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_6_f41 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_7_f42 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_8_f43 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_9_f44 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_10_f45 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_11_f46 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_12_f47 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
-2.088466,4.911111,-12.200491,33.497486,-98.53991,306.478618,-998.633777,3379.979302,-11805.566218,42348.561969,-155441.290091,582096.211987,0.325017,1.203929,4.00994,13.69556,48.504163,176.590389,657.997251,2502.521843,9689.523861,38111.398557,151999.113624,613742.926131,0.4675,1.591688,5.229537,18.006896,64.228214,234.712134,875.127078,3321.358204,12808.588232,50116.518971,198699.15022,797363.299662,0.162714,0.418198,1.514211,6.300583,27.191847,117.69301,508.084047,2190.520177,9449.608376,40846.990277,177094.759746,770569.7198,country
-1.593912,3.353716,-7.265381,16.744529,-40.643462,103.291543,-273.14391,746.609278,-2097.791468,6034.994181,-17722.166338,53001.055167,0.338428,0.981795,2.780821,8.136723,24.218345,73.344284,225.723248,705.280588,2234.431347,7170.451921,23288.799179,76499.970121,0.23608,0.562696,1.443201,3.912473,11.043792,32.179837,96.005661,292.15388,904.336264,2843.411889,9073.77386,29376.697839,0.086632,0.187989,0.580084,1.980673,6.902204,24.221431,85.545826,304.446275,1093.325163,3964.819867,14520.300229,53685.639093,country
-1.664226,3.69001,-8.414565,20.554649,-53.172155,144.593766,-410.460853,1207.095465,-3654.856253,11341.951819,-35951.010027,116084.548399,0.426062,1.261993,3.752928,11.392301,35.447472,112.624352,364.576992,1200.280494,4011.42804,13588.456727,46595.00415,161558.157712,0.258167,0.663844,1.805422,5.305202,16.393557,52.450057,172.085355,576.179236,1960.885463,6766.143344,23626.323201,83366.595784,0.096406,0.295619,1.031613,3.697901,13.378038,48.662344,177.679515,651.594646,2401.031863,8890.990756,33085.645076,123719.214532,country
-1.825031,4.097585,-9.61753,24.487116,-66.244087,189.14446,-564.746646,1748.630589,-5578.608162,18250.882518,-61007.69376,207768.168006,0.351709,1.104195,3.406171,10.730014,34.916212,116.321821,395.807879,1372.356396,4838.698461,17318.250197,62825.677651,230703.320516,0.401371,1.188747,3.56512,11.240219,36.728669,122.762952,417.625483,1442.033689,5044.742928,17856.343943,63884.096628,230827.380945,0.142183,0.384169,1.340321,4.885549,18.38451,69.918504,267.755127,1030.805269,3988.94058,15515.942867,60666.41313,238428.548553,country
-1.248988,2.566249,-5.058299,10.47531,-22.51151,50.806111,-119.007267,289.802268,-729.936397,1901.551053,-5122.709395,14287.770526,0.221645,0.574579,1.534424,4.113673,11.279863,31.729377,91.873414,273.806847,841.073813,2662.822353,8685.006943,29143.036476,0.212072,0.496424,1.254199,3.175289,8.355377,22.463712,61.870918,174.58525,507.397469,1528.175316,4803.87943,15831.086994,0.07697,0.194411,0.590288,2.030222,7.19053,25.946915,94.826054,350.575376,1309.818283,4940.367096,18791.230163,72004.270698,country
-2.191235,5.665883,-14.863962,42.518611,-129.953332,418.006663,-1399.987945,4843.235607,-17208.694119,62547.933433,-231873.858196,874771.690389,0.483655,1.716547,5.929346,21.057794,77.171317,289.490848,1107.424059,4310.525033,17039.008197,68293.207221,277174.575279,1137827.351202,0.31647,0.943204,3.058429,10.504672,38.054895,142.457747,546.185437,2134.821808,8483.412567,34211.244107,139810.56504,578330.386474,0.180823,0.519978,1.729009,6.530647,26.654289,113.084073,489.639794,2146.478252,9490.798034,42238.550749,188976.019297,849259.86021,country
-2.005876,4.647768,-11.145853,28.921898,-79.317049,227.773788,-679.784881,2095.231488,-6636.162617,21524.811,-71317.295584,240899.883326,0.314862,1.111698,3.532379,11.668129,39.566932,136.476247,478.080077,1698.804314,6116.886781,22298.604125,82235.037725,306597.628743,0.252962,0.692052,2.007782,6.326773,21.164921,73.406796,260.719132,942.239049,3453.20381,12808.603887,48027.416582,181909.573701,0.155582,0.408689,1.262858,4.512126,17.119957,66.514167,261.826362,1040.107276,4163.489754,16782.218482,68086.755006,277933.45909,country
-1.936292,4.47515,-10.835364,28.077117,-77.856805,228.513694,-704.564604,2269.528774,-7606.721183,26451.412458,-95196.535488,353719.244722,0.347647,1.110359,3.512336,11.553055,39.236297,137.481248,495.466561,1834.613248,6970.325778,27138.621487,108132.660851,440256.77747,0.345059,1.099419,3.520148,12.281102,45.153454,172.155655,674.032008,2695.675047,10971.374211,45320.923291,189634.774993,802525.700874,0.141399,0.446609,1.740854,7.188002,30.489146,131.014225,568.768712,2492.790351,11024.186107,49161.136619,220899.566071,999424.595,country
-1.983404,4.341346,-10.350342,26.867977,-74.081767,215.403986,-655.348886,2070.198324,-6753.521717,22669.025634,-78083.239023,275434.610722,0.399656,1.326639,4.11991,13.504556,45.634477,158.755997,566.827871,2072.139163,7738.947174,29473.113528,114267.958379,450310.007177,0.339422,0.993986,2.99026,9.557818,31.633753,107.931874,377.605384,1350.902669,4935.386168,18392.364212,69848.583063,270078.697276,0.166194,0.418483,1.396381,5.414064,22.192368,92.572012,389.397297,1648.325109,7017.870432,30049.425414,129390.268137,560195.278482,country
-1.252362,2.546503,-5.175224,11.242331,-25.537499,61.273047,-154.221276,404.173929,-1095.369851,3054.6948,-8730.653191,25492.638838,0.46064,1.025708,2.698805,7.262757,20.125626,56.798762,163.885594,482.597256,1447.297225,4412.660784,13657.515815,42853.504357,0.226356,0.533356,1.321825,3.592119,10.122101,29.361045,87.205616,264.472645,815.561917,2551.68532,8084.410316,25898.161701,0.076317,0.226738,0.69975,2.308072,7.701294,25.652214,85.555125,286.522285,964.32323,3262.502346,11096.661624,37940.821984,country
-1.280884,2.56769,-5.110146,11.084337,-25.01249,59.837135,-150.560857,396.449651,-1086.008091,3081.780485,-9023.761873,27173.263621,0.428591,0.985388,2.671389,7.245721,20.560711,59.789308,178.73785,547.206127,1712.017835,5461.143939,17727.638649,58459.756454,0.189158,0.419267,1.081688,2.845249,8.052749,23.724416,72.438562,227.202473,729.1116,2384.929985,7930.572747,26751.266247,0.134347,0.327868,0.987222,3.213771,10.753421,36.600396,125.798843,436.514749,1527.878022,5392.481063,19182.480596,68747.9816,country
-1.136679,2.266032,-4.263166,8.736533,-18.287245,40.238293,-92.23431,219.277331,-537.608471,1354.446617,-3495.425397,9217.586267,0.374013,0.745768,1.928855,4.779773,12.358282,32.381378,86.765972,236.737517,656.793832,1849.486939,5279.594272,15260.184853,0.198768,0.400445,0.945215,2.206288,5.472606,14.007481,37.080267,100.970187,281.631531,802.110418,2325.976088,6851.307166,0.112195,0.17736,0.523484,1.54136,4.694378,14.435124,44.509066,137.919151,429.396894,1343.830053,4227.538208,13368.242196,country
-1.654436,3.526137,-7.884831,18.959381,-47.994257,127.596333,-353.45058,1012.087196,-2978.69517,8973.057525,-27580.568235,86289.646115,0.463065,1.262248,3.596388,10.449618,31.364512,96.352259,302.481194,967.494448,3144.983193,10369.538608,34623.589699,116915.657339,0.246101,0.601743,1.630201,4.721851,14.431482,45.532425,147.034284,483.245585,1610.603045,5430.47947,18492.794718,63526.01374,0.145889,0.277316,0.80468,2.666192,9.374555,33.543674,120.806489,436.785591,1584.103251,5761.855955,21017.891703,76886.028199,country
-1.451672,3.025446,-6.254815,14.058049,-33.01116,81.416053,-209.179837,556.326763,-1522.81558,4272.930187,-12251.694911,35811.235732,0.381088,0.966652,2.691124,7.39067,21.112193,61.418972,182.371223,551.065389,1692.151027,5272.03745,16645.629361,53201.873143,0.225895,0.569366,1.457998,3.86465,10.719021,30.65661,89.903093,269.082128,819.768553,2536.644632,7960.747705,25309.240496,0.127226,0.25737,0.728458,2.230134,7.279801,24.376528,82.746275,283.4632,978.407916,3400.497231,11895.490119,41870.259299,country
-1.579476,3.36675,-7.398827,17.636358,-44.349286,117.972054,-329.038605,955.144219,-2868.501352,8873.22045,-28170.992288,91532.935323,0.39844,1.075688,3.141579,9.133142,27.755325,86.519821,276.906198,906.633422,3030.128779,10316.183202,35714.855704,125540.649248,0.308708,0.883365,2.525348,7.688294,24.228279,78.530203,260.258582,879.859917,3026.719667,10574.868166,37465.551171,134417.336053,0.158312,0.364995,1.184797,4.092493,14.768929,54.209419,201.488011,756.18199,2863.669807,10935.869338,42083.846337,163076.492948,country
-1.307711,2.595698,-5.093741,10.917087,-24.233144,56.783608,-139.102863,354.806975,-936.846481,2551.913567,-7147.269756,20529.376799,0.384222,0.874238,2.34696,6.198916,17.157616,48.390276,139.929347,413.032012,1242.889388,3805.427602,11837.72605,37359.821858,0.222134,0.479869,1.2232,3.072402,8.374325,23.490595,68.47227,204.878778,627.764937,1961.355216,6232.393369,20093.15786,0.108994,0.228744,0.732868,2.420927,8.03513,26.888647,90.09703,303.722957,1029.604688,3511.162722,12041.808134,41521.773046,country
-1.629743,3.483437,-7.752099,18.619974,-46.911197,124.186842,-342.024825,973.466196,-2845.561986,8507.101161,-25925.154246,80333.275928,0.421429,1.121553,3.231461,9.259828,27.631927,84.184872,262.257567,831.64124,2679.208769,8750.273862,28928.327316,96681.789737,0.273042,0.755183,2.139043,6.108344,18.242417,55.551769,172.255523,541.54584,1723.092224,5539.321409,17974.65672,58826.385953,0.1667,0.310884,0.897781,2.911425,9.890204,34.426245,120.42864,423.353696,1493.510071,5289.612358,18810.978982,67183.823557,country
-1.429035,2.888317,-6.032471,13.400765,-31.308745,76.825447,-197.03476,524.391412,-1441.474632,4077.068266,-11833.261977,35169.855649,0.401467,1.011972,2.703055,7.44705,21.036957,61.028908,181.360601,551.301174,1711.224371,5416.508519,17460.127285,57247.55831,0.236823,0.54655,1.380507,3.760052,10.705365,31.608205,96.190933,300.463976,960.156929,3131.450106,10400.236662,35105.645844,0.104617,0.253078,0.787103,2.677706,9.38422,33.08746,117.306936,418.459794,1502.215478,5426.924348,19724.918061,72105.054885,country
-1.668207,3.492125,-7.829223,19.033605,-48.667445,131.016241,-368.345699,1072.816928,-3217.291654,9891.264809,-31071.575948,99473.251194,0.438843,1.142901,3.256616,9.387796,28.338641,87.721421,278.394957,902.774733,2983.99768,10034.0397,34271.776401,118745.664712,0.334388,0.948473,2.77429,8.161127,25.098893,78.960678,253.371828,826.436807,2733.925053,9158.472161,31036.101595,106317.313961,0.168334,0.3165,0.933108,3.32071,12.216188,45.424485,169.097832,631.886154,2373.622592,8973.086133,34155.595591,130927.178783,country
-1.527289,3.252715,-6.948349,16.111643,-39.040521,99.537453,-264.867831,731.110098,-2081.324081,6085.914715,-18218.262588,55682.963703,0.339807,0.932907,2.680065,7.742871,23.085976,70.089563,216.959167,683.304737,2185.971645,7093.535258,23321.678007,77603.14238,0.272378,0.713685,1.917529,5.320847,15.402356,45.96973,140.472986,438.015359,1389.697412,4477.248913,14624.717281,48373.334652,0.104732,0.267387,0.942198,3.292805,11.557468,40.379674,141.041599,493.478533,1732.875365,6113.361186,21679.898115,77305.798256,country
-1.721023,3.86449,-8.911594,22.306204,-59.199056,165.855863,-485.635036,1474.512447,-4613.170374,14806.457051,-48579.814697,162487.235124,0.432224,1.261693,3.815499,11.605676,36.792471,119.636978,398.212374,1351.623553,4666.607459,16350.677228,58033.87021,208336.543402,0.296305,0.892427,2.669681,8.233424,26.486308,87.366779,294.578055,1011.318798,3528.264087,12484.195775,44731.966842,162076.763921,0.207026,0.484838,1.565455,5.272929,18.802404,68.590689,253.59134,946.35999,3557.376796,13455.814323,51176.810815,195611.179973,country
-1.422628,3.122807,-6.452352,14.248696,-32.481093,77.169714,-189.12119,475.796708,-1222.715016,3198.796501,-8496.821731,22871.248506,0.274949,0.64979,1.790312,4.767493,13.194765,36.845354,104.344253,298.16633,859.117333,2492.64575,7277.922979,21371.06865,0.191606,0.435378,0.992024,2.407487,6.055759,15.74741,41.958546,113.813776,313.230099,872.247206,2454.006326,6966.976679,0.117705,0.189663,0.401458,0.968156,2.655383,7.901254,24.115302,74.569288,231.384905,719.521964,2239.63352,6978.351887,country
-1.834874,4.271912,-10.129545,25.989255,-70.16015,198.658461,-583.902892,1769.259526,-5494.662071,17425.693587,-56267.962206,184596.591205,0.41054,1.135406,3.570245,10.751241,34.164045,110.769385,367.528378,1240.498882,4250.934239,14756.097489,51816.847098,183853.456182,0.301615,0.853266,2.554955,7.875319,25.158379,82.388306,274.919445,931.448855,3195.756759,11088.528078,38867.339081,137527.919266,0.259386,0.483974,1.505138,4.549347,15.534803,54.878045,199.64173,737.092555,2752.77942,10372.784381,39404.667421,150839.166793,country
-1.742074,3.925585,-9.047486,22.510611,-58.936907,162.377879,-466.507829,1387.083413,-4244.715461,13316.436836,-42697.64793,139594.356208,0.430954,1.193779,3.651893,11.221545,35.56732,114.920243,378.901163,1271.109962,4330.270117,14955.3648,52290.441313,184869.583333,0.287201,0.72582,2.069571,6.222382,19.811353,65.266064,221.196347,765.46536,2694.064043,9613.250342,34703.830616,126533.239565,0.115511,0.263467,0.969261,3.638013,13.753316,51.916448,196.130812,743.024978,2824.174932,10773.912884,41255.809826,158572.16844,country
-1.82479,4.274418,-10.219681,26.246689,-70.886568,201.221413,-593.987095,1810.218578,-5663.161854,18118.827383,-59109.827941,196197.921192,0.419586,1.24734,3.972774,12.515582,40.690094,134.555488,453.93011,1556.116283,5413.92034,19086.303633,68107.222914,245746.166714,0.27988,0.714987,2.067046,6.198198,19.727679,64.857232,219.483481,757.965256,2661.98872,9478.499065,34151.949961,124329.350289,0.153546,0.265984,0.901949,3.360743,13.05925,50.907431,197.70263,767.798995,2986.116168,11650.199432,45637.318808,179612.050026,country
-1.606573,3.42747,-7.521104,17.879141,-44.519181,116.738981,-319.1153,902.681618,-2625.655487,7819.672908,-23762.982714,73489.56909,0.402722,1.103799,3.168524,9.204612,27.574889,84.025038,261.076948,824.447349,2641.521307,8572.951472,28146.660457,93378.912117,0.292816,0.740402,1.995718,5.689491,16.87625,51.377841,159.828391,505.988724,1625.766789,5291.184375,17418.435737,57934.017072,0.126732,0.257866,0.81772,2.779113,9.725221,34.153385,120.060345,423.073189,1495.327071,5304.165861,18888.23186,67532.491191,country
-1.697595,3.714685,-8.377468,20.516093,-52.569275,141.530229,-396.592075,1148.329171,-3414.783993,10389.488597,-32241.350205,101819.287256,0.424997,1.137333,3.371379,9.93949,30.56775,95.675632,306.25859,997.445239,3299.482177,11062.549773,37542.038662,128791.130991,0.294525,0.737514,2.060131,5.972277,18.062411,55.891274,177.083194,571.850179,1878.637926,6265.585774,21184.640902,72513.730765,0.186328,0.342446,1.014108,3.26089,11.313432,40.360167,145.543204,528.582395,1929.038188,7072.541578,26044.047035,96316.226826,country
-1.861913,4.327414,-10.320599,26.433984,-71.33154,201.70532,-592.154296,1791.085815,-5550.632409,17555.786413,-56504.488737,184661.244068,0.389404,1.174871,3.684385,11.566449,37.358961,122.771703,410.44974,1392.033997,4781.227119,16608.444811,58284.529143,206451.287309,0.295772,0.76067,2.192664,6.512464,20.288076,64.681865,210.547505,696.704136,2338.473022,7949.752773,27347.377653,95129.096944,0.177312,0.339678,0.964668,3.072563,10.87454,40.116652,150.488406,569.413539,2166.170749,8277.309777,31758.908137,122340.392126,country
-1.308787,2.671703,-5.358083,11.600907,-26.091398,61.82919,-153.019571,393.157291,-1042.360574,2840.239303,-7926.050517,22592.149002,0.370711,0.87907,2.363706,6.327346,17.483803,49.21022,141.624501,415.472642,1240.420907,3762.424411,11578.048332,36099.386388,0.243249,0.547749,1.390706,3.659677,9.987462,27.930901,79.953382,233.270909,691.982342,2083.533299,6359.596768,19657.901351,0.095663,0.20757,0.62073,2.04831,6.778266,22.474286,74.475093,247.532696,826.149061,2771.956112,9354.968115,31763.905749,country
-1.090452,2.454851,-4.880017,10.836329,-24.927152,61.757126,-160.660742,438.176931,-1240.53041,3629.205819,-10920.550168,33692.405005,0.422436,0.992457,2.728122,7.388746,21.074549,61.836579,187.618564,584.829925,1868.138886,6095.428412,20265.905655,68511.317738,0.323476,0.739337,1.981335,5.220759,14.402171,40.559807,118.01301,352.545781,1081.79356,3405.387492,10992.64706,36360.563581,0.152151,0.431686,1.263667,4.031312,13.181523,44.184896,151.14518,526.774743,1866.901087,6717.353144,24499.602439,90438.866081,hiphop
-0.828853,2.035884,-3.264703,7.118329,-14.007751,31.573579,-71.17683,172.058079,-421.374549,1078.543082,-2797.886854,7482.007677,0.614543,0.885759,2.536216,5.461238,14.176857,35.476557,94.534744,253.151363,698.531484,1947.595404,5531.276675,15865.280304,0.152477,0.307594,0.670253,1.573793,3.87743,10.060507,26.629837,73.348847,204.416791,586.87207,1702.801182,5047.637067,0.084188,0.16086,0.442127,1.259179,3.821608,11.705688,36.103014,111.993873,349.501376,1095.936453,3455.627141,10941.926573,hiphop
-1.283511,2.64575,-5.452587,11.90228,-27.314081,65.993026,-167.107594,440.06225,-1197.981012,3359.227761,-9665.685492,28471.260923,0.514542,1.027759,2.866092,7.693762,21.566703,62.029711,183.011235,552.047869,1699.030428,5323.158808,16951.798514,54786.349945,0.220123,0.451766,1.158045,3.096536,8.851976,26.139653,79.596266,247.912795,787.655434,2543.682532,8336.1303,27674.242466,0.142346,0.251485,0.680944,2.137156,7.111295,24.516212,85.605555,301.920182,1072.629896,3836.209587,13802.962142,49947.341907,hiphop
-1.109416,2.509566,-4.780366,10.400027,-22.553247,52.16424,-123.902019,305.477655,-770.158501,1991.088722,-5240.467113,14057.58481,0.567951,0.923036,2.615976,6.086062,15.966318,41.815645,114.042661,315.890488,895.060992,2574.483828,7525.65175,22287.792589,0.178384,0.334628,0.795359,1.757933,4.357344,10.901502,28.696262,77.540605,215.949373,617.131382,1805.491239,5402.472876,0.109694,0.139724,0.394408,0.931296,3.04121,9.931314,33.430393,112.652555,381.203656,1291.53102,4385.239905,14916.473716,hiphop
-0.922293,2.273866,-4.424525,10.250753,-24.012975,61.961548,-166.709122,472.798861,-1385.736541,4196.603596,-13029.383628,41401.731248,0.684931,1.201156,3.471909,8.795678,24.751258,71.065154,213.348175,657.160439,2079.500399,6720.641331,22150.741859,74257.405733,0.306999,0.735915,2.071728,5.729961,16.754049,50.296224,156.132667,496.942196,1621.162327,5399.019553,18329.374101,63273.633697,0.135897,0.396881,1.316533,4.301655,14.326482,48.854497,169.598151,599.147132,2146.254799,7782.843245,28511.443557,105371.351067,hiphop
-0.909987,2.083749,-3.638455,7.179036,-14.171967,29.799139,-65.360681,150.85001,-365.840384,934.309032,-2515.115549,7135.429104,0.315467,0.542224,1.514211,3.555293,9.079494,23.715842,64.504057,182.114315,534.420898,1628.983589,5150.396142,16846.927118,0.156834,0.306528,0.710528,1.706259,4.586081,13.283713,40.833408,130.644856,430.64327,1451.564447,4980.21358,17336.251748,0.118163,0.239194,0.777621,2.472375,8.143894,27.453537,94.262654,328.806891,1162.705343,4162.442073,15066.732496,55079.023443,hiphop
-0.550396,1.635059,-2.21307,4.919227,-8.503701,19.248921,-39.133759,95.62693,-217.526624,566.993996,-1402.300888,3841.136235,0.579374,0.710086,2.121067,4.025797,10.215151,23.527577,61.079557,155.740297,423.079668,1152.753351,3266.643591,9343.711383,0.211605,0.312726,0.833399,1.717588,4.39036,10.527614,28.077168,73.004605,203.613832,561.470464,1627.826446,4704.643048,0.107848,0.227372,0.665235,1.831747,5.345471,15.698331,46.967223,142.776076,438.619473,1366.312532,4291.310814,13622.665851,hiphop
-1.223659,2.581742,-5.348188,11.892768,-27.680569,67.941886,-174.605193,465.721393,-1281.164377,3617.095659,-10439.905552,30714.132551,0.544931,1.233258,3.260642,8.762358,24.331732,69.422414,203.042123,606.352257,1842.560487,5683.025759,17754.97944,56094.401893,0.198545,0.402373,0.977382,2.484622,6.755263,18.972982,55.308459,165.578048,506.806788,1579.019931,4993.581067,15990.081949,0.090718,0.203936,0.592929,1.930985,6.338759,21.066293,70.315432,235.801652,793.906337,2682.671361,9095.719085,30938.064094,hiphop
-0.875434,2.413857,-4.038275,9.392124,-19.063265,46.686518,-107.367593,281.531648,-703.305497,1936.083363,-5128.69498,14616.689707,0.563671,0.871515,2.844026,6.129792,17.336046,43.862501,124.72157,341.245861,993.838385,2851.935563,8498.778442,25209.282036,0.29549,0.475586,1.451879,3.072531,8.78696,21.425936,61.866841,162.971875,478.509099,1325.367375,3951.508052,11351.097608,0.140618,0.206704,0.626641,1.821946,5.336617,17.749332,53.904918,175.792356,547.386343,1769.582115,5604.332533,18126.457973,hiphop
-1.03767,2.434912,-4.681576,10.204687,-22.730346,54.183182,-134.972913,351.472611,-947.544262,2636.596313,-7536.110872,22069.583388,0.53222,1.016155,2.845268,7.276666,19.942187,55.689671,160.598477,473.675942,1427.945126,4384.873405,13693.915795,43412.441354,0.22089,0.429369,1.179549,2.940973,8.210859,23.298543,69.134519,210.387245,657.040973,2093.637108,6791.20388,22357.807824,0.095761,0.249569,0.747763,2.547064,8.324157,27.903591,93.763955,318.496887,1089.899042,3758.794079,13051.489941,45605.021838,hiphop
-1.339012,2.973228,-6.187339,13.87511,-32.336928,79.964282,-206.326107,554.861687,-1544.913983,4441.215996,-13145.189053,39981.443534,0.285366,0.740222,2.151922,6.121464,18.045611,54.316871,167.916226,530.931297,1716.108081,5660.729222,19029.617872,65100.658089,0.249221,0.749664,2.011455,5.575757,15.819185,45.985114,137.560026,422.748543,1335.568254,4336.010559,14451.351607,49357.898364,0.109913,0.316902,1.019568,3.463145,12.168228,43.302953,155.657109,565.187147,2072.981921,7678.724532,28710.814376,108282.055704,hiphop
-1.073844,2.243702,-4.20838,8.703093,-18.25613,40.670552,-93.828024,226.11387,-561.228092,1440.501474,-3795.481474,10296.668772,0.442231,0.81859,2.131127,5.187011,13.505831,35.428941,96.2811,267.373935,763.626103,2233.392676,6705.041936,20630.976926,0.174305,0.353961,0.784728,1.960667,4.930239,13.50578,37.232236,108.630696,322.534619,997.878364,3161.204289,10340.380733,0.148977,0.216876,0.690594,1.759706,5.757382,18.491404,63.279206,219.746671,781.701851,2814.082764,10247.520713,37601.479382,hiphop
-1.422616,3.028019,-6.442998,14.396754,-33.746619,82.748382,-211.232956,558.449284,-1521.717951,4258.828887,-12208.042152,35763.688184,0.324494,0.834133,2.263171,6.290257,17.851873,51.931442,154.295272,467.111875,1438.325162,4497.300763,14259.645544,45792.951518,0.222572,0.522091,1.387965,3.909677,11.486636,34.72747,107.06514,334.942646,1060.083287,3389.114387,10934.576735,35580.449417,0.153424,0.378281,1.050666,3.261362,10.437704,34.28931,114.160645,383.564477,1297.98275,4419.03329,15126.778878,52041.572819,hiphop
-1.83709,4.722146,-12.340512,36.870571,-121.391204,429.395294,-1600.988127,6212.123811,-24862.507584,102020.206853,-427382.844036,1822147.693744,0.358756,1.298953,4.835295,18.424457,74.064556,308.741161,1322.945652,5790.268856,25775.443194,116350.7833,531461.85282,2452674.450519,0.922272,2.977228,9.685525,33.78066,123.964089,470.833329,1843.663579,7415.028451,30531.72965,128338.776855,549370.94555,2389805.988329,0.082292,0.688412,3.45759,15.935399,72.128351,325.627346,1474.652267,6724.193164,30921.295576,143475.715438,671740.258468,3172508.620227,hiphop
-1.426875,3.488996,-7.631435,18.537705,-47.008288,126.986175,-360.268339,1069.28446,-3305.171977,10615.574262,-35378.569183,122242.208081,0.452788,1.221946,3.837982,11.591002,36.942442,121.231236,411.66022,1442.423363,5211.442545,19393.455232,74243.237889,291943.445197,0.259804,0.641392,1.79272,5.128313,15.759288,50.900961,173.217981,619.71808,2326.818441,9128.465503,37183.85258,156158.16508,0.111624,0.319646,1.227137,4.938987,20.385837,85.688526,365.85916,1584.210127,6944.211769,30764.056516,137557.355767,620090.059955,hiphop
-1.061739,2.216577,-4.271389,8.647515,-18.12185,40.388011,-94.002448,229.827949,-587.301355,1569.998687,-4392.12179,12874.75658,0.319313,0.73457,1.91705,4.960835,13.35258,37.085156,107.189926,321.759401,1004.369742,3256.573173,10948.323185,38052.407347,0.178997,0.412563,0.954839,2.44734,6.459406,17.809271,51.243002,154.323479,488.186511,1624.031772,5661.831635,20545.833459,0.119994,0.275283,0.819606,2.530527,8.675534,31.152124,115.929928,441.073398,1703.946797,6654.982587,26212.119076,103955.150239,hiphop
-1.121713,2.509142,-4.694252,10.111891,-21.662572,50.034259,-117.98994,292.59047,-738.808373,1935.568393,-5146.862119,14087.142419,0.457014,0.817871,2.298683,5.405349,14.538394,38.392131,106.827671,299.098916,862.341001,2511.59111,7463.500421,22416.480326,0.225548,0.46315,1.192075,2.811767,7.530398,19.753795,54.723622,152.100171,436.481173,1264.001316,3743.972567,11214.535414,0.136757,0.215683,0.634008,1.808461,5.686141,18.162475,58.10269,188.084538,611.147176,2006.339846,6631.461927,22131.375799,hiphop
