@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_lsp

@attribute Mean_Acc1000_Mean_Mem40_LSP_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_18_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_2_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_4_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_7_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_8_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_9_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_10_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_11_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_12_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_13_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_14_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_15_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_16_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_18_f35 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_1_f36 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2_f37 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_3_f38 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4_f39 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5_f40 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6_f41 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7_f42 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_8_f43 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_9_f44 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_10_f45 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_11_f46 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_12_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_13_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_14_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_16_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_17_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_18_f53 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_1_f54 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2_f55 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3_f56 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4_f57 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5_f58 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_6_f59 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7_f60 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_8_f61 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_9_f62 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_10_f63 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_11_f64 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_12_f65 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13_f66 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_14_f67 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15_f68 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_16_f69 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_17_f70 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18_f71 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.167484,0.359779,0.53266,0.699472,0.859528,0.994777,1.13404,1.257967,1.408816,1.538954,1.695621,1.822916,1.972148,2.083509,2.230398,2.33289,2.489979,2.576157,0.061486,0.080726,0.076076,0.076655,0.080088,0.07609,0.07515,0.083989,0.089219,0.084219,0.085842,0.084718,0.081951,0.07898,0.0774,0.078839,0.075492,0.083894,0.043141,0.061022,0.072568,0.082296,0.10156,0.11886,0.132078,0.145591,0.16278,0.177289,0.193959,0.2074,0.224499,0.236504,0.254918,0.266794,0.283374,0.292653,0.021113,0.028517,0.037113,0.054518,0.065699,0.072964,0.084079,0.09476,0.106644,0.115619,0.129165,0.1405,0.152648,0.1632,0.173603,0.181761,0.197368,0.204226,hiphop
0.13701,0.333331,0.495769,0.650645,0.821539,0.956669,1.101374,1.240066,1.405598,1.5383,1.695287,1.819491,1.969927,2.09632,2.237207,2.337819,2.48277,2.580206,0.048262,0.064682,0.070267,0.067866,0.071167,0.074061,0.07635,0.082863,0.076932,0.077466,0.080688,0.07697,0.076988,0.081504,0.080809,0.08808,0.095729,0.107225,0.053049,0.053203,0.063733,0.078288,0.096877,0.111219,0.127537,0.142237,0.15851,0.175608,0.192987,0.207042,0.223642,0.23952,0.255224,0.266964,0.283617,0.295719,0.014282,0.025137,0.039102,0.048847,0.061858,0.0701,0.081012,0.090844,0.108684,0.116611,0.129464,0.140182,0.153713,0.161751,0.174256,0.181075,0.191744,0.196972,hiphop
0.22231,0.369306,0.481558,0.613258,0.781261,0.926187,1.085583,1.212309,1.370139,1.499137,1.667312,1.787897,1.941335,2.069777,2.216605,2.325181,2.481961,2.572444,0.058978,0.046296,0.042699,0.052711,0.052457,0.057757,0.057012,0.058523,0.05967,0.059315,0.060961,0.055812,0.062392,0.062332,0.062509,0.062926,0.06175,0.069457,0.038283,0.046377,0.055479,0.076072,0.091198,0.107831,0.124695,0.1396,0.158281,0.172149,0.190982,0.204644,0.222128,0.238473,0.254607,0.267274,0.285376,0.293941,0.015756,0.024281,0.036044,0.043892,0.059978,0.069465,0.081869,0.091991,0.105416,0.116187,0.130253,0.14104,0.15249,0.162675,0.174817,0.182904,0.195652,0.203816,hiphop
0.151381,0.316177,0.495012,0.635298,0.802878,0.921108,1.086271,1.216641,1.395225,1.529288,1.69615,1.832143,1.995256,2.110514,2.256943,2.345282,2.488435,2.571066,0.049,0.060865,0.062827,0.060355,0.057332,0.066103,0.074152,0.079934,0.077899,0.074977,0.07699,0.070686,0.07078,0.068756,0.066703,0.063536,0.066208,0.068254,0.023806,0.040541,0.059637,0.07417,0.095658,0.106584,0.126249,0.143066,0.165926,0.178534,0.19512,0.210136,0.226392,0.239793,0.257311,0.266667,0.28304,0.291472,0.009019,0.02125,0.035758,0.044796,0.056971,0.06648,0.07675,0.084883,0.097752,0.111875,0.128147,0.140734,0.157393,0.166859,0.178406,0.187277,0.198754,0.206994,hiphop
0.176458,0.284632,0.458302,0.599216,0.777634,0.896411,1.068168,1.197173,1.368026,1.493971,1.648771,1.7945,1.972459,2.090347,2.236268,2.324937,2.468394,2.561426,0.03544,0.041963,0.056668,0.0497,0.046864,0.05402,0.062276,0.066342,0.065612,0.06419,0.070634,0.068963,0.070932,0.067393,0.069146,0.064311,0.066004,0.071543,0.022586,0.036028,0.05775,0.072429,0.089842,0.104079,0.122541,0.138689,0.157675,0.170587,0.187312,0.204551,0.225382,0.238517,0.25517,0.26522,0.280668,0.291547,0.012683,0.019623,0.03127,0.044285,0.059638,0.067881,0.081815,0.089161,0.104644,0.116605,0.128996,0.140274,0.154025,0.164605,0.176779,0.184577,0.197304,0.203958,hiphop
0.183633,0.289322,0.449757,0.571751,0.716451,0.836793,0.994954,1.127052,1.285986,1.430469,1.609603,1.771531,1.951472,2.097032,2.245846,2.367678,2.531495,2.685496,0.047898,0.049653,0.082557,0.066377,0.059269,0.067341,0.062554,0.072814,0.076956,0.087734,0.083876,0.08017,0.073227,0.071835,0.073514,0.071536,0.084193,0.090877,0.027522,0.047007,0.081248,0.099308,0.11826,0.136288,0.172119,0.186132,0.192338,0.196399,0.208622,0.209311,0.225807,0.239263,0.256239,0.273635,0.295005,0.332408,0.009033,0.022492,0.03735,0.04554,0.056706,0.06951,0.082886,0.091643,0.103286,0.113534,0.129902,0.14114,0.155853,0.166295,0.177354,0.185423,0.196731,0.204052,hiphop
0.165365,0.358179,0.546645,0.679408,0.800264,0.922684,1.06999,1.195655,1.34668,1.486657,1.641107,1.76546,1.937295,2.050672,2.207753,2.314576,2.465818,2.572854,0.040033,0.048398,0.047858,0.043264,0.051131,0.060559,0.069839,0.072264,0.0746,0.076842,0.07598,0.071237,0.074727,0.069388,0.074309,0.07162,0.07491,0.087665,0.030686,0.049817,0.063946,0.076551,0.091282,0.106621,0.124591,0.139758,0.155274,0.168078,0.186277,0.199717,0.220225,0.233458,0.251715,0.263184,0.28039,0.292418,0.012932,0.028552,0.042976,0.053123,0.062041,0.068859,0.079024,0.087306,0.101725,0.11594,0.127609,0.139203,0.151267,0.161375,0.173101,0.183707,0.195947,0.203315,hiphop
0.191739,0.33347,0.476332,0.621867,0.780714,0.927351,1.107774,1.246711,1.410635,1.55076,1.693277,1.809716,1.978623,2.095215,2.240381,2.331084,2.485503,2.565569,0.043921,0.045102,0.04509,0.042026,0.046233,0.055702,0.054365,0.056328,0.059357,0.062917,0.062045,0.068204,0.071215,0.068676,0.066368,0.066151,0.064359,0.069221,0.033193,0.042087,0.065461,0.074968,0.090721,0.109582,0.126832,0.145147,0.163338,0.183019,0.192819,0.206556,0.225957,0.240009,0.255381,0.265224,0.28349,0.292258,0.01314,0.025228,0.038469,0.045812,0.058202,0.066439,0.084647,0.093308,0.107308,0.117136,0.133071,0.141067,0.153912,0.163023,0.177339,0.185693,0.197797,0.204108,hiphop
0.165114,0.329505,0.515805,0.668813,0.814579,0.93284,1.088773,1.226143,1.386796,1.510189,1.668591,1.807707,1.975727,2.09666,2.247018,2.348099,2.500956,2.587873,0.061083,0.060386,0.07716,0.061344,0.060253,0.067944,0.074735,0.072412,0.068134,0.077781,0.0822,0.077236,0.075827,0.078392,0.079861,0.086042,0.089961,0.102193,0.033079,0.044379,0.067894,0.078369,0.094257,0.107821,0.126567,0.142342,0.161661,0.175788,0.193018,0.207527,0.226325,0.23916,0.255843,0.268,0.285327,0.294707,0.011641,0.020854,0.032828,0.046085,0.058608,0.067167,0.079383,0.090191,0.102946,0.112608,0.126466,0.138558,0.15186,0.162491,0.175623,0.182277,0.19479,0.201076,hiphop
0.146471,0.324221,0.482669,0.646691,0.812519,0.953465,1.107662,1.22299,1.395304,1.530104,1.696601,1.823496,1.987112,2.104005,2.247577,2.337461,2.496182,2.576979,0.048642,0.058336,0.05605,0.058155,0.058738,0.065314,0.061844,0.059402,0.06332,0.062318,0.065274,0.065001,0.063611,0.064395,0.063241,0.064877,0.066977,0.068639,0.027141,0.046401,0.057316,0.074713,0.0934,0.109821,0.126937,0.139893,0.159266,0.1743,0.19323,0.207614,0.226414,0.239259,0.255616,0.265773,0.283726,0.293586,0.009481,0.020262,0.03281,0.045841,0.060647,0.070438,0.08342,0.093781,0.106883,0.119327,0.132167,0.143049,0.156335,0.166528,0.17901,0.186489,0.199658,0.205485,hiphop
0.173224,0.364145,0.541984,0.677771,0.825097,0.957002,1.115954,1.24337,1.398924,1.533404,1.68789,1.816482,1.995308,2.113909,2.2585,2.344469,2.481416,2.561824,0.061696,0.076311,0.082771,0.07712,0.075049,0.082995,0.080262,0.082259,0.085041,0.080701,0.081031,0.082924,0.086777,0.07858,0.074248,0.068813,0.069596,0.072951,0.058056,0.061242,0.073507,0.081918,0.097801,0.114018,0.131479,0.145502,0.160984,0.176651,0.195027,0.210188,0.229292,0.242376,0.258367,0.267109,0.282754,0.292565,0.013924,0.018487,0.034959,0.044529,0.056714,0.065066,0.077914,0.088369,0.103644,0.114729,0.125771,0.135046,0.151842,0.163391,0.176158,0.185485,0.196975,0.202413,hiphop
0.168638,0.336152,0.495312,0.636418,0.804513,0.928597,1.081782,1.222513,1.38616,1.518525,1.683874,1.811786,1.982413,2.098251,2.254192,2.351849,2.494611,2.602197,0.059337,0.056904,0.064378,0.065387,0.065739,0.081983,0.084801,0.095649,0.084194,0.099295,0.095585,0.104693,0.099942,0.105101,0.10185,0.113171,0.115522,0.129979,0.025812,0.044091,0.060015,0.074576,0.092575,0.109,0.125615,0.140192,0.15848,0.174231,0.191482,0.206829,0.226577,0.239769,0.256796,0.268317,0.283663,0.296451,0.013294,0.020707,0.034775,0.04365,0.057369,0.062605,0.07541,0.086988,0.10213,0.109908,0.126056,0.134248,0.148754,0.15767,0.17204,0.177926,0.190764,0.19677,hiphop
0.152591,0.386229,0.529287,0.682383,0.822933,0.955833,1.090947,1.213981,1.372464,1.498096,1.657791,1.787067,1.938606,2.065264,2.215785,2.318782,2.466889,2.581216,0.068532,0.072737,0.069008,0.065987,0.064947,0.067803,0.070193,0.079872,0.083121,0.088066,0.107123,0.089041,0.079502,0.07506,0.075627,0.070002,0.076539,0.091884,0.037913,0.05709,0.068854,0.085027,0.099151,0.113194,0.129516,0.142953,0.157273,0.172991,0.191119,0.204024,0.221865,0.236198,0.252683,0.264091,0.280943,0.29393,0.013893,0.023216,0.035284,0.04614,0.055865,0.065941,0.074965,0.084749,0.102268,0.11038,0.119264,0.134531,0.148048,0.159537,0.173221,0.183319,0.194763,0.202013,hiphop
0.176301,0.326865,0.512035,0.647613,0.793601,0.919533,1.08479,1.221761,1.39418,1.522548,1.687214,1.812712,1.978826,2.093572,2.24172,2.346083,2.49885,2.579427,0.037006,0.049891,0.06469,0.053006,0.05505,0.065571,0.068638,0.070725,0.06877,0.071842,0.072043,0.06578,0.066344,0.063319,0.065516,0.064848,0.065708,0.06611,0.027374,0.041035,0.063286,0.076314,0.09392,0.108681,0.12588,0.140909,0.160237,0.176337,0.194013,0.207434,0.226463,0.23864,0.255371,0.267127,0.284298,0.292947,0.009226,0.023372,0.036596,0.047174,0.058369,0.066788,0.081535,0.09322,0.106106,0.114887,0.129444,0.141227,0.154428,0.165805,0.177933,0.186885,0.199954,0.20723,hiphop
0.150508,0.275242,0.452082,0.603554,0.793529,0.927858,1.100111,1.225838,1.404018,1.532743,1.692566,1.829916,1.999344,2.11192,2.258012,2.344928,2.485636,2.572763,0.037195,0.051974,0.061785,0.06955,0.067514,0.073269,0.073467,0.082088,0.082144,0.080476,0.080412,0.07869,0.076441,0.070032,0.069798,0.067731,0.069155,0.074724,0.02143,0.037247,0.062213,0.0737,0.092389,0.110347,0.129297,0.142141,0.163003,0.179918,0.198536,0.212799,0.230972,0.242239,0.258149,0.267617,0.284762,0.295014,0.014053,0.017084,0.025152,0.040183,0.056526,0.06432,0.077313,0.088185,0.1028,0.110751,0.122438,0.135344,0.151206,0.163622,0.176783,0.185351,0.195259,0.202087,hiphop
0.178026,0.331991,0.477646,0.635132,0.779474,0.902381,1.060518,1.209498,1.361009,1.487385,1.65973,1.790752,1.958579,2.07714,2.233482,2.332337,2.484523,2.572047,0.032525,0.038194,0.041286,0.044759,0.042529,0.053065,0.057035,0.067317,0.062758,0.064614,0.068323,0.061968,0.062189,0.061758,0.064398,0.062108,0.063462,0.067083,0.028596,0.042581,0.059572,0.074235,0.090069,0.103753,0.121928,0.138293,0.154585,0.169026,0.188487,0.203026,0.221824,0.236148,0.253439,0.26557,0.282312,0.29254,0.009521,0.022363,0.035609,0.045901,0.057852,0.067667,0.080919,0.092645,0.105623,0.115826,0.129442,0.141812,0.156443,0.165247,0.17853,0.18594,0.199399,0.205695,hiphop
0.207077,0.356774,0.500949,0.63538,0.797732,0.912685,1.063415,1.195833,1.358596,1.491689,1.659287,1.783815,1.955437,2.078859,2.233997,2.336861,2.480395,2.60228,0.055945,0.055803,0.062239,0.065798,0.063919,0.066204,0.075246,0.083691,0.082302,0.094101,0.087907,0.088661,0.084489,0.083236,0.083425,0.087244,0.097426,0.112024,0.028367,0.044508,0.063459,0.078788,0.094114,0.107869,0.124055,0.139243,0.15566,0.170636,0.189749,0.202435,0.222237,0.236837,0.254896,0.267016,0.283291,0.296835,0.01216,0.021833,0.032816,0.041579,0.057535,0.064272,0.075754,0.085507,0.101453,0.110571,0.124688,0.136365,0.151175,0.161194,0.173761,0.18182,0.192503,0.200619,hiphop
0.17863,0.349721,0.487595,0.65741,0.805038,0.932569,1.084136,1.227288,1.390696,1.504846,1.674904,1.806902,1.962983,2.084509,2.233157,2.330731,2.480259,2.576703,0.068045,0.051484,0.061697,0.056667,0.058082,0.065119,0.072839,0.07815,0.068691,0.073121,0.076253,0.066323,0.065267,0.066259,0.066422,0.066643,0.070964,0.07617,0.033785,0.042712,0.061423,0.076195,0.093955,0.108979,0.130229,0.144535,0.163621,0.177991,0.198525,0.213593,0.227324,0.239665,0.256308,0.266333,0.283067,0.293041,0.014223,0.02628,0.032518,0.046318,0.057279,0.06687,0.073403,0.086684,0.09963,0.107229,0.119595,0.131472,0.149426,0.161396,0.174295,0.183837,0.19602,0.205028,hiphop
0.152634,0.377068,0.599851,0.730452,0.869953,1.025062,1.170679,1.309851,1.473292,1.617865,1.793009,1.955723,2.111684,2.249772,2.411349,2.549935,2.694726,2.836358,0.069432,0.090226,0.078392,0.065744,0.076315,0.07339,0.071088,0.0773,0.080696,0.08746,0.082388,0.089804,0.087474,0.087357,0.082233,0.07644,0.077107,0.082399,0.036741,0.050818,0.073745,0.087086,0.101485,0.119565,0.134139,0.151166,0.175533,0.189092,0.205561,0.224773,0.243214,0.256913,0.27537,0.289348,0.305976,0.323795,0.014937,0.034297,0.040288,0.052516,0.062743,0.073612,0.08817,0.097398,0.106055,0.11827,0.13766,0.150961,0.1631,0.17738,0.190782,0.204577,0.216015,0.224076,hiphop
0.155905,0.323719,0.498587,0.646099,0.817675,0.970094,1.116285,1.28948,1.471226,1.599315,1.740178,1.904874,2.073871,2.224915,2.379742,2.515567,2.683423,2.852931,0.052821,0.06474,0.072441,0.077212,0.083318,0.085147,0.097946,0.100947,0.08254,0.084171,0.092202,0.097417,0.083344,0.081946,0.085895,0.083654,0.083423,0.079615,0.033909,0.047517,0.068189,0.082263,0.098501,0.115526,0.13398,0.15464,0.169949,0.18389,0.198964,0.217751,0.236644,0.253535,0.270551,0.286322,0.304569,0.324771,0.013375,0.023843,0.032632,0.044948,0.057473,0.070185,0.078172,0.087429,0.110124,0.119884,0.13194,0.144495,0.160687,0.173362,0.18631,0.197789,0.213269,0.226767,hiphop
0.164921,0.347916,0.512757,0.672133,0.799209,0.956161,1.076132,1.216901,1.443895,1.620239,1.782404,1.927873,2.087643,2.244972,2.402361,2.541953,2.691903,2.858186,0.04849,0.060623,0.074531,0.062842,0.076776,0.076494,0.081484,0.117586,0.096217,0.091556,0.080588,0.079095,0.085696,0.082015,0.083323,0.083191,0.08588,0.086707,0.026734,0.042645,0.060527,0.07814,0.097602,0.113248,0.127937,0.143824,0.164681,0.186114,0.203572,0.218961,0.237152,0.255997,0.273505,0.291608,0.307639,0.326462,0.009456,0.024231,0.037359,0.050594,0.057293,0.068809,0.077776,0.084324,0.106796,0.119697,0.135903,0.15007,0.162487,0.174818,0.188184,0.197111,0.210597,0.224589,hiphop
0.166645,0.357774,0.524257,0.676497,0.850504,0.991463,1.14142,1.298098,1.45655,1.604747,1.76631,1.935041,2.103849,2.24218,2.401497,2.537841,2.692736,2.837723,0.0604,0.069345,0.075223,0.081454,0.067239,0.072929,0.075764,0.082919,0.091651,0.088362,0.075697,0.072076,0.071361,0.077324,0.082803,0.080953,0.086355,0.088922,0.031952,0.044428,0.065224,0.081591,0.10237,0.116819,0.133334,0.148239,0.168791,0.187293,0.205456,0.226837,0.244295,0.258813,0.275418,0.292551,0.309343,0.323867,0.015133,0.022282,0.031824,0.041609,0.054166,0.066985,0.080325,0.095559,0.10426,0.114966,0.130572,0.142643,0.158767,0.171105,0.185531,0.195177,0.208314,0.222541,hiphop
0.154512,0.372066,0.540007,0.737997,0.90362,1.066265,1.217327,1.366616,1.508637,1.666415,1.800274,1.95114,2.09993,2.254967,2.404851,2.561283,2.7147,2.853647,0.049561,0.043526,0.04938,0.053802,0.060287,0.060749,0.058253,0.052815,0.06131,0.059286,0.066628,0.065379,0.069328,0.073649,0.068209,0.077795,0.070306,0.072341,0.020545,0.048799,0.064681,0.085218,0.104491,0.122101,0.139918,0.157214,0.172786,0.191793,0.206736,0.224053,0.239664,0.257335,0.273943,0.291918,0.309556,0.325136,0.01213,0.024722,0.036003,0.052667,0.064281,0.078853,0.090748,0.103773,0.114981,0.127252,0.137569,0.150386,0.164002,0.176284,0.190573,0.201767,0.215901,0.227574,hiphop
0.203445,0.35182,0.49926,0.654876,0.848791,0.982273,1.112183,1.266133,1.425711,1.598942,1.792647,1.957927,2.121873,2.281398,2.435172,2.593275,2.737219,2.880917,0.046696,0.042369,0.053292,0.060344,0.048726,0.048393,0.058407,0.067235,0.065619,0.071795,0.06808,0.068356,0.073157,0.076523,0.078934,0.075898,0.074414,0.075568,0.036463,0.043647,0.068603,0.084515,0.102548,0.115367,0.130699,0.147402,0.16629,0.186421,0.207884,0.224847,0.24462,0.263793,0.280861,0.297686,0.312685,0.328246,0.015021,0.029848,0.039922,0.045249,0.059392,0.072788,0.080948,0.093244,0.105111,0.118518,0.135496,0.151556,0.163537,0.176047,0.188929,0.203797,0.217069,0.230082,hiphop
0.139194,0.321621,0.488516,0.626627,0.7656,0.907244,1.067422,1.271795,1.444188,1.601664,1.765389,1.914158,2.073771,2.226927,2.39213,2.551219,2.707286,2.862648,0.063015,0.062911,0.060538,0.065969,0.066688,0.069673,0.08515,0.083848,0.085113,0.086214,0.084574,0.08515,0.085697,0.08411,0.08461,0.080953,0.076561,0.07615,0.028119,0.046286,0.065544,0.078609,0.09057,0.106,0.123533,0.144154,0.164178,0.182847,0.201737,0.21893,0.236471,0.254164,0.271892,0.289685,0.307485,0.325404,0.011454,0.026126,0.033939,0.04312,0.054091,0.064766,0.078374,0.097635,0.112345,0.124865,0.138129,0.150006,0.163113,0.174318,0.188897,0.202801,0.216226,0.228881,hiphop
0.175353,0.393165,0.558371,0.683475,0.82427,0.967375,1.123172,1.280972,1.448295,1.587507,1.762716,1.907106,2.055703,2.203192,2.375945,2.534991,2.703878,2.86334,0.050426,0.058841,0.055419,0.059458,0.066562,0.07227,0.070166,0.076231,0.065766,0.065276,0.068934,0.067728,0.075656,0.084714,0.079735,0.072341,0.075305,0.076102,0.024133,0.051009,0.067225,0.081801,0.101475,0.115293,0.135904,0.156074,0.174535,0.186561,0.206823,0.221608,0.236328,0.252615,0.273238,0.290289,0.308275,0.325815,0.024232,0.033997,0.045503,0.05301,0.064677,0.077167,0.088818,0.103097,0.115285,0.126145,0.141925,0.151711,0.163052,0.173358,0.186732,0.201069,0.215561,0.229073,hiphop
0.210257,0.369609,0.531721,0.68409,0.850271,1.008729,1.144123,1.287205,1.437431,1.580329,1.735628,1.899978,2.06385,2.219786,2.383452,2.535221,2.692954,2.848755,0.042596,0.060082,0.054656,0.056943,0.059269,0.058564,0.063849,0.067742,0.063096,0.061224,0.068663,0.069105,0.066305,0.068021,0.066281,0.06775,0.069025,0.070838,0.028261,0.048344,0.064252,0.078558,0.098651,0.115798,0.130902,0.146435,0.164215,0.179435,0.198615,0.216579,0.235385,0.252531,0.271717,0.28942,0.306169,0.324784,0.011344,0.023176,0.035651,0.049003,0.061769,0.074958,0.085537,0.097727,0.109894,0.123564,0.133176,0.148016,0.161996,0.175671,0.189021,0.200936,0.215667,0.227307,hiphop
0.143527,0.346827,0.52023,0.68,0.826833,0.984608,1.130184,1.300974,1.489655,1.645954,1.794859,1.934536,2.082332,2.230406,2.392211,2.52955,2.683492,2.845634,0.069598,0.071015,0.072608,0.067617,0.080676,0.078905,0.088334,0.093565,0.090394,0.080658,0.075951,0.079611,0.081656,0.084607,0.07821,0.079199,0.085571,0.079775,0.031208,0.049775,0.06622,0.081146,0.098105,0.114286,0.130144,0.148436,0.168822,0.186945,0.203449,0.219788,0.236246,0.253154,0.272557,0.28698,0.304228,0.323162,0.013934,0.020829,0.032025,0.045882,0.05574,0.069245,0.079898,0.094922,0.112383,0.126107,0.139589,0.150173,0.162932,0.174975,0.188144,0.200903,0.213092,0.227116,hiphop
0.176679,0.391701,0.531426,0.676555,0.828329,0.968149,1.10968,1.257712,1.417587,1.577392,1.732247,1.884412,2.046846,2.21361,2.377115,2.54101,2.711398,2.888119,0.072378,0.060201,0.052632,0.063099,0.064567,0.073492,0.07955,0.09564,0.094533,0.103559,0.105082,0.098779,0.10107,0.09798,0.096726,0.103324,0.100018,0.094783,0.045377,0.052808,0.069394,0.086653,0.101514,0.116491,0.131574,0.14777,0.165484,0.183324,0.19753,0.213264,0.231628,0.250021,0.268587,0.28743,0.306972,0.327413,0.020787,0.031458,0.039737,0.049672,0.062879,0.073643,0.085549,0.095391,0.10812,0.120387,0.133497,0.148008,0.161216,0.175212,0.188772,0.201582,0.21553,0.229755,hiphop
0.194912,0.348965,0.529819,0.695943,0.866062,0.998784,1.145646,1.270181,1.462731,1.610935,1.777013,1.933525,2.103679,2.26267,2.428024,2.580687,2.734031,2.896646,0.057322,0.072428,0.08573,0.098558,0.091537,0.101637,0.098411,0.109956,0.094128,0.082402,0.082371,0.083305,0.080712,0.084586,0.085925,0.080778,0.076173,0.085191,0.029255,0.046118,0.070472,0.09123,0.111242,0.130081,0.146471,0.156101,0.177741,0.192988,0.210084,0.227954,0.24649,0.261562,0.280291,0.296235,0.311792,0.329893,0.018132,0.026454,0.034388,0.042753,0.054941,0.06408,0.075296,0.086521,0.103499,0.118128,0.130218,0.14348,0.158206,0.173669,0.187289,0.201972,0.21723,0.229944,hiphop
0.184294,0.343912,0.51066,0.651457,0.800565,0.931466,1.080955,1.229652,1.408723,1.570766,1.738214,1.899245,2.057979,2.224185,2.38024,2.550054,2.724472,2.893287,0.049419,0.045738,0.062398,0.057296,0.054231,0.065805,0.06962,0.097048,0.089903,0.077811,0.074467,0.07065,0.071541,0.071366,0.067998,0.072193,0.071743,0.073492,0.034604,0.045784,0.065163,0.07698,0.093022,0.107625,0.124044,0.14162,0.160145,0.17747,0.19616,0.214617,0.232227,0.251177,0.26857,0.288126,0.308505,0.328012,0.014518,0.02353,0.034612,0.046668,0.059674,0.071374,0.0841,0.095351,0.109861,0.124164,0.138164,0.152005,0.165562,0.179147,0.193322,0.206339,0.220113,0.23351,hiphop
