@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_scf

@attribute Mean_Acc1000_Mean_Mem40_SCF_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_18_f17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_19_f18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20_f19 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_21_f20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_22_f21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_23_f22 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_24_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_2_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_4_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_5_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_6_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_7_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_10_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_11_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_12_f35 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13_f36 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14_f37 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_15_f38 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_16_f39 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_17_f40 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_18_f41 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_19_f42 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_20_f43 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21_f44 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_22_f45 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_23_f46 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_24_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_2_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_3_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_4_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_6_f53 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_7_f54 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_8_f55 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9_f56 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_10_f57 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_11_f58 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_12_f59 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_13_f60 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_14_f61 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_15_f62 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_16_f63 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_17_f64 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_18_f65 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_19_f66 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_20_f67 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21_f68 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_22_f69 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_23_f70 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_24_f71 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1_f72 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_2_f73 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3_f74 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4_f75 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_5_f76 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_6_f77 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_7_f78 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8_f79 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9_f80 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_10_f81 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_11_f82 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_12_f83 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_13_f84 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_14_f85 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_15_f86 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_16_f87 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_17_f88 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_18_f89 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_19_f90 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20_f91 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_21_f92 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_22_f93 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_23_f94 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_24_f95 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
1.472729,1.792656,1.788339,2.063784,2.017536,2.384904,2.624561,2.51332,2.877752,3.004215,3.401197,3.998386,3.930371,3.924399,4.324709,4.909592,5.115283,4.98924,5.956855,5.241357,9.297651,0.9805,0.9805,0.9805,0.284693,0.425946,0.431968,0.544762,0.516435,0.639655,0.770044,0.668754,0.838348,0.909552,1.055189,1.396574,1.204606,1.170293,1.363245,1.7121,1.71642,1.699341,2.599639,1.743617,3.093687,0.015642,0.015642,0.015642,0.175035,0.218144,0.227962,0.272013,0.253679,0.299687,0.34909,0.330694,0.432057,0.429325,0.491284,0.643274,0.602191,0.620724,0.624635,0.694929,0.770224,0.837207,0.865534,0.652149,1.298333,0.111612,0.111612,0.111612,0.079082,0.102291,0.092324,0.109599,0.101739,0.149772,0.178983,0.146542,0.204924,0.193891,0.236507,0.333615,0.27506,0.331971,0.365108,0.454159,0.508946,0.617944,0.505462,0.511292,0.87319,0.080111,0.080111,0.080111,metal
1.505344,1.775848,1.730311,2.010766,2.005341,2.29023,2.560545,2.49385,2.800546,2.890597,3.324703,3.78693,3.965651,3.973361,4.43268,4.895222,4.922908,4.765653,5.279281,5.342095,9.551786,0.9805,0.9805,0.9805,0.296005,0.41689,0.416933,0.51947,0.515461,0.621787,0.72752,0.695797,0.80906,0.832128,1.039511,1.272799,1.232912,1.295334,1.482413,1.787319,1.714977,1.560763,1.983978,1.767667,3.392647,0.015642,0.015642,0.015642,0.172951,0.22598,0.204877,0.239971,0.24239,0.268816,0.334646,0.311236,0.359483,0.372439,0.436175,0.56188,0.507082,0.511648,0.612828,0.679222,0.688748,0.655171,0.695281,0.745062,1.409533,0.111612,0.111612,0.111612,0.087904,0.09104,0.095587,0.11178,0.102099,0.119963,0.155808,0.151689,0.15546,0.196134,0.183462,0.262492,0.265664,0.29113,0.323866,0.401136,0.476807,0.439256,0.44622,0.408452,0.629986,0.080111,0.080111,0.080111,metal
1.530532,1.733537,1.77788,2.077025,1.997301,2.518764,2.656882,2.648891,3.190524,3.833161,3.774096,3.808137,3.994135,4.094188,4.076425,4.916495,5.625517,5.471489,7.160328,5.873309,10.340641,0.9805,0.9805,0.9805,0.279699,0.396783,0.401303,0.527459,0.478505,0.646739,0.699324,0.688526,0.878385,1.189075,1.094883,1.291215,1.247418,1.333297,1.252519,1.563844,2.021605,1.837997,2.938335,1.923786,3.490672,0.015642,0.015642,0.015642,0.196595,0.219615,0.216373,0.289209,0.236574,0.510644,0.432151,0.469773,0.640088,1.056655,0.753837,0.569656,0.534573,0.649158,0.569771,0.643047,0.828659,1.106587,1.729637,0.829401,1.748788,0.111612,0.111612,0.111612,0.080555,0.098548,0.124947,0.115078,0.116393,0.226514,0.189543,0.191366,0.209383,0.452601,0.316049,0.385809,0.25993,0.456809,0.53269,0.357576,0.609467,0.664631,0.717432,0.503256,0.97586,0.080111,0.080111,0.080111,metal
1.505228,1.759655,1.817965,2.213741,2.0961,2.336177,2.508031,2.406593,2.764384,2.868854,2.959904,3.136059,3.74823,3.648866,3.854537,4.297126,4.316563,5.042688,5.190155,5.169793,8.378253,0.9805,0.9805,0.9805,0.297909,0.39874,0.399847,0.564102,0.52989,0.639206,0.705228,0.652796,0.808915,0.832621,0.826308,0.930769,1.231019,1.066987,1.11274,1.388609,1.373449,1.689661,1.860878,1.575888,2.650028,0.015642,0.015642,0.015642,0.178842,0.225495,0.249483,0.320505,0.272152,0.291737,0.328699,0.302057,0.353419,0.345941,0.352479,0.398185,0.510812,0.450866,0.452734,0.539215,0.54944,0.658951,1.105394,0.718878,1.189153,0.111612,0.111612,0.111612,0.089395,0.092953,0.10543,0.105885,0.106583,0.121917,0.115163,0.115714,0.1762,0.18794,0.216266,0.162662,0.266739,0.286179,0.295685,0.356251,0.319163,0.475915,0.675576,0.402283,0.618302,0.080111,0.080111,0.080111,metal
1.485262,1.856212,1.854438,2.054562,2.06308,2.243402,2.909969,2.683356,3.216308,3.127913,3.577275,3.69812,3.737011,4.105509,4.10471,4.742167,4.659734,4.796627,5.220729,6.2569,10.817414,0.9805,0.9805,0.9805,0.28969,0.461534,0.458483,0.504615,0.559048,0.615005,0.950114,0.702218,1.119409,1.000577,1.30436,1.34667,1.160942,1.332089,1.421401,1.499948,1.563802,1.532179,1.847647,2.232983,4.019659,0.015642,0.015642,0.015642,0.184783,0.22444,0.228423,0.239061,0.278489,0.271057,0.458353,0.408622,0.613672,0.414494,0.492957,0.521586,0.524586,0.616363,0.573714,0.623987,0.813716,0.656102,0.777954,0.925038,2.430897,0.111612,0.111612,0.111612,0.076556,0.093744,0.089456,0.111857,0.122823,0.16512,0.184056,0.125718,0.219877,0.220568,0.271293,0.256227,0.224236,0.324296,0.355148,0.250692,0.457374,0.372472,0.540549,0.575353,1.176731,0.080111,0.080111,0.080111,metal
1.503827,1.80544,1.761487,2.038783,2.058838,2.183547,2.48055,2.49677,2.818247,2.891268,3.040632,3.306715,3.483164,3.625973,3.97712,4.290587,4.542711,5.057716,5.274012,6.170832,9.341304,0.9805,0.9805,0.9805,0.295199,0.445051,0.404183,0.532112,0.543764,0.56283,0.719098,0.750662,0.855015,0.851775,0.926998,1.052656,1.055912,1.127897,1.294769,1.417575,1.464124,1.714345,1.845369,2.379327,3.157294,0.015642,0.015642,0.015642,0.178315,0.229071,0.221517,0.244286,0.24972,0.260688,0.330765,0.321307,0.377644,0.379094,0.390114,0.427609,0.463013,0.468513,0.544284,0.512461,0.547616,0.701856,0.869646,1.069354,1.258771,0.111612,0.111612,0.111612,0.087687,0.086527,0.089479,0.112419,0.120924,0.122524,0.11422,0.112236,0.167294,0.157936,0.206206,0.255362,0.207745,0.251585,0.295152,0.316647,0.347518,0.382083,0.504939,0.926883,0.768545,0.080111,0.080111,0.080111,metal
1.396619,1.83424,1.810269,2.03221,2.033487,2.207096,2.362453,2.353167,2.728092,2.865619,3.287727,3.506525,3.426081,3.764752,3.955819,5.043609,5.078075,5.667513,7.376387,7.636019,8.937772,0.9805,0.9805,0.9805,0.280934,0.42814,0.44132,0.501938,0.515845,0.561095,0.68482,0.627177,0.775206,0.855379,1.012429,1.156011,1.038261,1.152418,1.190758,1.621866,1.754987,1.98317,2.605494,3.161379,3.99375,0.015642,0.015642,0.015642,0.170461,0.246435,0.225192,0.243758,0.235946,0.261873,0.301333,0.27975,0.340421,0.372807,0.434071,0.520563,0.442096,0.485966,0.524157,0.633552,0.735699,0.806043,1.121407,1.179483,1.959731,0.111612,0.111612,0.111612,0.079632,0.102971,0.108099,0.119789,0.139849,0.131066,0.124276,0.134753,0.171117,0.183677,0.220768,0.236512,0.217917,0.218775,0.284836,0.306019,0.328386,0.396739,0.507442,0.765007,1.093727,0.080111,0.080111,0.080111,metal
1.510728,1.815665,1.765781,2.036254,2.047984,2.210701,2.558781,2.424923,2.846612,2.886436,3.053053,3.383299,3.564483,3.708857,4.015792,4.380585,4.862633,5.212253,5.116271,6.500046,9.279894,0.9805,0.9805,0.9805,0.294143,0.426752,0.426638,0.531882,0.550426,0.587582,0.738238,0.71426,0.864485,0.872111,0.973563,1.068936,1.148985,1.184281,1.295902,1.462213,1.713022,1.875736,1.694923,2.420773,3.042741,0.015642,0.015642,0.015642,0.185866,0.212338,0.214035,0.250424,0.253368,0.271986,0.306714,0.318975,0.39074,0.386161,0.396069,0.429148,0.455715,0.44835,0.576887,0.597181,0.777692,1.082565,0.72696,1.225168,1.281821,0.111612,0.111612,0.111612,0.07884,0.099575,0.115656,0.109171,0.108597,0.132265,0.184923,0.161521,0.16352,0.192796,0.202694,0.262915,0.278834,0.316263,0.320399,0.303505,0.445999,0.655226,0.411679,0.594854,0.680372,0.080111,0.080111,0.080111,metal
1.420291,1.847506,1.768393,2.078645,2.087808,2.302482,2.628952,2.589682,2.815093,3.001616,3.1393,3.427181,3.495312,3.678155,3.887323,4.209637,4.72791,5.188031,5.171187,6.448232,9.234372,0.9805,0.9805,0.9805,0.296624,0.457886,0.413786,0.549124,0.565879,0.631586,0.723003,0.784544,0.859276,0.904506,1.003997,1.096021,1.121324,1.127852,1.241854,1.332575,1.662677,1.847085,1.768104,2.316218,3.208963,0.015642,0.015642,0.015642,0.16645,0.226719,0.215681,0.260989,0.279436,0.349203,0.406431,0.337805,0.349715,0.442208,0.498631,0.517009,0.47331,0.47959,0.492404,0.522797,0.655764,0.718365,0.835178,1.081554,1.462434,0.111612,0.111612,0.111612,0.078079,0.085474,0.087897,0.11426,0.104377,0.112879,0.176153,0.133073,0.133456,0.231621,0.243303,0.316262,0.266352,0.254879,0.250413,0.256041,0.337499,0.382744,0.432692,0.468228,0.827075,0.080111,0.080111,0.080111,metal
1.473546,1.841877,1.907201,2.148992,2.146194,2.343899,2.871752,2.847059,3.152773,3.151471,3.586669,3.955269,3.890427,3.949689,4.258317,5.01071,5.042557,5.136206,5.640342,6.511018,9.426503,0.9805,0.9805,0.9805,0.290536,0.408515,0.443642,0.563031,0.567567,0.601217,0.8819,0.872651,0.962043,0.970818,1.210801,1.43599,1.257678,1.310163,1.495642,1.952544,1.83985,1.761399,2.143392,2.769445,3.423466,0.015642,0.015642,0.015642,0.191075,0.238657,0.256164,0.309484,0.273653,0.298541,0.410509,0.561998,0.480553,0.46272,0.563499,0.558584,0.570288,0.558196,0.587342,0.823055,0.806366,0.754227,0.894274,1.178809,1.223217,0.111612,0.111612,0.111612,0.077323,0.106503,0.104079,0.152738,0.128652,0.180761,0.220922,0.272317,0.284171,0.215804,0.286046,0.262468,0.295076,0.340759,0.349224,0.520047,0.555988,0.546572,0.666832,0.704102,0.753627,0.080111,0.080111,0.080111,metal
1.440554,1.754941,1.86082,2.080126,2.226348,2.410055,2.925256,2.711844,2.902493,3.261749,3.554914,3.93596,4.000923,4.089108,4.803143,4.567555,4.836641,5.777364,7.061175,8.712289,11.485053,0.9805,0.9805,0.9805,0.296495,0.391756,0.451708,0.472489,0.615645,0.621516,0.930247,0.724041,0.876169,1.025964,1.198489,1.44554,1.301786,1.324121,1.866618,1.648937,1.760695,1.967952,2.777849,3.179716,4.707444,0.015642,0.015642,0.015642,0.1836,0.223089,0.232144,0.27064,0.286705,0.316854,0.445227,0.364569,0.526034,0.523316,0.657861,0.643568,0.661328,0.836195,0.895573,0.921143,0.877802,1.063603,0.941488,1.14022,1.624986,0.111612,0.111612,0.111612,0.060877,0.092903,0.08009,0.111364,0.129475,0.16848,0.198875,0.147714,0.230148,0.252718,0.38663,0.350947,0.338052,0.475303,0.715937,0.638922,0.505285,0.643621,0.597502,0.633744,0.939674,0.080111,0.080111,0.080111,metal
1.501515,1.856217,1.870118,2.157786,2.164813,2.346111,2.682074,2.562686,2.803784,3.225209,3.168526,3.799797,3.876494,4.034589,4.784435,5.120536,4.654632,6.383825,6.391957,5.808335,8.452019,0.9805,0.9805,0.9805,0.285762,0.453298,0.434713,0.535738,0.534693,0.580073,0.702946,0.690985,0.794036,0.876987,0.888582,1.333821,1.220771,1.324798,1.625635,1.895206,1.572749,2.345104,2.822467,2.046377,2.917122,0.015642,0.015642,0.015642,0.179433,0.219446,0.254633,0.270532,0.26293,0.295886,0.377248,0.370645,0.381768,0.436819,0.444793,0.706524,0.762244,0.777763,0.946242,1.008578,0.876642,1.367757,1.550845,0.920189,1.269956,0.111612,0.111612,0.111612,0.086014,0.09833,0.103663,0.131118,0.128101,0.152887,0.158006,0.179148,0.214666,0.171225,0.239572,0.434207,0.341783,0.367891,0.539668,0.600389,0.455044,0.732801,1.179792,0.527773,1.075891,0.080111,0.080111,0.080111,metal
1.474123,1.721499,1.805377,2.10422,2.059376,2.505877,2.745541,2.874216,3.300331,3.389979,3.526308,4.014015,4.065055,4.17289,4.547509,4.810634,5.09501,5.894265,6.004185,6.697679,9.964305,0.9805,0.9805,0.9805,0.294135,0.411025,0.418445,0.562209,0.539733,0.702989,0.813483,0.809791,0.907847,1.121917,1.179392,1.415271,1.37598,1.455424,1.693625,1.627648,1.858028,2.280959,2.347818,2.475388,3.496221,0.015642,0.015642,0.015642,0.182547,0.219726,0.24115,0.297465,0.286452,0.302053,0.371556,0.465526,0.604839,0.713544,0.538772,0.676668,0.598794,0.570596,0.686479,0.736209,0.854233,1.128272,0.908516,1.352862,1.466877,0.111612,0.111612,0.111612,0.073096,0.110538,0.113077,0.110485,0.103473,0.200443,0.246028,0.200495,0.212262,0.301553,0.253343,0.297454,0.310734,0.41012,0.422062,0.372986,0.472109,0.718666,0.601085,0.811314,0.669516,0.080111,0.080111,0.080111,metal
1.512384,1.768282,1.839558,2.143517,2.129069,2.308487,2.616491,2.482954,2.913302,2.968829,3.285531,3.565696,3.705986,3.873097,3.996229,4.939662,5.019972,5.254578,5.24136,5.433987,8.937361,0.9805,0.9805,0.9805,0.288743,0.407906,0.442063,0.555954,0.576918,0.582618,0.785576,0.699309,0.931319,0.927429,1.071628,1.229155,1.16234,1.274328,1.37508,1.770359,2.066524,1.964916,1.995367,1.88065,3.302329,0.015642,0.015642,0.015642,0.195797,0.224581,0.242921,0.305777,0.327589,0.313211,0.377956,0.352037,0.43142,0.411305,0.50699,0.508999,0.615409,0.556828,0.669444,0.761705,0.897589,0.942171,0.718636,0.792703,1.384413,0.111612,0.111612,0.111612,0.076379,0.083237,0.083042,0.114662,0.129228,0.135745,0.18572,0.158067,0.222961,0.216793,0.276553,0.313874,0.407396,0.353322,0.415114,0.437149,0.62488,0.660736,0.547967,0.424003,0.993177,0.080111,0.080111,0.080111,metal
1.533755,1.841458,1.784494,2.054189,2.086002,2.36437,2.674395,2.70841,2.914557,3.378737,3.922543,4.115484,4.521664,5.099792,5.442775,5.782151,6.758983,7.779507,7.917171,7.726021,9.208957,0.9805,0.9805,0.9805,0.293073,0.448156,0.430616,0.496601,0.522281,0.602266,0.813874,0.855116,0.867492,1.183106,1.356541,1.481632,1.624326,1.971157,2.212131,2.404807,2.676874,3.072033,3.957747,3.621568,2.971646,0.015642,0.015642,0.015642,0.178945,0.241623,0.224381,0.266495,0.281298,0.291119,0.410131,0.431547,0.474717,0.614548,0.79129,0.827753,0.879862,1.230852,1.267652,1.169396,1.64791,1.9529,1.703272,1.722496,1.21762,0.111612,0.111612,0.111612,0.088708,0.084974,0.086539,0.103813,0.105976,0.161626,0.177639,0.189351,0.179266,0.350556,0.340065,0.352555,0.381153,0.628594,0.638654,0.617784,0.864311,1.077501,1.166284,1.361676,0.827999,0.080111,0.080111,0.080111,metal
1.514252,1.825311,1.866582,2.163016,2.268951,2.462399,2.627761,2.554694,2.858808,3.00796,3.381464,3.501041,3.642738,3.822528,4.093268,4.465473,4.877213,4.80857,5.262191,5.890081,8.681359,0.9805,0.9805,0.9805,0.297271,0.436128,0.449792,0.551128,0.673137,0.670079,0.773888,0.738866,0.86355,0.885628,1.116525,1.171931,1.208984,1.177557,1.334368,1.497515,1.814765,1.646903,1.88634,2.042066,3.1581,0.015642,0.015642,0.015642,0.180649,0.231125,0.236412,0.287745,0.275492,0.355714,0.391973,0.346982,0.356779,0.411839,0.470887,0.452363,0.525566,0.484201,0.5443,0.595938,0.740649,0.742982,0.828903,0.905538,1.27703,0.111612,0.111612,0.111612,0.084358,0.104593,0.097117,0.116695,0.131438,0.121485,0.148317,0.173171,0.18494,0.201165,0.242511,0.218019,0.369712,0.330357,0.352972,0.318416,0.506131,0.45748,0.479636,0.42169,0.958113,0.080111,0.080111,0.080111,metal
1.434427,1.7935,1.912799,2.184522,2.106621,2.425049,2.67939,2.531436,3.17548,3.229283,3.544877,3.771453,3.905221,4.157204,4.004948,4.303294,4.673242,5.158689,5.286349,6.326131,9.192798,0.9805,0.9805,0.9805,0.294445,0.373752,0.432963,0.558281,0.55951,0.665701,0.76706,0.65404,0.925631,1.035382,1.144838,1.244839,1.323645,1.441605,1.288864,1.391523,1.576629,1.862675,1.852223,2.292993,3.044129,0.015642,0.015642,0.015642,0.165348,0.206635,0.24761,0.282221,0.278851,0.358475,0.343598,0.335503,0.470263,0.478712,0.48545,0.573605,0.576334,0.580006,0.514323,0.646081,0.623473,0.750112,0.773507,0.963142,1.312201,0.111612,0.111612,0.111612,0.08329,0.112837,0.102884,0.121104,0.112628,0.197261,0.177839,0.153453,0.170045,0.262957,0.225252,0.237538,0.289976,0.332801,0.300281,0.283338,0.307639,0.378341,0.358099,0.512744,0.464224,0.080111,0.080111,0.080111,metal
1.476535,1.79776,1.917608,2.396654,2.408458,2.752376,2.822835,2.900951,3.354098,3.535017,3.666009,3.917677,3.964741,4.379171,4.937475,5.399346,5.726812,6.327346,5.591087,6.311587,9.372058,0.9805,0.9805,0.9805,0.27887,0.415184,0.446772,0.647489,0.614278,0.809136,0.832331,0.888744,1.024182,1.141334,1.328034,1.496275,1.445232,1.543801,1.89719,2.176607,2.405852,2.922799,2.173545,2.355471,3.586211,0.015642,0.015642,0.015642,0.177071,0.21613,0.239707,0.327419,0.310991,0.450977,0.41067,0.474671,0.550433,0.601551,0.661015,0.608809,0.625001,0.713686,0.949874,0.972736,1.243461,1.671155,0.899502,0.935013,1.349417,0.111612,0.111612,0.111612,0.078574,0.107818,0.109505,0.119835,0.127198,0.169102,0.182762,0.209956,0.199693,0.297053,0.381966,0.431865,0.326275,0.375619,0.56224,0.461076,0.818877,1.084724,0.506152,0.701444,0.766217,0.080111,0.080111,0.080111,metal
1.437099,1.872114,2.182861,2.15816,2.068919,2.429539,3.0317,2.81497,3.256063,3.237714,3.470445,4.006893,4.047301,4.342223,4.607651,4.708448,4.983342,5.451941,5.946479,6.191866,8.074107,0.9805,0.9805,0.9805,0.286976,0.390025,0.437746,0.565492,0.455711,0.545081,0.883488,0.745826,0.888742,0.938279,1.049949,1.241067,1.313098,1.449135,1.635742,1.660957,1.95305,2.215234,2.472488,2.505681,2.745448,0.015642,0.015642,0.015642,0.1689,0.233188,0.336345,0.341977,0.25775,0.325304,0.491011,0.386401,0.515778,0.440392,0.455884,0.542361,0.623845,0.663786,0.698281,0.71712,0.891911,0.943922,1.115877,1.138931,1.16358,0.111612,0.111612,0.111612,0.082927,0.104119,0.148374,0.123643,0.117223,0.132716,0.180534,0.162997,0.160372,0.195969,0.267014,0.29183,0.285985,0.380137,0.35468,0.393158,0.686168,0.630643,0.80251,0.964628,0.628763,0.080111,0.080111,0.080111,metal
1.393274,1.88981,1.870828,2.192636,2.189271,2.363565,2.619872,2.66962,3.045571,3.138608,3.520203,3.782925,3.666557,3.667594,3.750729,4.153566,4.970521,5.181451,5.197695,5.622011,9.524146,0.9805,0.9805,0.9805,0.281097,0.419848,0.441993,0.511635,0.58546,0.604223,0.724035,0.747989,1.023997,0.980916,1.15906,1.391668,1.283574,1.201143,1.142432,1.286241,1.718428,1.923481,1.812718,1.982526,3.38875,0.015642,0.015642,0.015642,0.186499,0.267071,0.261044,0.269807,0.289681,0.281015,0.336604,0.346858,0.411205,0.446147,0.543845,0.608495,0.623403,0.497287,0.4737,0.522975,0.624395,0.704727,0.681092,0.856033,1.434042,0.111612,0.111612,0.111612,0.079676,0.10882,0.106311,0.133011,0.13669,0.153763,0.169959,0.180819,0.231619,0.233948,0.233302,0.303694,0.402895,0.239449,0.204655,0.311398,0.361721,0.416309,0.521959,0.585187,0.737903,0.080111,0.080111,0.080111,metal
1.480091,1.827881,1.802938,2.065637,2.076735,2.246462,2.659154,2.749088,3.178702,3.503103,3.86033,4.009522,4.005555,4.411987,4.631562,4.782416,5.521809,5.643124,5.247853,5.503581,8.705849,0.9805,0.9805,0.9805,0.288732,0.429833,0.419347,0.502474,0.529425,0.60466,0.77636,0.803433,0.987109,1.081715,1.4039,1.433248,1.454261,1.746687,1.72089,1.863265,2.130411,2.125526,1.790986,1.882216,2.637439,0.015642,0.015642,0.015642,0.191677,0.249964,0.234693,0.257693,0.271253,0.28928,0.367846,0.397733,0.534805,0.673462,1.088276,0.764967,0.662679,0.855619,0.908066,1.040566,0.997107,0.947052,0.756285,0.785221,1.169791,0.111612,0.111612,0.111612,0.076147,0.08418,0.08999,0.127595,0.128495,0.141962,0.222695,0.184656,0.261556,0.220942,0.590181,0.388217,0.397451,0.555418,0.489794,0.746871,0.588752,0.573197,0.53293,0.52531,0.623942,0.080111,0.080111,0.080111,metal
