@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_spfe

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f4 numeric
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f5 numeric
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f6 numeric
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f7 numeric
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f8 numeric
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f9 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f10 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f11 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.090178,0.138898,0.078843,0.026423,0.037728,0.028331,0.024317,0.024289,0.010445,0.006709,0.012614,0.003926,classical
0.051883,0.191364,0.072701,0.019532,0.127751,0.023042,0.022615,0.136387,0.008509,0.01072,0.146051,0.00543,classical
0.094152,0.210174,0.077433,0.028484,0.08637,0.02592,0.053163,0.106407,0.009256,0.014428,0.107686,0.0054,classical
0.075332,0.171097,0.079917,0.025822,0.053192,0.026588,0.027347,0.043041,0.009817,0.011483,0.017975,0.005779,classical
0.064845,0.112615,0.077874,0.01812,0.04035,0.027452,0.01978,0.040245,0.010689,0.009676,0.015311,0.004767,classical
0.090405,0.197743,0.074926,0.031342,0.083383,0.024938,0.032827,0.054393,0.00935,0.010048,0.071045,0.004503,classical
0.047711,0.113271,0.067991,0.016957,0.051624,0.021738,0.010439,0.025796,0.008785,0.00355,0.032842,0.003239,classical
0.060388,0.165085,0.075004,0.028997,0.111519,0.026136,0.021883,0.068069,0.008271,0.010277,0.045229,0.012677,country
0.079489,0.217591,0.074291,0.031368,0.090052,0.023217,0.013161,0.037444,0.009282,0.008176,0.025789,0.003844,country
0.054727,0.121526,0.078107,0.054287,0.146192,0.026475,0.024258,0.054587,0.01004,0.044714,0.086912,0.00472,country
0.066057,0.169569,0.076861,0.038567,0.118283,0.028492,0.023362,0.064992,0.011061,0.023702,0.058095,0.004304,country
0.076396,0.211704,0.073032,0.032794,0.109586,0.023668,0.0184,0.0562,0.00906,0.007863,0.030943,0.004207,country
0.093696,0.226809,0.077125,0.041702,0.09389,0.025591,0.018953,0.03953,0.009375,0.017925,0.04217,0.005041,country
0.082877,0.217316,0.073322,0.041976,0.136105,0.024356,0.020666,0.053838,0.009216,0.019941,0.046253,0.004745,country
0.062042,0.179257,0.072009,0.029402,0.12444,0.024248,0.017826,0.057655,0.009206,0.007463,0.035104,0.004569,country
0.065245,0.174584,0.07294,0.0277,0.08453,0.023636,0.013793,0.04716,0.009284,0.011061,0.034109,0.00463,country
0.100938,0.263668,0.073135,0.043132,0.107333,0.022593,0.01732,0.047003,0.009604,0.012391,0.042429,0.00405,country
0.059749,0.114216,0.079275,0.033554,0.092477,0.029004,0.026943,0.056705,0.009606,0.029839,0.064476,0.007207,country
0.096953,0.19974,0.082865,0.077683,0.168565,0.029468,0.055474,0.096841,0.01084,0.065439,0.079941,0.005304,country
0.045078,0.080757,0.081155,0.022125,0.063006,0.030232,0.009353,0.02657,0.010529,0.011605,0.041135,0.00423,country
0.093628,0.209064,0.07905,0.046197,0.137884,0.026448,0.028185,0.064574,0.010286,0.021369,0.058642,0.005166,country
0.094319,0.202032,0.078481,0.07584,0.184132,0.026231,0.041235,0.088711,0.009165,0.060424,0.098355,0.006297,country
0.06796,0.13758,0.082343,0.030093,0.076183,0.028869,0.041462,0.09368,0.011158,0.0228,0.044834,0.005568,country
0.045118,0.08343,0.086589,0.017309,0.054732,0.029887,0.013093,0.031443,0.011288,0.006014,0.023501,0.00545,country
0.042374,0.080743,0.0774,0.01306,0.035034,0.027905,0.015116,0.047555,0.010247,0.007268,0.027107,0.005969,country
0.069634,0.151468,0.075756,0.034162,0.082337,0.025874,0.023308,0.054054,0.009475,0.018485,0.045528,0.003854,country
0.042316,0.090262,0.075641,0.017932,0.066746,0.02678,0.022545,0.050578,0.00956,0.009212,0.057345,0.00407,country
0.067395,0.158335,0.086512,0.060963,0.165267,0.032821,0.032969,0.066503,0.011461,0.050721,0.061473,0.007367,country
0.033058,0.053332,0.077302,0.012514,0.033399,0.02462,0.006876,0.017294,0.010021,0.00574,0.020264,0.00367,country
0.053621,0.110352,0.079863,0.019485,0.065907,0.025644,0.015427,0.048998,0.009851,0.007722,0.026887,0.005492,country
0.030095,0.052477,0.078186,0.022733,0.067052,0.029172,0.028039,0.048907,0.010714,0.037481,0.082833,0.006674,country
0.076323,0.154331,0.079583,0.029421,0.07708,0.035486,0.039845,0.096254,0.010117,0.014743,0.036089,0.008178,country
0.046565,0.090551,0.077201,0.023857,0.062142,0.026451,0.024196,0.050023,0.010318,0.020581,0.049515,0.005525,country
0.036267,0.072465,0.076873,0.016876,0.04766,0.030652,0.009589,0.026201,0.009096,0.006631,0.025738,0.004897,country
0.075952,0.162386,0.079787,0.029564,0.067566,0.025949,0.016784,0.040189,0.009969,0.007738,0.019805,0.004835,country
0.047339,0.088916,0.074899,0.016648,0.045255,0.025034,0.017377,0.0372,0.009987,0.008011,0.017907,0.004695,country
0.043163,0.077052,0.076885,0.015229,0.04108,0.027489,0.011184,0.025192,0.00994,0.008101,0.020095,0.004389,country
0.032337,0.039716,0.070059,0.008074,0.019659,0.025804,0.00654,0.0102,0.009252,0.006621,0.027579,0.004874,country
0.069205,0.157365,0.073782,0.036122,0.100661,0.0269,0.02674,0.064701,0.010188,0.02539,0.069728,0.004083,country
0.041615,0.088349,0.071895,0.027099,0.0829,0.026905,0.017081,0.045701,0.009707,0.024853,0.058345,0.007654,country
0.08986,0.188336,0.080935,0.043629,0.103006,0.031387,0.038614,0.088142,0.010805,0.021899,0.042613,0.006713,country
0.08412,0.202379,0.091175,0.062283,0.187915,0.035455,0.023453,0.047082,0.01245,0.031529,0.051752,0.008127,country
0.071028,0.167275,0.07838,0.039204,0.121114,0.026338,0.018803,0.048234,0.009443,0.025519,0.058771,0.005649,country
0.045383,0.09725,0.074443,0.032318,0.093542,0.028979,0.024994,0.057573,0.009818,0.020492,0.041547,0.007751,country
0.058224,0.12401,0.076014,0.037824,0.103127,0.025532,0.025318,0.059626,0.009917,0.028891,0.076476,0.004436,country
0.075619,0.171356,0.07971,0.0373,0.117313,0.028261,0.017513,0.055137,0.010114,0.013986,0.0458,0.005118,country
0.159414,0.411347,0.083116,0.083403,0.193145,0.029323,0.030198,0.073517,0.01123,0.029588,0.039414,0.004595,country
0.071062,0.163629,0.083675,0.031421,0.098171,0.029927,0.016448,0.052699,0.01084,0.013267,0.041036,0.00715,country
0.061478,0.155189,0.079414,0.042031,0.157043,0.030718,0.026524,0.071663,0.010129,0.015965,0.03958,0.006148,country
0.052892,0.115651,0.080086,0.026487,0.094651,0.028215,0.013241,0.039064,0.010381,0.014654,0.044737,0.00451,country
0.101831,0.214794,0.080045,0.044457,0.110747,0.034073,0.023252,0.049056,0.010101,0.024609,0.043971,0.008936,country
0.047743,0.103258,0.074686,0.021739,0.068047,0.029694,0.024949,0.056294,0.010094,0.015149,0.054166,0.007944,country
0.100497,0.216223,0.082733,0.059533,0.130332,0.03067,0.023321,0.049143,0.011205,0.035085,0.062905,0.005483,country
0.090444,0.204567,0.080015,0.044118,0.099205,0.028316,0.029194,0.058603,0.009982,0.012689,0.025275,0.005288,country
0.076945,0.169449,0.075864,0.03257,0.080059,0.025293,0.025569,0.060945,0.009615,0.011794,0.026572,0.004702,country
0.04906,0.088957,0.080328,0.025498,0.071127,0.027064,0.011359,0.029968,0.011172,0.021446,0.05169,0.005989,country
0.06135,0.1124,0.08233,0.021489,0.055883,0.031527,0.018906,0.033777,0.010221,0.008385,0.029766,0.006327,country
0.049437,0.104829,0.081641,0.031127,0.094149,0.031496,0.019629,0.044759,0.010494,0.023605,0.062152,0.005036,country
0.038818,0.073613,0.076653,0.020112,0.056635,0.028308,0.017458,0.045573,0.009747,0.015009,0.041283,0.005718,country
0.023372,0.128292,0.075548,0.010799,0.122059,0.025705,0.014849,0.195948,0.009177,0.011863,0.146966,0.004321,country
0.066163,0.157891,0.082352,0.029687,0.102766,0.029629,0.013805,0.034327,0.010377,0.006913,0.02349,0.00538,country
0.034275,0.055507,0.080822,0.015816,0.054968,0.030298,0.012183,0.027267,0.010399,0.008023,0.031167,0.006141,country
0.053005,0.112607,0.082228,0.018458,0.054231,0.028153,0.010812,0.029434,0.010363,0.007149,0.025204,0.004522,country
0.040728,0.075331,0.076806,0.011506,0.035102,0.027849,0.025171,0.055046,0.010316,0.007697,0.036418,0.004384,country
0.045124,0.092377,0.079828,0.019734,0.065828,0.027342,0.018148,0.055438,0.010934,0.011621,0.050052,0.004539,country
0.041463,0.079921,0.08295,0.020767,0.076815,0.03304,0.010804,0.026518,0.011445,0.007001,0.038918,0.007214,country
0.030575,0.059773,0.085254,0.015052,0.057504,0.032205,0.013806,0.0358,0.010489,0.010106,0.048327,0.006499,country
0.02675,0.068471,0.078638,0.017185,0.095224,0.030456,0.016092,0.055962,0.010815,0.019575,0.111304,0.006595,country
0.030319,0.050856,0.080392,0.012252,0.036639,0.031866,0.012578,0.028481,0.01057,0.007659,0.040903,0.006666,country
0.065873,0.150496,0.084067,0.032635,0.114695,0.030522,0.013021,0.038187,0.010139,0.013851,0.045454,0.006596,country
0.035204,0.086471,0.089629,0.021418,0.114434,0.038633,0.014784,0.043605,0.01169,0.019499,0.087096,0.009103,country
0.044786,0.079196,0.081573,0.013955,0.036232,0.028142,0.013491,0.032034,0.010561,0.008796,0.034252,0.004856,country
0.033321,0.052086,0.084685,0.013869,0.030581,0.034806,0.014044,0.024361,0.011617,0.011247,0.027032,0.006915,country
0.07883,0.15001,0.082689,0.028009,0.046144,0.032069,0.020164,0.039017,0.009952,0.010313,0.021598,0.004697,country
0.03089,0.05139,0.084693,0.016448,0.035749,0.032627,0.013456,0.028571,0.011311,0.019512,0.037428,0.005773,country
0.037915,0.070915,0.084117,0.018922,0.040215,0.031923,0.011101,0.024285,0.010099,0.008823,0.02136,0.005954,country
0.038902,0.088315,0.080095,0.018538,0.055897,0.028141,0.015247,0.046458,0.01159,0.012886,0.027086,0.005183,country
0.070718,0.161564,0.08615,0.033666,0.094388,0.031586,0.020756,0.047616,0.010807,0.012877,0.035382,0.005235,country
0.050034,0.092653,0.082643,0.015399,0.040635,0.030954,0.024504,0.057134,0.011152,0.011636,0.032121,0.005512,country
0.065464,0.128456,0.08334,0.022605,0.066868,0.029438,0.014704,0.035986,0.011244,0.008565,0.039447,0.005086,country
0.047944,0.093732,0.081662,0.019493,0.055267,0.02931,0.018684,0.04492,0.010884,0.008737,0.025712,0.004377,country
0.045433,0.088217,0.082071,0.023086,0.058761,0.02821,0.022535,0.045212,0.010936,0.018284,0.042084,0.004961,country
0.07504,0.158401,0.07946,0.030079,0.073453,0.027022,0.022628,0.056468,0.009615,0.009372,0.025493,0.004906,country
0.060497,0.116299,0.090756,0.027423,0.066399,0.037104,0.030698,0.064457,0.012013,0.016089,0.033684,0.006676,country
0.069604,0.125014,0.085444,0.018244,0.034352,0.03147,0.017155,0.034778,0.011032,0.006759,0.016575,0.005093,country
0.031088,0.065848,0.07978,0.015609,0.060587,0.027633,0.021033,0.048336,0.01138,0.012269,0.064307,0.003652,country
0.041329,0.066692,0.085064,0.013396,0.028016,0.0351,0.022131,0.046858,0.01097,0.012131,0.028578,0.006457,country
0.058868,0.138369,0.083899,0.031514,0.113758,0.033488,0.023018,0.060841,0.009787,0.007783,0.035423,0.007729,country
0.065315,0.154957,0.08322,0.036679,0.113762,0.032017,0.019138,0.044668,0.010608,0.016879,0.045363,0.005407,country
0.070179,0.170378,0.083237,0.035565,0.108571,0.030006,0.014975,0.040854,0.01038,0.016506,0.034986,0.005291,country
0.041801,0.089891,0.081241,0.019824,0.065535,0.030494,0.014912,0.041988,0.010176,0.012721,0.038427,0.004971,country
0.06239,0.143867,0.082206,0.03022,0.085556,0.030051,0.018781,0.044683,0.010395,0.022609,0.027933,0.005307,country
0.047723,0.10705,0.080499,0.024923,0.07179,0.03054,0.018771,0.050983,0.009685,0.011579,0.038487,0.005855,country
0.05515,0.132358,0.086077,0.026387,0.093246,0.032335,0.013049,0.03388,0.010183,0.008567,0.035425,0.005284,country
0.050887,0.111636,0.078168,0.022884,0.066832,0.028418,0.021228,0.050659,0.011642,0.017509,0.041889,0.00432,country
0.041174,0.083853,0.08142,0.020332,0.06642,0.032003,0.012726,0.02968,0.010313,0.006088,0.026057,0.005197,country
0.034796,0.072901,0.081266,0.021209,0.072627,0.031449,0.013133,0.035607,0.01094,0.01605,0.067239,0.005363,country
0.06958,0.164765,0.079469,0.032949,0.085185,0.029861,0.017623,0.03933,0.010091,0.016069,0.042123,0.006439,country
0.048488,0.100343,0.079402,0.022961,0.066789,0.028245,0.024131,0.057328,0.010422,0.018272,0.045724,0.005781,country
0.078252,0.197276,0.08157,0.032591,0.093353,0.031223,0.017802,0.049133,0.009449,0.008509,0.021657,0.008111,country
0.054772,0.103023,0.076003,0.02769,0.067368,0.027644,0.020499,0.046383,0.010692,0.029084,0.053739,0.005562,country
0.04252,0.096277,0.08505,0.02408,0.081911,0.031827,0.010278,0.031192,0.011392,0.012757,0.046075,0.005156,country
0.048924,0.100065,0.08145,0.031109,0.083744,0.032117,0.027614,0.052936,0.010224,0.036664,0.06021,0.0049,country
0.060489,0.14156,0.078442,0.028629,0.082845,0.028815,0.02176,0.052616,0.010544,0.018848,0.052351,0.00429,country
0.04297,0.129737,0.080877,0.026603,0.138837,0.030197,0.024857,0.079025,0.011117,0.020866,0.116096,0.004765,country
0.045482,0.090272,0.078992,0.022039,0.067135,0.030269,0.012538,0.038663,0.00967,0.016302,0.058854,0.004653,country
0.068594,0.156711,0.083689,0.037416,0.099519,0.028751,0.020638,0.054341,0.010523,0.022137,0.049079,0.005637,country
0.102686,0.284645,0.094551,0.058234,0.172992,0.037024,0.024135,0.073065,0.016184,0.015577,0.078164,0.01023,hiphop
0.073466,0.419728,0.101815,0.070731,0.351261,0.035475,0.029677,0.095154,0.013628,0.026573,0.054899,0.006685,hiphop
0.041233,0.084243,0.093761,0.033375,0.113447,0.035763,0.014572,0.036437,0.012325,0.021773,0.06293,0.008785,hiphop
0.064755,0.214215,0.097375,0.055743,0.243997,0.038426,0.014217,0.046135,0.012399,0.013397,0.052773,0.007185,hiphop
0.070092,0.357354,0.10714,0.067333,0.344633,0.052159,0.031455,0.107615,0.015252,0.02346,0.082031,0.01804,hiphop
0.076464,0.21894,0.086079,0.050105,0.179576,0.027572,0.013189,0.046537,0.010742,0.012254,0.048195,0.005473,hiphop
0.092667,0.267195,0.100969,0.094788,0.269617,0.043644,0.047904,0.104368,0.013983,0.047153,0.070462,0.012131,hiphop
0.056377,0.194383,0.091404,0.045921,0.233747,0.036575,0.015189,0.073836,0.01191,0.021314,0.088302,0.00722,hiphop
0.132234,0.444267,0.093658,0.089145,0.244219,0.037401,0.06672,0.132518,0.011293,0.03932,0.098775,0.011012,hiphop
0.069976,0.198133,0.096879,0.052619,0.225796,0.041322,0.060068,0.121902,0.014052,0.03955,0.07291,0.010119,hiphop
0.103635,0.21083,0.087242,0.050837,0.10939,0.028767,0.032847,0.061524,0.012135,0.016551,0.036259,0.004369,hiphop
0.065237,0.14455,0.088018,0.050541,0.134359,0.02928,0.031847,0.060641,0.011627,0.033306,0.050222,0.006064,hiphop
0.056921,0.124814,0.085545,0.029112,0.101314,0.029783,0.011523,0.032771,0.011388,0.009853,0.041119,0.004532,hiphop
0.08249,0.156779,0.094655,0.036206,0.094208,0.039574,0.01684,0.044508,0.013782,0.012482,0.042816,0.009066,hiphop
0.09165,0.245825,0.081305,0.041877,0.111099,0.029459,0.034523,0.057806,0.010817,0.014951,0.035937,0.005596,hiphop
0.082452,0.189307,0.089224,0.047998,0.132168,0.032846,0.024421,0.060013,0.01207,0.020499,0.044312,0.007834,hiphop
0.085095,0.283319,0.09195,0.07205,0.263472,0.035883,0.037043,0.076938,0.011764,0.035575,0.078436,0.006531,hiphop
0.05032,0.168784,0.08588,0.036924,0.212383,0.031005,0.013888,0.05534,0.010496,0.011257,0.071308,0.005205,hiphop
0.124431,0.271537,0.090376,0.103628,0.21995,0.031355,0.059834,0.085513,0.013068,0.04365,0.064117,0.00713,hiphop
0.081686,0.198248,0.102113,0.058777,0.181953,0.048318,0.028552,0.063097,0.014384,0.022212,0.038162,0.009327,hiphop
0.078235,0.446295,0.09675,0.066038,0.325305,0.033407,0.042676,0.131564,0.013032,0.023399,0.079191,0.004824,hiphop
0.081161,0.199705,0.084782,0.053114,0.145541,0.027703,0.022911,0.054682,0.010808,0.024496,0.05595,0.005304,hiphop
0.048251,0.11128,0.093724,0.035463,0.137855,0.033345,0.016581,0.045775,0.013015,0.025718,0.070939,0.005433,hiphop
0.068543,0.174719,0.082322,0.032049,0.10722,0.027861,0.015654,0.043521,0.010104,0.010628,0.036619,0.004326,hiphop
0.114272,0.262484,0.097242,0.062735,0.156015,0.03603,0.025178,0.062034,0.012623,0.019949,0.049346,0.007024,hiphop
0.077769,0.288225,0.086688,0.062441,0.272887,0.029347,0.025076,0.058161,0.011169,0.019359,0.072516,0.00521,hiphop
0.145171,0.403202,0.089179,0.12046,0.294713,0.032933,0.041108,0.08138,0.012748,0.029004,0.050374,0.007542,hiphop
0.079751,0.272123,0.095035,0.078347,0.285698,0.037933,0.039054,0.111446,0.011146,0.054287,0.095831,0.008937,hiphop
0.087791,0.235075,0.089913,0.060873,0.19229,0.03001,0.022055,0.056612,0.011372,0.022675,0.068227,0.005579,hiphop
0.081327,0.333647,0.087527,0.067726,0.308851,0.033336,0.037744,0.093496,0.01135,0.029453,0.079176,0.006165,hiphop
0.108183,0.352008,0.07931,0.064495,0.228957,0.026782,0.018068,0.05882,0.009953,0.012764,0.026331,0.005533,hiphop
0.09378,0.246336,0.07946,0.067471,0.213254,0.02627,0.034264,0.07956,0.010097,0.033762,0.064955,0.004942,hiphop
0.047388,0.164474,0.08981,0.049867,0.235754,0.034088,0.02014,0.064691,0.01237,0.034055,0.078097,0.007427,hiphop
0.106041,0.284576,0.077536,0.074503,0.173609,0.027872,0.047225,0.098447,0.013249,0.055245,0.083464,0.008593,hiphop
0.112612,0.30663,0.079941,0.056313,0.151538,0.02599,0.026748,0.054287,0.010123,0.016438,0.032985,0.003924,hiphop
0.075518,0.494782,0.088351,0.08832,0.39171,0.031195,0.034029,0.08814,0.011178,0.036612,0.041847,0.00751,hiphop
0.110922,0.450843,0.118449,0.09269,0.307766,0.083547,0.093603,0.179179,0.042264,0.059206,0.087797,0.085941,hiphop
0.195089,0.451232,0.099525,0.148454,0.281756,0.05284,0.052997,0.126546,0.013051,0.044454,0.069181,0.047199,hiphop
0.127331,0.279992,0.082909,0.060085,0.161155,0.05649,0.124972,0.241714,0.020043,0.048515,0.098221,0.066032,hiphop
0.092617,0.22205,0.092121,0.092914,0.241989,0.040281,0.061824,0.145404,0.008333,0.065416,0.105847,0.035284,hiphop
0.079278,0.171874,0.082975,0.063421,0.178349,0.035711,0.095849,0.155054,0.00928,0.073503,0.144538,0.036161,hiphop
0.085803,0.197539,0.085693,0.065535,0.16416,0.036088,0.022557,0.056349,0.008768,0.031151,0.057381,0.035429,hiphop
0.07598,0.328571,0.092142,0.070285,0.31813,0.03624,0.035365,0.094244,0.00847,0.031402,0.07666,0.036402,hiphop
0.041667,0.184495,0.093238,0.035748,0.232105,0.046014,0.017841,0.120226,0.010537,0.024462,0.127816,0.036433,hiphop
0.141457,0.266398,0.087315,0.070828,0.130892,0.037207,0.054905,0.083151,0.010922,0.0488,0.070609,0.034773,hiphop
0.092617,0.22205,0.092123,0.092914,0.241989,0.040287,0.061824,0.145404,0.008333,0.065416,0.105847,0.035312,hiphop
0.067686,0.155428,0.09143,0.064008,0.173169,0.037073,0.021874,0.053958,0.013493,0.025719,0.05475,0.009035,hiphop
0.085443,0.281095,0.086608,0.105192,0.332761,0.033542,0.04327,0.09867,0.010116,0.054927,0.053806,0.006809,hiphop
0.043413,0.096573,0.085524,0.03789,0.13408,0.032705,0.017743,0.05492,0.011945,0.018787,0.060157,0.008515,hiphop
0.066702,0.206725,0.081961,0.059346,0.226371,0.027377,0.016778,0.054072,0.010466,0.021723,0.058535,0.004532,hiphop
0.027234,0.095368,0.089962,0.023892,0.183336,0.034578,0.007439,0.049511,0.010863,0.009846,0.089434,0.006597,hiphop
0.068613,0.15283,0.088097,0.078421,0.195197,0.034237,0.028906,0.069135,0.011741,0.036131,0.062017,0.007369,hiphop
0.047751,0.169905,0.089074,0.048734,0.251397,0.037583,0.028355,0.084461,0.011462,0.038916,0.084488,0.008221,hiphop
0.073178,0.31564,0.095504,0.068167,0.325136,0.043639,0.032221,0.111598,0.012315,0.029935,0.055457,0.009102,hiphop
0.089008,0.255623,0.08659,0.083773,0.277509,0.03005,0.031005,0.086451,0.011264,0.044866,0.066182,0.005955,hiphop
0.05366,0.10899,0.080514,0.044344,0.103418,0.030763,0.018016,0.036494,0.010419,0.015777,0.035167,0.0064,hiphop
0.040213,0.163776,0.088649,0.030903,0.22828,0.037131,0.007302,0.041721,0.011483,0.004844,0.058929,0.007274,hiphop
0.031012,0.078375,0.083579,0.028608,0.124708,0.028847,0.007113,0.024398,0.01084,0.0082,0.045253,0.004773,hiphop
0.096753,0.221247,0.089993,0.087795,0.192607,0.03459,0.028168,0.053876,0.010994,0.026963,0.039268,0.008469,hiphop
0.041898,0.137857,0.086437,0.034117,0.191233,0.030982,0.020924,0.060858,0.012013,0.014099,0.072137,0.006295,hiphop
0.036559,0.229071,0.089054,0.032456,0.265406,0.032352,0.023998,0.167621,0.011322,0.01405,0.138629,0.00666,hiphop
0.04389,0.13989,0.082976,0.036016,0.183951,0.02958,0.014843,0.055236,0.011002,0.014521,0.093248,0.005102,hiphop
0.086463,0.318111,0.096244,0.110201,0.34425,0.040602,0.042377,0.100004,0.012764,0.046212,0.072454,0.008546,hiphop
0.100041,0.34513,0.092774,0.098978,0.312479,0.03663,0.029045,0.081014,0.01248,0.032015,0.059663,0.005781,hiphop
0.061163,0.18489,0.091156,0.054462,0.236337,0.035489,0.033067,0.063922,0.011811,0.031024,0.06593,0.008015,hiphop
0.066555,0.160238,0.097694,0.094944,0.24737,0.043142,0.027684,0.06007,0.012792,0.046124,0.068018,0.009927,hiphop
0.054405,0.228885,0.087948,0.049679,0.273739,0.039536,0.025456,0.101868,0.011471,0.031533,0.114418,0.008399,hiphop
0.094179,0.389134,0.087649,0.101839,0.35772,0.033303,0.042296,0.096599,0.010784,0.038176,0.056135,0.007733,hiphop
0.061611,0.149561,0.08851,0.052386,0.170787,0.033918,0.017722,0.042248,0.0116,0.015956,0.037466,0.006857,hiphop
0.08392,0.227978,0.080989,0.085004,0.246654,0.028119,0.036787,0.078245,0.011621,0.047087,0.066103,0.005444,hiphop
0.041256,0.11594,0.087549,0.04422,0.209015,0.032663,0.012824,0.046009,0.011113,0.019435,0.075144,0.007607,hiphop
0.075261,0.169782,0.079079,0.092557,0.254439,0.030425,0.046796,0.096658,0.010364,0.064466,0.086471,0.006402,hiphop
0.025872,0.106976,0.090086,0.021883,0.212563,0.034197,0.00683,0.04361,0.011546,0.006568,0.088841,0.007084,hiphop
0.067541,0.130782,0.08792,0.070782,0.177838,0.034136,0.068717,0.116511,0.011855,0.073992,0.09085,0.010021,hiphop
0.069649,0.264957,0.086147,0.057974,0.274856,0.031435,0.026905,0.088023,0.011782,0.017412,0.080314,0.00587,hiphop
0.11716,0.291837,0.088097,0.133331,0.301031,0.032439,0.054064,0.0869,0.010951,0.060593,0.049085,0.007558,hiphop
0.07406,0.354733,0.093195,0.081299,0.359397,0.035368,0.023588,0.096278,0.010416,0.031393,0.066884,0.008456,hiphop
0.09369,0.237201,0.09394,0.07714,0.24206,0.033298,0.029337,0.061538,0.012784,0.032081,0.057575,0.008255,hiphop
0.07406,0.354733,0.0931,0.081299,0.359397,0.035112,0.023588,0.096278,0.010673,0.031393,0.066884,0.007647,hiphop
0.138741,0.319754,0.099182,0.11398,0.255457,0.040122,0.03726,0.064601,0.012685,0.044892,0.04375,0.00856,hiphop
0.113139,0.291013,0.090206,0.096261,0.224929,0.032202,0.034194,0.063741,0.011515,0.052704,0.049302,0.008566,hiphop
0.028833,0.159728,0.091688,0.024534,0.255752,0.03501,0.008595,0.090314,0.011601,0.008196,0.110851,0.00621,hiphop
0.077664,0.293411,0.083959,0.064742,0.279353,0.026706,0.022803,0.081749,0.011282,0.013823,0.082713,0.003627,hiphop
0.078921,0.282554,0.091646,0.056879,0.256259,0.030585,0.023647,0.086522,0.012482,0.015217,0.093293,0.004664,hiphop
0.082228,0.323052,0.087798,0.066852,0.297503,0.032645,0.025958,0.090719,0.013076,0.021452,0.060325,0.007595,hiphop
0.089073,0.314299,0.081301,0.063466,0.263767,0.026122,0.019532,0.081254,0.010186,0.019309,0.067333,0.004612,hiphop
0.050736,0.238632,0.086801,0.049326,0.285675,0.031984,0.018116,0.091577,0.011366,0.02063,0.095302,0.005848,hiphop
0.05717,0.404995,0.093568,0.054859,0.382405,0.034754,0.034076,0.098298,0.012515,0.027322,0.080879,0.005724,hiphop
0.101254,0.239306,0.087335,0.061087,0.168145,0.028371,0.024839,0.046142,0.010622,0.02296,0.041541,0.00513,hiphop
0.073218,0.299139,0.092132,0.053453,0.269965,0.032028,0.021192,0.073692,0.010665,0.013115,0.069918,0.005324,hiphop
0.070043,0.240332,0.083331,0.042393,0.232767,0.02615,0.018238,0.06184,0.011097,0.012562,0.078917,0.003705,hiphop
0.097762,0.265043,0.08774,0.06568,0.193942,0.02784,0.030386,0.059528,0.010315,0.027519,0.048358,0.006104,hiphop
0.040787,0.246094,0.087058,0.032451,0.321616,0.028116,0.012809,0.081804,0.011757,0.00772,0.086103,0.004777,hiphop
0.116032,0.358133,0.091493,0.080683,0.245435,0.029719,0.04291,0.089405,0.011059,0.018001,0.049128,0.005979,hiphop
0.035087,0.30322,0.091666,0.026803,0.355393,0.0299,0.010943,0.123461,0.011094,0.009965,0.089697,0.00505,hiphop
0.112219,0.288372,0.08629,0.06448,0.147684,0.029348,0.024394,0.052976,0.011548,0.012176,0.030995,0.005199,hiphop
0.059501,0.139508,0.089699,0.030562,0.103524,0.030562,0.011255,0.027534,0.010975,0.005653,0.041533,0.005457,hiphop
0.055291,0.184448,0.083938,0.034453,0.210026,0.026207,0.022877,0.068396,0.010614,0.011102,0.071127,0.004974,hiphop
0.067933,0.27684,0.087822,0.059639,0.286415,0.029586,0.024545,0.075472,0.011168,0.020021,0.081071,0.0051,hiphop
