@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_ctd

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.058987,0.027109,0.012276,0.007159,jazz
0.048936,0.018805,0.01392,0.007286,jazz
0.060805,0.024788,0.018462,0.006914,jazz
0.0359,0.013906,0.005698,0.002333,jazz
0.057306,0.026965,0.019458,0.010425,jazz
0.069194,0.022836,0.018819,0.006623,jazz
0.049294,0.017944,0.012452,0.008739,jazz
0.052194,0.01822,0.020374,0.014616,jazz
0.072375,0.026312,0.020805,0.006642,jazz
0.037669,0.018898,0.015685,0.009342,jazz
0.03519,0.008885,0.009218,0.004126,jazz
0.05051,0.018598,0.011323,0.008038,jazz
0.091238,0.041618,0.017234,0.014947,jazz
0.061577,0.03225,0.021502,0.015081,jazz
0.098559,0.036066,0.017803,0.017058,jazz
0.057555,0.015974,0.022436,0.007351,jazz
0.101413,0.03833,0.023183,0.013849,jazz
0.075911,0.034347,0.020806,0.014956,jazz
0.076254,0.035297,0.028495,0.010633,jazz
0.107115,0.039999,0.020666,0.005884,jazz
0.059908,0.074545,0.023686,0.028626,jazz
0.174408,0.100466,0.069667,0.047118,jazz
0.099754,0.060395,0.032346,0.029038,jazz
0.079386,0.041266,0.034562,0.019068,jazz
0.11203,0.041577,0.031009,0.013685,jazz
0.217037,0.081222,0.065213,0.025409,jazz
0.023964,0.014355,0.013045,0.013357,jazz
0.047552,0.022681,0.016506,0.022562,jazz
0.033409,0.015687,0.021807,0.012741,jazz
0.038926,0.011155,0.007534,0.004463,jazz
0.086537,0.031411,0.088711,0.034196,jazz
0.040216,0.016231,0.042577,0.018828,jazz
0.052787,0.018253,0.013705,0.007973,jazz
0.036584,0.016305,0.010957,0.009052,jazz
0.044959,0.022506,0.016272,0.01107,jazz
0.063608,0.032405,0.02454,0.014533,jazz
0.030885,0.011982,0.011548,0.012744,jazz
0.036552,0.02324,0.010577,0.011917,jazz
0.035459,0.017811,0.010703,0.006386,jazz
0.133715,0.050594,0.028134,0.010597,metal
0.100081,0.040448,0.022859,0.01182,metal
0.093429,0.027245,0.016428,0.009894,metal
0.131734,0.054516,0.025198,0.012212,metal
0.134738,0.058131,0.028028,0.014364,metal
0.087473,0.034409,0.019659,0.008016,metal
0.143015,0.050267,0.034846,0.023484,metal
0.120495,0.050366,0.02112,0.010307,metal
0.10098,0.063624,0.037816,0.029634,metal
0.050682,0.021526,0.009925,0.004213,metal
0.133767,0.045154,0.034621,0.008399,metal
0.112556,0.030057,0.021117,0.005998,metal
0.12814,0.036213,0.020394,0.009488,metal
0.15281,0.046417,0.028786,0.012237,metal
0.136487,0.042162,0.022136,0.009584,metal
0.111534,0.04304,0.02163,0.012079,metal
0.139429,0.044929,0.027011,0.011638,metal
0.108266,0.053711,0.026029,0.016191,metal
0.13949,0.038341,0.031788,0.01052,metal
0.106292,0.04947,0.02239,0.014366,metal
0.100823,0.045307,0.022102,0.012737,metal
0.141991,0.054062,0.037131,0.01454,metal
0.068442,0.027073,0.01618,0.011543,metal
0.081654,0.038628,0.023127,0.009189,metal
0.079731,0.03422,0.021689,0.009518,metal
0.086933,0.045527,0.028032,0.009265,metal
0.161507,0.053737,0.02908,0.008617,metal
0.083637,0.032095,0.018005,0.006224,metal
0.132829,0.042102,0.017793,0.01134,metal
0.106603,0.060713,0.023442,0.01621,metal
0.026079,0.012997,0.006189,0.004108,metal
0.081739,0.03853,0.023489,0.015877,metal
0.104703,0.040437,0.025009,0.010193,metal
0.05139,0.029764,0.016249,0.008657,metal
0.123615,0.060817,0.042698,0.037098,metal
0.11947,0.057698,0.025122,0.017695,metal
0.114425,0.047555,0.03187,0.01249,metal
0.087564,0.033111,0.02096,0.020079,metal
0.110543,0.069657,0.032966,0.022324,metal
0.058189,0.026179,0.016152,0.005697,metal
0.124635,0.04958,0.026143,0.01426,metal
0.097109,0.031478,0.024423,0.009571,metal
0.115412,0.034669,0.017758,0.008757,metal
0.138161,0.053565,0.033125,0.028742,metal
0.120033,0.04488,0.023557,0.009282,metal
0.098111,0.04811,0.040589,0.028102,metal
0.109214,0.033409,0.021954,0.00785,metal
0.126521,0.041304,0.029096,0.012542,metal
0.126336,0.033623,0.022457,0.010106,metal
0.140111,0.03916,0.019682,0.009277,metal
0.123789,0.036289,0.020694,0.006212,metal
0.174903,0.056565,0.038996,0.012248,metal
0.121814,0.040527,0.036091,0.007278,metal
0.119219,0.039397,0.020149,0.008144,metal
0.14259,0.049864,0.021492,0.00903,metal
0.138931,0.042271,0.023457,0.010347,metal
0.123204,0.040318,0.02248,0.008241,metal
0.096848,0.042302,0.021648,0.008609,metal
0.100428,0.037668,0.017086,0.011383,metal
0.105547,0.033246,0.019168,0.012802,metal
0.103225,0.035809,0.022084,0.005903,metal
0.124635,0.04958,0.026143,0.01426,metal
0.097109,0.031478,0.024423,0.009571,metal
0.115412,0.034669,0.017758,0.008757,metal
0.138161,0.053565,0.033125,0.028742,metal
0.120033,0.04488,0.023557,0.009282,metal
0.098111,0.04811,0.040589,0.028102,metal
0.084152,0.038769,0.018644,0.007475,metal
0.092623,0.038939,0.024975,0.011131,metal
0.028606,0.01432,0.010473,0.005748,metal
0.106322,0.059711,0.040382,0.027498,metal
0.10768,0.058065,0.029327,0.02833,metal
0.075462,0.035637,0.014554,0.009625,metal
0.074723,0.038518,0.02093,0.012613,metal
0.083347,0.049619,0.026679,0.02061,metal
0.053763,0.02369,0.018766,0.009019,metal
0.121116,0.057876,0.028747,0.011138,metal
0.106855,0.039148,0.021706,0.012099,metal
0.082646,0.04907,0.020469,0.010547,metal
0.095865,0.043517,0.021605,0.017038,metal
0.095214,0.06216,0.02146,0.022913,metal
0.089248,0.025587,0.013072,0.008066,metal
0.095062,0.039558,0.01776,0.009257,metal
0.076819,0.031776,0.019415,0.012209,metal
0.100737,0.038751,0.02343,0.016879,metal
0.106713,0.039502,0.019743,0.013844,metal
0.111242,0.047674,0.023784,0.019157,metal
0.123826,0.049751,0.019736,0.011445,metal
0.052471,0.034597,0.023034,0.014109,metal
0.024024,0.011673,0.01062,0.006582,metal
0.050296,0.024016,0.027966,0.015963,metal
0.08553,0.035427,0.028474,0.015763,metal
0.061208,0.023295,0.015462,0.013753,metal
0.095087,0.046617,0.025371,0.010297,metal
0.123615,0.060817,0.042698,0.037098,metal
0.082545,0.040865,0.022602,0.01026,metal
0.085932,0.047223,0.024979,0.021073,metal
0.048633,0.02517,0.024657,0.015045,metal
0.093556,0.050659,0.026135,0.013649,metal
0.074637,0.049709,0.032479,0.021708,metal
0.093926,0.092417,0.051404,0.059741,pop
0.105321,0.107165,0.036279,0.046691,pop
0.076725,0.069394,0.020961,0.025316,pop
0.057994,0.03839,0.027094,0.032527,pop
0.082376,0.055124,0.028031,0.041494,pop
0.076329,0.035172,0.030317,0.02999,pop
0.034439,0.026132,0.01451,0.02294,pop
0.0675,0.033894,0.028121,0.028199,pop
0.08145,0.071608,0.05102,0.069577,pop
0.118256,0.070783,0.03427,0.033826,pop
0.039964,0.034693,0.016326,0.018179,pop
0.069819,0.029675,0.031059,0.039972,pop
0.084128,0.044765,0.032561,0.025583,pop
0.028084,0.031108,0.014641,0.024095,pop
0.061928,0.02938,0.018052,0.012618,pop
0.098053,0.080983,0.041666,0.063513,pop
0.116622,0.076142,0.052091,0.020418,pop
0.071663,0.034023,0.023919,0.015008,pop
0.080751,0.075919,0.029955,0.054715,pop
0.1247,0.100958,0.059443,0.074327,pop
0.134123,0.084835,0.035338,0.047237,pop
0.14245,0.090834,0.051629,0.039603,pop
0.098001,0.081974,0.039602,0.059787,pop
0.135902,0.121431,0.040019,0.038302,pop
0.102748,0.082963,0.042507,0.056129,pop
0.076372,0.080875,0.038293,0.056964,pop
0.072376,0.054098,0.025604,0.043594,pop
0.063926,0.050293,0.019645,0.021397,pop
0.079126,0.056804,0.018359,0.020412,pop
0.067883,0.049951,0.01773,0.017523,pop
0.108229,0.058401,0.029766,0.025815,pop
0.11071,0.060108,0.030513,0.025802,pop
0.194119,0.161253,0.070554,0.059505,pop
0.096743,0.050597,0.026458,0.031637,pop
0.092129,0.077092,0.03728,0.058311,pop
0.119713,0.06478,0.034912,0.032666,pop
0.08025,0.087729,0.041603,0.063735,pop
0.120405,0.061917,0.030721,0.03463,pop
0.106667,0.075529,0.038374,0.037059,pop
0.129115,0.105359,0.059963,0.052872,pop
0.066265,0.024391,0.023791,0.008143,pop
0.053087,0.033613,0.021423,0.033617,pop
0.110919,0.081678,0.035374,0.042309,pop
0.059198,0.062439,0.023062,0.032299,pop
0.099723,0.074322,0.028912,0.022917,pop
0.077822,0.063797,0.041313,0.032125,pop
0.078565,0.066277,0.042496,0.033087,pop
0.076658,0.056134,0.030441,0.029971,pop
0.14634,0.086085,0.061657,0.046517,pop
0.056258,0.037747,0.046793,0.041448,pop
0.084656,0.091918,0.03778,0.045962,pop
0.168306,0.106454,0.071475,0.043315,pop
0.124777,0.129128,0.035318,0.036104,pop
0.097547,0.07012,0.045969,0.066306,pop
0.104495,0.100823,0.042635,0.041143,pop
0.134636,0.134046,0.073571,0.070399,pop
0.113691,0.123663,0.069243,0.066466,pop
0.123729,0.128717,0.034962,0.03579,pop
0.122361,0.119836,0.050799,0.057947,pop
0.11468,0.122714,0.068846,0.064001,pop
0.104495,0.100823,0.042635,0.041143,pop
0.077088,0.088083,0.030829,0.057795,pop
0.070334,0.039617,0.015944,0.011903,pop
0.05259,0.021533,0.013787,0.007917,pop
0.178027,0.11295,0.069854,0.059531,pop
0.075238,0.044685,0.025549,0.0184,pop
0.056937,0.050227,0.019657,0.025457,pop
0.143711,0.114385,0.051889,0.048482,pop
0.121419,0.107509,0.051599,0.058518,pop
0.062746,0.047566,0.014527,0.013278,pop
0.093145,0.062672,0.051764,0.031513,pop
0.143711,0.114385,0.051889,0.048482,pop
0.102771,0.042235,0.036413,0.021366,pop
0.123037,0.092271,0.052504,0.0405,pop
0.102158,0.113301,0.048223,0.073009,pop
0.112799,0.090651,0.052099,0.05675,pop
0.094371,0.090172,0.037554,0.045394,pop
0.179684,0.153479,0.056147,0.051411,pop
0.110773,0.090137,0.040674,0.041012,pop
0.047189,0.044694,0.031203,0.057012,pop
0.078527,0.060241,0.032194,0.031097,pop
0.053297,0.031056,0.013565,0.016858,pop
0.055963,0.046331,0.036805,0.023503,pop
0.051874,0.027285,0.017673,0.019979,pop
0.117825,0.126436,0.051871,0.052372,pop
0.100832,0.087947,0.021474,0.02068,pop
0.137862,0.087832,0.036362,0.02948,pop
0.105359,0.093763,0.039897,0.052937,pop
0.138783,0.117441,0.054138,0.051444,pop
0.12096,0.101302,0.039995,0.037181,pop
0.107381,0.094196,0.040889,0.053569,pop
0.125296,0.102792,0.043935,0.052517,pop
0.108969,0.07923,0.031267,0.035247,pop
0.082539,0.059994,0.019228,0.025121,pop
0.091093,0.054571,0.031283,0.036323,pop
0.071072,0.065815,0.027535,0.03522,pop
0.068622,0.067747,0.022917,0.032546,pop
0.098293,0.122575,0.057902,0.061794,pop
0.146419,0.093178,0.039576,0.045973,pop
0.059556,0.038958,0.026337,0.0198,pop
0.064705,0.03871,0.013085,0.016421,reggae
0.043899,0.025008,0.015996,0.014328,reggae
0.049996,0.039912,0.012272,0.008301,reggae
0.062304,0.056446,0.027015,0.023736,reggae
0.062512,0.047362,0.019871,0.018684,reggae
0.054076,0.039477,0.016767,0.012273,reggae
0.043624,0.034767,0.023336,0.026288,reggae
0.056601,0.047148,0.016316,0.019446,reggae
0.04581,0.034402,0.019639,0.013076,reggae
0.047418,0.072313,0.011261,0.033904,reggae
0.079624,0.048327,0.028281,0.028834,reggae
0.047358,0.033181,0.013647,0.01542,reggae
0.092754,0.077531,0.046245,0.049838,reggae
0.054912,0.051868,0.027674,0.034853,reggae
0.045491,0.050804,0.023025,0.030694,reggae
0.042619,0.034345,0.01429,0.021127,reggae
0.052413,0.027919,0.018673,0.009172,reggae
0.057062,0.04819,0.023804,0.019041,reggae
0.052242,0.045189,0.025691,0.02269,reggae
0.051175,0.052722,0.02553,0.035842,reggae
0.034969,0.027971,0.012702,0.011794,reggae
0.061934,0.03177,0.017329,0.008696,reggae
0.045029,0.026909,0.017192,0.014353,reggae
0.087593,0.060489,0.064102,0.034892,reggae
0.049227,0.036182,0.023427,0.023651,reggae
0.054132,0.048381,0.020036,0.019938,reggae
0.05135,0.040432,0.017384,0.010942,reggae
0.061882,0.061804,0.032801,0.037577,reggae
0.050499,0.05024,0.034796,0.035254,reggae
0.026603,0.022515,0.008168,0.006844,reggae
0.049965,0.062733,0.030334,0.037062,reggae
0.034489,0.034512,0.016281,0.015007,reggae
0.044773,0.036946,0.016266,0.012892,reggae
0.039973,0.036429,0.028015,0.023289,reggae
0.029672,0.031218,0.009792,0.015737,reggae
0.040532,0.03557,0.020136,0.017167,reggae
0.04058,0.04253,0.024153,0.021115,reggae
0.042983,0.040646,0.028528,0.025163,reggae
0.047345,0.038093,0.021927,0.016648,reggae
0.018555,0.027115,0.004867,0.010073,reggae
0.086919,0.065359,0.051247,0.055272,reggae
0.04158,0.042375,0.014676,0.020401,reggae
0.081278,0.064584,0.023372,0.024062,reggae
0.052647,0.032164,0.014068,0.007627,reggae
0.053458,0.054327,0.018426,0.016916,reggae
0.175973,0.125845,0.042781,0.041494,reggae
0.055281,0.044948,0.014806,0.017732,reggae
0.091404,0.068987,0.033235,0.037815,reggae
0.079462,0.071098,0.026295,0.031381,reggae
0.050973,0.035625,0.018213,0.026727,reggae
0.103682,0.118772,0.042341,0.024843,reggae
0.260223,0.205397,0.05416,0.024671,reggae
0.092084,0.10204,0.034065,0.035877,reggae
0.066278,0.085579,0.02421,0.033851,reggae
0.070072,0.075532,0.027425,0.032185,reggae
0.052934,0.045917,0.019842,0.022917,reggae
0.059685,0.059185,0.018994,0.02465,reggae
0.050534,0.048211,0.023204,0.023081,reggae
0.089417,0.089575,0.049316,0.049885,reggae
0.089366,0.073299,0.024897,0.033475,reggae
0.086805,0.051292,0.030104,0.032578,reggae
0.086392,0.077137,0.033296,0.032974,reggae
0.040167,0.055456,0.013058,0.018184,reggae
0.063701,0.045325,0.021613,0.022185,reggae
0.07076,0.08866,0.030503,0.046618,reggae
0.057451,0.054341,0.015724,0.01158,reggae
0.047193,0.036715,0.010845,0.012026,reggae
0.039633,0.026396,0.012553,0.010718,reggae
0.058989,0.065855,0.01643,0.024039,reggae
0.061129,0.06073,0.025794,0.03671,reggae
0.039092,0.030774,0.011465,0.013196,reggae
0.096595,0.11065,0.042421,0.044671,reggae
0.105187,0.088957,0.038896,0.042597,reggae
0.028046,0.02352,0.00736,0.014375,reggae
0.028116,0.024086,0.00715,0.01569,reggae
0.106427,0.055829,0.023994,0.02187,reggae
0.05785,0.070556,0.026935,0.030499,reggae
0.034847,0.023159,0.013506,0.009154,reggae
0.06823,0.055581,0.024239,0.015395,reggae
0.15577,0.118893,0.05367,0.032514,reggae
0.066311,0.07257,0.022818,0.025362,reggae
0.069186,0.078681,0.023326,0.027812,reggae
0.069186,0.078681,0.023326,0.027812,reggae
0.054185,0.022392,0.035387,0.019034,reggae
0.052473,0.032971,0.014912,0.016199,reggae
0.075419,0.049879,0.037481,0.019317,reggae
0.233475,0.120813,0.132442,0.062008,reggae
0.103358,0.112831,0.062986,0.052815,reggae
0.145261,0.091702,0.046182,0.041248,reggae
0.028704,0.028893,0.011984,0.011465,reggae
0.09767,0.104675,0.036085,0.036967,reggae
0.092337,0.049207,0.024375,0.01495,reggae
0.088457,0.047282,0.024103,0.01396,reggae
0.066369,0.043023,0.020139,0.016989,reggae
0.070176,0.046798,0.020444,0.01723,reggae
0.065502,0.048165,0.019576,0.020393,reggae
0.059437,0.052828,0.032923,0.017874,reggae
0.068341,0.027208,0.021645,0.01722,reggae
0.04684,0.042191,0.017684,0.015019,reggae
0.110474,0.080276,0.026973,0.012959,reggae
0.05615,0.025576,0.016805,0.01137,rock
0.034722,0.014721,0.01004,0.005184,rock
0.053527,0.035496,0.019335,0.010655,rock
0.030752,0.025205,0.011344,0.012315,rock
0.025557,0.017557,0.010235,0.016418,rock
0.058538,0.014736,0.013631,0.004266,rock
0.065562,0.031235,0.019579,0.012249,rock
0.028829,0.010753,0.006309,0.006989,rock
0.065385,0.015526,0.013436,0.00392,rock
0.027753,0.013909,0.007108,0.005379,rock
0.044142,0.02953,0.014593,0.023683,rock
0.03867,0.026208,0.014998,0.025531,rock
0.043711,0.043257,0.020075,0.033161,rock
0.02731,0.028933,0.012483,0.020408,rock
0.060701,0.058832,0.026265,0.044921,rock
0.09353,0.080201,0.032021,0.034457,rock
0.100428,0.037668,0.017086,0.011383,rock
0.097073,0.034541,0.018532,0.009398,rock
0.079073,0.046951,0.024954,0.028868,rock
0.09926,0.03245,0.02904,0.008239,rock
0.090744,0.03915,0.031211,0.018423,rock
0.094166,0.04391,0.03084,0.0309,rock
0.105524,0.041013,0.024239,0.02167,rock
0.091458,0.029297,0.030948,0.011785,rock
0.111421,0.034309,0.041483,0.013101,rock
0.119481,0.039591,0.027148,0.015835,rock
0.0897,0.03717,0.027335,0.015146,rock
0.099309,0.050107,0.022193,0.023353,rock
0.07058,0.029656,0.016722,0.007549,rock
0.078051,0.040035,0.023541,0.009874,rock
0.080924,0.065072,0.028282,0.02488,rock
0.106393,0.060775,0.030032,0.032833,rock
0.078996,0.033906,0.014613,0.011706,rock
0.057346,0.018015,0.016181,0.005196,rock
0.083377,0.032578,0.017943,0.01031,rock
0.030199,0.018054,0.006379,0.003527,rock
0.097159,0.043138,0.02065,0.015124,rock
0.106997,0.052986,0.022874,0.019195,rock
0.099723,0.04649,0.046757,0.017873,rock
0.085219,0.034359,0.020214,0.01707,rock
0.100085,0.054357,0.025292,0.025686,rock
0.11134,0.051407,0.032053,0.039828,rock
0.098875,0.054191,0.029637,0.022645,rock
0.118194,0.04962,0.025742,0.027607,rock
0.05012,0.016769,0.013602,0.009317,rock
0.051821,0.020767,0.014538,0.006872,rock
0.085243,0.028078,0.023946,0.013823,rock
0.121979,0.071524,0.041236,0.044367,rock
0.06346,0.022741,0.017632,0.005507,rock
0.049452,0.025681,0.02314,0.019724,rock
0.033886,0.029904,0.013472,0.017967,rock
0.072714,0.059146,0.026738,0.029021,rock
0.057064,0.061948,0.026894,0.046073,rock
0.136216,0.06309,0.027746,0.01921,rock
0.102024,0.069901,0.047427,0.05537,rock
0.046641,0.021726,0.008464,0.011085,rock
0.124661,0.066258,0.040206,0.019993,rock
0.119509,0.065894,0.031668,0.025276,rock
0.074254,0.05018,0.030232,0.036052,rock
0.054837,0.036685,0.02018,0.022087,rock
0.092478,0.048758,0.019497,0.019017,rock
0.043373,0.023478,0.015817,0.012888,rock
0.075468,0.059885,0.025415,0.030153,rock
0.040311,0.035253,0.021424,0.025182,rock
0.072859,0.034696,0.016807,0.011726,rock
0.092082,0.037132,0.02427,0.012296,rock
0.06903,0.039702,0.029458,0.022189,rock
0.086329,0.048502,0.028607,0.029671,rock
0.080198,0.043555,0.029405,0.025835,rock
0.096891,0.055869,0.039921,0.031869,rock
0.103192,0.063624,0.027329,0.027323,rock
0.052188,0.03095,0.015465,0.011596,rock
0.044017,0.032488,0.017561,0.021252,rock
0.068936,0.042047,0.025187,0.019548,rock
0.051724,0.024046,0.014731,0.010934,rock
0.069577,0.043297,0.023523,0.015641,rock
0.049744,0.033501,0.029539,0.030813,rock
0.057134,0.035778,0.01929,0.012204,rock
0.043464,0.036623,0.019549,0.037195,rock
0.074021,0.034166,0.016488,0.009993,rock
0.107701,0.043174,0.023552,0.014227,rock
0.106104,0.042514,0.043263,0.032033,rock
0.133855,0.060998,0.034886,0.028657,rock
0.056002,0.022249,0.012408,0.008096,rock
0.096448,0.053517,0.03161,0.024203,rock
0.091188,0.048217,0.037761,0.037907,rock
0.115531,0.060153,0.037528,0.035718,rock
0.090346,0.031121,0.015476,0.01307,rock
0.124544,0.049453,0.031411,0.022326,rock
0.050958,0.030223,0.020726,0.025916,rock
0.096101,0.036072,0.028131,0.019804,rock
0.107584,0.038662,0.023295,0.013632,rock
0.111261,0.031594,0.017587,0.007231,rock
0.065418,0.020707,0.013866,0.007179,rock
0.113536,0.029276,0.019902,0.009288,rock
0.055093,0.021711,0.016901,0.011034,rock
0.062048,0.020308,0.016978,0.006368,rock
0.080315,0.029648,0.027558,0.014778,rock
0.034207,0.016371,0.011074,0.008919,rock
0.04728,0.017337,0.02747,0.010854,rock
