@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_zcrs

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Std_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.077712,0.034854,0.021698,0.009888,jazz
0.088265,0.027119,0.020152,0.007686,jazz
0.056211,0.021148,0.013536,0.011843,jazz
0.063298,0.022624,0.021849,0.015648,jazz
0.087848,0.027489,0.020339,0.007981,jazz
0.049442,0.021013,0.01571,0.0073,jazz
0.042665,0.01202,0.012526,0.004779,jazz
0.060278,0.019689,0.013311,0.0087,jazz
0.125696,0.047819,0.022009,0.014587,jazz
0.086559,0.038746,0.024932,0.013347,jazz
0.130436,0.045856,0.028559,0.016454,jazz
0.072031,0.020909,0.023311,0.010903,jazz
0.125852,0.037027,0.026123,0.013236,jazz
0.094483,0.038153,0.022574,0.015084,jazz
0.110054,0.039972,0.028262,0.009772,jazz
0.144913,0.039076,0.025048,0.008601,jazz
0.098817,0.077464,0.030006,0.021766,jazz
0.224012,0.092661,0.072351,0.036125,jazz
0.151602,0.067203,0.03593,0.024215,jazz
0.11556,0.049712,0.037445,0.019088,jazz
0.144714,0.044222,0.033183,0.01522,jazz
0.25973,0.073042,0.063167,0.024385,jazz
0.038096,0.023331,0.016995,0.015409,jazz
0.069908,0.0291,0.01934,0.020013,jazz
0.049423,0.023687,0.028165,0.01582,jazz
0.055577,0.018473,0.011054,0.005098,jazz
0.101737,0.037479,0.079339,0.026765,jazz
0.055219,0.023629,0.049542,0.020104,jazz
0.07934,0.025779,0.018888,0.009149,jazz
0.044559,0.018229,0.013289,0.007853,jazz
0.063626,0.028049,0.019762,0.013439,jazz
0.087432,0.039918,0.032275,0.014664,jazz
0.037014,0.01695,0.012557,0.016205,jazz
0.05646,0.030699,0.017151,0.01531,jazz
0.050204,0.024587,0.012371,0.009257,jazz
0.184998,0.052742,0.031367,0.012888,metal
0.152534,0.041266,0.028335,0.013421,metal
0.130178,0.030292,0.020528,0.013329,metal
0.17078,0.055472,0.026906,0.015043,metal
0.189352,0.057971,0.031174,0.01422,metal
0.134365,0.039926,0.026676,0.010374,metal
0.188975,0.052833,0.040964,0.021217,metal
0.166869,0.052396,0.024763,0.012172,metal
0.144474,0.07031,0.040124,0.026772,metal
0.094714,0.032622,0.016335,0.006536,metal
0.18926,0.043815,0.037543,0.010059,metal
0.161427,0.029237,0.026901,0.009064,metal
0.172018,0.033559,0.023433,0.012766,metal
0.200431,0.043016,0.031774,0.012956,metal
0.179409,0.038829,0.025845,0.013079,metal
0.171827,0.044967,0.02586,0.013899,metal
0.176876,0.044561,0.029063,0.013435,metal
0.163657,0.055436,0.031663,0.015712,metal
0.171938,0.035393,0.03201,0.012493,metal
0.158349,0.051384,0.0294,0.016452,metal
0.153555,0.04845,0.02816,0.012396,metal
0.193016,0.055148,0.039852,0.013649,metal
0.108798,0.035383,0.021398,0.010112,metal
0.130135,0.043171,0.027725,0.009185,metal
0.130144,0.038372,0.028189,0.01251,metal
0.126079,0.04923,0.034336,0.007491,metal
0.210192,0.048247,0.032737,0.011202,metal
0.127769,0.035599,0.023332,0.007077,metal
0.177267,0.044312,0.021933,0.014588,metal
0.154931,0.066245,0.030467,0.01607,metal
0.048159,0.020281,0.011662,0.003674,metal
0.127804,0.044299,0.02882,0.013773,metal
0.146486,0.044705,0.028467,0.011792,metal
0.086528,0.039447,0.024069,0.008175,metal
0.162992,0.062724,0.037673,0.033181,metal
0.167367,0.06254,0.034095,0.017702,metal
0.162996,0.049622,0.036858,0.013319,metal
0.123375,0.039494,0.026364,0.021631,metal
0.14631,0.065503,0.036347,0.020112,metal
0.099485,0.035265,0.022389,0.009572,metal
0.165838,0.050412,0.0284,0.015519,metal
0.134907,0.033606,0.027511,0.010697,metal
0.15112,0.035458,0.022957,0.010891,metal
0.175289,0.053538,0.035873,0.030978,metal
0.167149,0.045439,0.027877,0.012513,metal
0.137951,0.051063,0.037311,0.027673,metal
0.159707,0.034659,0.027299,0.011079,metal
0.174602,0.043076,0.034311,0.013532,metal
0.178051,0.034819,0.026705,0.013008,metal
0.193469,0.037912,0.025185,0.012632,metal
0.179116,0.038598,0.02632,0.00837,metal
0.228543,0.04979,0.046036,0.015267,metal
0.165746,0.043349,0.040127,0.00915,metal
0.166699,0.041987,0.027517,0.009072,metal
0.197591,0.048819,0.027777,0.009757,metal
0.194017,0.042288,0.027652,0.012035,metal
0.173843,0.042676,0.028793,0.00795,metal
0.142432,0.047504,0.027131,0.010181,metal
0.14473,0.0431,0.0233,0.013999,metal
0.149535,0.03322,0.024193,0.013537,metal
0.148534,0.037811,0.025585,0.008135,metal
0.165838,0.050412,0.0284,0.015519,metal
0.134907,0.033606,0.027511,0.010697,metal
0.15112,0.035458,0.022957,0.010891,metal
0.175289,0.053538,0.035873,0.030978,metal
0.167149,0.045439,0.027877,0.012513,metal
0.137951,0.051063,0.037311,0.027673,metal
0.123558,0.041779,0.022492,0.009022,metal
0.132404,0.043052,0.030369,0.013009,metal
0.055686,0.02568,0.01894,0.008375,metal
0.142659,0.062999,0.045367,0.02288,metal
0.155251,0.060782,0.030605,0.024086,metal
0.117493,0.042957,0.0184,0.010113,metal
0.119802,0.045171,0.027832,0.013142,metal
0.132635,0.057249,0.032877,0.020277,metal
0.090443,0.032081,0.026764,0.009963,metal
0.161506,0.059142,0.03147,0.011792,metal
0.156577,0.039672,0.026413,0.012075,metal
0.13244,0.055396,0.027408,0.011225,metal
0.139273,0.045666,0.024297,0.015612,metal
0.141799,0.061349,0.026916,0.024363,metal
0.125581,0.028964,0.017615,0.011628,metal
0.13693,0.038922,0.022104,0.009054,metal
0.120836,0.040752,0.024327,0.013962,metal
0.141583,0.043313,0.028369,0.019079,metal
0.154857,0.042749,0.02183,0.018591,metal
0.15716,0.051079,0.02953,0.019716,metal
0.183405,0.052864,0.026407,0.013218,metal
0.084535,0.044228,0.032401,0.01359,metal
0.044332,0.020622,0.017808,0.00708,metal
0.080385,0.032317,0.034987,0.012479,metal
0.123439,0.040956,0.031789,0.012528,metal
0.092035,0.030174,0.02134,0.014691,metal
0.14231,0.050289,0.027949,0.012049,metal
0.162992,0.062724,0.037673,0.033181,metal
0.126472,0.049402,0.030147,0.013586,metal
0.133569,0.054791,0.031534,0.019842,metal
0.081635,0.032639,0.037132,0.013646,metal
0.131581,0.05342,0.027599,0.014781,metal
0.109728,0.057206,0.033704,0.020077,metal
0.131331,0.093534,0.052868,0.051132,pop
0.144437,0.106489,0.037373,0.037359,pop
0.12154,0.085953,0.025836,0.025054,pop
0.086001,0.042481,0.029571,0.026485,pop
0.118409,0.061874,0.032247,0.038176,pop
0.102433,0.039855,0.03896,0.031667,pop
0.059393,0.039816,0.021032,0.023501,pop
0.084788,0.038987,0.030031,0.028181,pop
0.117814,0.07483,0.051563,0.058609,pop
0.173157,0.072793,0.037052,0.027141,pop
0.064023,0.045879,0.024379,0.021455,pop
0.085022,0.035333,0.034417,0.038829,pop
0.116894,0.051344,0.033761,0.026711,pop
0.049288,0.039846,0.022874,0.019129,pop
0.090617,0.036008,0.023171,0.017589,pop
0.136364,0.084173,0.040765,0.049434,pop
0.160241,0.076871,0.061496,0.020002,pop
0.116805,0.046323,0.03217,0.019486,pop
0.126144,0.080925,0.032835,0.045516,pop
0.158341,0.100016,0.060913,0.060307,pop
0.175878,0.084307,0.037463,0.040763,pop
0.187792,0.089911,0.052591,0.032287,pop
0.13653,0.084455,0.040942,0.049344,pop
0.177335,0.118789,0.043395,0.032674,pop
0.143418,0.084937,0.045861,0.046265,pop
0.108875,0.089533,0.044003,0.048406,pop
0.098955,0.058976,0.027075,0.040242,pop
0.094714,0.060192,0.024899,0.020925,pop
0.119315,0.067744,0.02567,0.019842,pop
0.108761,0.061092,0.023101,0.01796,pop
0.145809,0.064372,0.036882,0.024788,pop
0.149918,0.065935,0.037125,0.024148,pop
0.229988,0.149224,0.069,0.048593,pop
0.135537,0.054106,0.026893,0.028062,pop
0.128194,0.084945,0.041981,0.048651,pop
0.159533,0.071,0.039393,0.027439,pop
0.115265,0.091685,0.039044,0.055039,pop
0.163675,0.062715,0.034338,0.030379,pop
0.143985,0.079275,0.042473,0.032629,pop
0.178794,0.10084,0.060897,0.041164,pop
0.093654,0.031132,0.031467,0.010183,pop
0.069559,0.03805,0.023679,0.032226,pop
0.149167,0.085848,0.036938,0.037173,pop
0.094757,0.076226,0.026984,0.029489,pop
0.132167,0.076985,0.03319,0.018993,pop
0.110916,0.074831,0.049123,0.026686,pop
0.108071,0.072058,0.049338,0.026267,pop
0.119486,0.061547,0.038705,0.025629,pop
0.192274,0.081213,0.063079,0.036088,pop
0.074766,0.04537,0.049716,0.0343,pop
0.115607,0.091927,0.040186,0.03786,pop
0.217111,0.098844,0.06948,0.031883,pop
0.157363,0.123419,0.035453,0.028473,pop
0.10943,0.072086,0.047847,0.060871,pop
0.134116,0.09635,0.042128,0.038936,pop
0.163285,0.124654,0.070327,0.055521,pop
0.142101,0.118776,0.06932,0.053712,pop
0.155207,0.120401,0.035068,0.027867,pop
0.146253,0.118246,0.050798,0.050361,pop
0.141103,0.116798,0.06852,0.051739,pop
0.134116,0.09635,0.042128,0.038936,pop
0.109756,0.092732,0.029756,0.050829,pop
0.103312,0.046845,0.01949,0.012447,pop
0.07348,0.027078,0.015642,0.009097,pop
0.209048,0.106617,0.067601,0.050603,pop
0.102962,0.052447,0.032382,0.020823,pop
0.092133,0.06036,0.024126,0.023375,pop
0.186454,0.109728,0.051863,0.041464,pop
0.151144,0.106632,0.052266,0.049538,pop
0.096926,0.056227,0.018906,0.014884,pop
0.128632,0.068434,0.059958,0.029533,pop
0.186454,0.109728,0.051863,0.041464,pop
0.136073,0.046867,0.038643,0.01924,pop
0.164743,0.09414,0.052381,0.031076,pop
0.136031,0.109852,0.047511,0.060767,pop
0.153775,0.089609,0.048522,0.046054,pop
0.140851,0.091301,0.042552,0.039238,pop
0.216908,0.137677,0.052047,0.041748,pop
0.141564,0.095453,0.043799,0.035302,pop
0.068042,0.050151,0.034838,0.050959,pop
0.119454,0.063355,0.038597,0.026437,pop
0.084545,0.042214,0.01901,0.020162,pop
0.098218,0.056702,0.044878,0.021621,pop
0.084558,0.037001,0.024644,0.023702,pop
0.140319,0.120146,0.053546,0.04603,pop
0.127294,0.090275,0.024621,0.017674,pop
0.187541,0.084316,0.038954,0.02639,pop
0.145576,0.093336,0.044259,0.046356,pop
0.172158,0.112755,0.052732,0.040627,pop
0.164253,0.10076,0.042967,0.03041,pop
0.146745,0.092946,0.044496,0.046556,pop
0.159198,0.100785,0.046356,0.044002,pop
0.153483,0.083017,0.036102,0.029435,pop
0.131363,0.069803,0.023854,0.022387,pop
0.124159,0.056804,0.033878,0.034165,pop
0.109707,0.075402,0.033504,0.02843,pop
0.105261,0.073413,0.025751,0.02548,pop
0.127402,0.123462,0.060126,0.049234,pop
0.191874,0.094406,0.045798,0.039591,pop
0.099905,0.052813,0.036275,0.020541,pop
0.093946,0.042675,0.015735,0.01129,reggae
0.066799,0.036751,0.02027,0.017152,reggae
0.073125,0.049553,0.016028,0.008467,reggae
0.086596,0.063209,0.030017,0.022804,reggae
0.08469,0.051111,0.024924,0.018914,reggae
0.07315,0.045572,0.019798,0.01267,reggae
0.06045,0.042558,0.030739,0.028018,reggae
0.077575,0.054076,0.019944,0.01755,reggae
0.066026,0.042746,0.024108,0.013848,reggae
0.059729,0.063998,0.012342,0.022129,reggae
0.102944,0.056686,0.03158,0.03082,reggae
0.067738,0.037674,0.014822,0.014321,reggae
0.119337,0.084697,0.047549,0.04585,reggae
0.073052,0.055365,0.035397,0.033481,reggae
0.065262,0.060837,0.028075,0.03101,reggae
0.066664,0.045326,0.02164,0.020961,reggae
0.083325,0.035584,0.024361,0.009397,reggae
0.074544,0.050811,0.026609,0.018308,reggae
0.077443,0.058584,0.033505,0.02085,reggae
0.070514,0.061657,0.028092,0.034213,reggae
0.052801,0.035743,0.01823,0.011467,reggae
0.09256,0.040016,0.021186,0.010555,reggae
0.075457,0.036703,0.021403,0.015059,reggae
0.125405,0.069176,0.078346,0.033548,reggae
0.067294,0.0432,0.027151,0.02192,reggae
0.074491,0.05716,0.026507,0.022051,reggae
0.07404,0.048794,0.023064,0.010149,reggae
0.088402,0.073589,0.040332,0.037619,reggae
0.069575,0.056308,0.03602,0.029668,reggae
0.046437,0.030142,0.01302,0.006681,reggae
0.071174,0.062725,0.035361,0.034754,reggae
0.056698,0.044482,0.022956,0.013105,reggae
0.069629,0.042828,0.020322,0.011189,reggae
0.057512,0.042592,0.032171,0.021214,reggae
0.046481,0.037463,0.013431,0.013804,reggae
0.060835,0.04113,0.022321,0.016161,reggae
0.060862,0.049146,0.027412,0.017963,reggae
0.066404,0.047008,0.033644,0.02065,reggae
0.066119,0.044225,0.027663,0.017328,reggae
0.027409,0.027592,0.007009,0.006476,reggae
0.104756,0.066108,0.055919,0.0528,reggae
0.061766,0.047284,0.018247,0.018486,reggae
0.105948,0.065642,0.026582,0.023335,reggae
0.073747,0.038097,0.016855,0.008116,reggae
0.087338,0.062123,0.022789,0.014987,reggae
0.21677,0.106747,0.041263,0.033459,reggae
0.082186,0.060056,0.019746,0.019779,reggae
0.116762,0.07008,0.035625,0.035059,reggae
0.107845,0.073082,0.02988,0.027621,reggae
0.082937,0.049861,0.025306,0.026414,reggae
0.126195,0.11448,0.04508,0.019617,reggae
0.278094,0.190261,0.053175,0.021318,reggae
0.130925,0.106234,0.039441,0.03436,reggae
0.091429,0.09449,0.02968,0.03222,reggae
0.102097,0.084602,0.031683,0.030747,reggae
0.083467,0.063728,0.024366,0.021097,reggae
0.083046,0.064285,0.02251,0.019808,reggae
0.074418,0.057522,0.027405,0.022881,reggae
0.11463,0.088277,0.053157,0.042224,reggae
0.119092,0.072742,0.029497,0.027894,reggae
0.115687,0.060819,0.033587,0.03408,reggae
0.117381,0.080722,0.035376,0.027047,reggae
0.061516,0.066741,0.018956,0.018387,reggae
0.086962,0.049963,0.02411,0.020483,reggae
0.098986,0.095704,0.035484,0.041275,reggae
0.079763,0.062373,0.018716,0.011254,reggae
0.067283,0.041688,0.01465,0.01275,reggae
0.061442,0.035526,0.015304,0.012489,reggae
0.078148,0.070565,0.01949,0.023851,reggae
0.084427,0.063601,0.028098,0.033202,reggae
0.06003,0.040226,0.0152,0.012811,reggae
0.121661,0.113402,0.047546,0.039603,reggae
0.13672,0.093349,0.041415,0.03398,reggae
0.052226,0.036377,0.011726,0.01406,reggae
0.052172,0.03638,0.011704,0.013825,reggae
0.13713,0.061156,0.025491,0.022997,reggae
0.081977,0.077809,0.034559,0.02796,reggae
0.056103,0.030098,0.018842,0.009366,reggae
0.097546,0.059574,0.030576,0.012902,reggae
0.181031,0.1131,0.055743,0.031074,reggae
0.091208,0.076561,0.025916,0.023765,reggae
0.096664,0.081839,0.026805,0.025212,reggae
0.096664,0.081839,0.026805,0.025212,reggae
0.067187,0.025637,0.040715,0.02126,reggae
0.076347,0.040411,0.01744,0.015725,reggae
0.098982,0.052904,0.042711,0.018235,reggae
0.236735,0.108807,0.122703,0.051667,reggae
0.12401,0.111767,0.062017,0.043222,reggae
0.185019,0.087678,0.051045,0.033639,reggae
0.040126,0.033986,0.014199,0.010622,reggae
0.12963,0.108046,0.038151,0.033572,reggae
0.125415,0.054123,0.025866,0.015905,reggae
0.121446,0.052247,0.026492,0.015496,reggae
0.090749,0.048647,0.023621,0.017658,reggae
0.09484,0.051914,0.02565,0.021635,reggae
0.099767,0.051548,0.02526,0.023446,reggae
0.077427,0.057211,0.03767,0.01453,reggae
0.094842,0.0356,0.026807,0.01853,reggae
0.06309,0.0461,0.015711,0.009994,reggae
0.140788,0.083858,0.031236,0.014867,reggae
0.086125,0.034124,0.024798,0.013956,rock
0.052684,0.020186,0.014983,0.007226,rock
0.076462,0.046763,0.021788,0.012803,rock
0.045713,0.033215,0.013053,0.014377,rock
0.041138,0.029251,0.016866,0.021572,rock
0.077551,0.018675,0.01478,0.005102,rock
0.085485,0.036838,0.021058,0.011996,rock
0.042559,0.019313,0.010387,0.014156,rock
0.086647,0.01907,0.015024,0.004201,rock
0.041168,0.021926,0.009446,0.006667,rock
0.070625,0.040934,0.0215,0.027068,rock
0.061485,0.039296,0.019353,0.030376,rock
0.066031,0.054263,0.026583,0.031233,rock
0.05026,0.042582,0.018308,0.020594,rock
0.084914,0.065582,0.03003,0.040067,rock
0.114821,0.082993,0.037863,0.035543,rock
0.14473,0.0431,0.0233,0.013999,rock
0.136424,0.037757,0.021733,0.012145,rock
0.116487,0.052272,0.02915,0.028792,rock
0.136364,0.038045,0.031052,0.008391,rock
0.121347,0.045373,0.035323,0.019883,rock
0.123862,0.047564,0.034083,0.030655,rock
0.136296,0.045335,0.027092,0.022444,rock
0.127278,0.038878,0.038273,0.013683,rock
0.148814,0.036534,0.037455,0.014112,rock
0.158158,0.042436,0.029943,0.016568,rock
0.126819,0.044306,0.029891,0.016875,rock
0.143335,0.05716,0.027191,0.023571,rock
0.108573,0.03834,0.022441,0.010258,rock
0.118771,0.049785,0.028524,0.011901,rock
0.118679,0.07391,0.031947,0.022449,rock
0.136741,0.062282,0.033756,0.031132,rock
0.114315,0.03735,0.019954,0.012471,rock
0.079657,0.026185,0.019289,0.006437,rock
0.131143,0.041091,0.024827,0.01265,rock
0.057404,0.02999,0.011347,0.004656,rock
0.138967,0.051975,0.027861,0.016814,rock
0.143167,0.053604,0.02647,0.017201,rock
0.135928,0.050653,0.04869,0.016168,rock
0.122957,0.038428,0.025018,0.018431,rock
0.136921,0.055561,0.027536,0.025251,rock
0.144949,0.052348,0.032946,0.03358,rock
0.137641,0.059449,0.034068,0.021657,rock
0.151163,0.05016,0.02898,0.02709,rock
0.07283,0.021684,0.017273,0.009761,rock
0.078819,0.027489,0.02017,0.006934,rock
0.117384,0.035382,0.029063,0.017459,rock
0.16143,0.070151,0.041798,0.039065,rock
0.087824,0.027701,0.019397,0.007594,rock
0.078779,0.031227,0.039011,0.021171,rock
0.055305,0.038731,0.020944,0.024293,rock
0.118418,0.073341,0.032044,0.027095,rock
0.074384,0.066946,0.029833,0.037516,rock
0.185033,0.065629,0.031894,0.016536,rock
0.129459,0.072755,0.04907,0.048728,rock
0.068038,0.024996,0.012557,0.008382,rock
0.177043,0.069418,0.044939,0.016221,rock
0.167347,0.06982,0.035583,0.018358,rock
0.102827,0.063349,0.036888,0.037549,rock
0.083157,0.048308,0.026342,0.023061,rock
0.129698,0.05888,0.023904,0.018961,rock
0.065271,0.034273,0.024214,0.016962,rock
0.109156,0.071534,0.027167,0.027743,rock
0.057658,0.04806,0.026994,0.025914,rock
0.105733,0.043528,0.018918,0.013941,rock
0.127483,0.039005,0.024946,0.01232,rock
0.099088,0.045672,0.032335,0.019779,rock
0.122643,0.056727,0.03273,0.029028,rock
0.120578,0.049657,0.033874,0.024936,rock
0.136112,0.064139,0.045347,0.026914,rock
0.142586,0.066647,0.030075,0.025529,rock
0.088716,0.038834,0.021351,0.013809,rock
0.072386,0.04416,0.025289,0.020341,rock
0.111706,0.049851,0.030095,0.018417,rock
0.090739,0.035484,0.020867,0.011533,rock
0.107992,0.051252,0.030135,0.018126,rock
0.073593,0.043056,0.035492,0.03178,rock
0.103026,0.044708,0.026435,0.011286,rock
0.068616,0.047829,0.022949,0.035885,rock
0.105516,0.044395,0.021456,0.01171,rock
0.148627,0.048944,0.030345,0.015236,rock
0.13996,0.049169,0.04548,0.026525,rock
0.176934,0.064835,0.037116,0.027274,rock
0.092375,0.032473,0.01845,0.009478,rock
0.134121,0.063136,0.037496,0.026022,rock
0.121667,0.053255,0.039483,0.03593,rock
0.148113,0.06228,0.043241,0.033973,rock
0.126399,0.032092,0.019564,0.014742,rock
0.158357,0.053927,0.033711,0.021825,rock
0.073171,0.036237,0.021998,0.027069,rock
0.123948,0.042383,0.031791,0.020125,rock
0.148771,0.0451,0.028702,0.015742,rock
0.148258,0.036163,0.022954,0.010967,rock
0.095442,0.025799,0.017391,0.009732,rock
0.15235,0.029965,0.021961,0.011997,rock
0.085035,0.031279,0.025453,0.014826,rock
0.0951,0.027821,0.024834,0.008141,rock
0.114337,0.035651,0.033042,0.017365,rock
0.056021,0.024807,0.017801,0.010852,rock
0.070841,0.024341,0.037862,0.013503,rock
