@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_sfm

@attribute Mean_Acc1000_Mean_Mem40_SFM_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_18_f17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19_f18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20_f19 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21_f20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_22_f21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_23_f22 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_24_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_1_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_2_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_4_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_5_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_6_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_7_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_9_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_12_f35 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_13_f36 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_14_f37 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_15_f38 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_16_f39 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_17_f40 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18_f41 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_19_f42 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_20_f43 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_21_f44 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_22_f45 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_23_f46 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_24_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_6_f53 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_7_f54 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8_f55 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9_f56 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_10_f57 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_11_f58 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_12_f59 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_13_f60 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_14_f61 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_15_f62 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_16_f63 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_17_f64 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_18_f65 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_19_f66 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_20_f67 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21_f68 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_22_f69 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_23_f70 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_24_f71 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_1_f72 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2_f73 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3_f74 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4_f75 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5_f76 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_6_f77 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_7_f78 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_8_f79 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9_f80 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_10_f81 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11_f82 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_12_f83 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_13_f84 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_14_f85 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_15_f86 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_16_f87 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_17_f88 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_18_f89 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19_f90 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20_f91 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_21_f92 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_22_f93 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_23_f94 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_24_f95 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.724882,0.600178,0.627038,0.558636,0.507757,0.496386,0.435417,0.501531,0.467492,0.436385,0.458356,0.463063,0.474238,0.471308,0.483963,0.494943,0.491972,0.494251,0.492208,0.512521,0.524413,0.9805,0.9805,0.9805,0.230113,0.247967,0.242385,0.232371,0.245589,0.238492,0.224356,0.214656,0.200308,0.204187,0.191585,0.178682,0.176951,0.168374,0.154313,0.13628,0.122069,0.118206,0.112757,0.097352,0.091054,0.015642,0.015642,0.015642,0.117556,0.103729,0.1,0.088395,0.096937,0.080378,0.072643,0.073721,0.072114,0.070858,0.072537,0.069596,0.070895,0.067667,0.072528,0.065389,0.063131,0.059178,0.064444,0.062978,0.064186,0.111612,0.111612,0.111612,0.045369,0.035249,0.040707,0.033228,0.031618,0.029185,0.024818,0.025483,0.026157,0.026515,0.024833,0.026718,0.025746,0.024817,0.026963,0.032929,0.031956,0.034167,0.033442,0.031854,0.033052,0.080111,0.080111,0.080111,hiphop
0.706893,0.601989,0.585398,0.541462,0.559144,0.500047,0.483653,0.541177,0.508518,0.521521,0.51025,0.495531,0.493499,0.513079,0.525362,0.526605,0.511246,0.507956,0.521804,0.493163,0.386046,0.9805,0.9805,0.9805,0.253458,0.231094,0.241388,0.234722,0.233527,0.215626,0.214719,0.210676,0.193607,0.193614,0.186978,0.170701,0.167166,0.147306,0.129958,0.12503,0.120787,0.110644,0.095586,0.083855,0.103585,0.015642,0.015642,0.015642,0.104536,0.095902,0.080407,0.089898,0.106786,0.096483,0.080374,0.095162,0.092857,0.075511,0.067414,0.067393,0.066543,0.064386,0.07001,0.066702,0.063516,0.06814,0.067808,0.062966,0.048413,0.111612,0.111612,0.111612,0.043574,0.033939,0.029844,0.028327,0.031,0.032026,0.032804,0.028213,0.031733,0.029467,0.024363,0.027715,0.028165,0.02885,0.027563,0.029213,0.028388,0.027632,0.027123,0.024953,0.021063,0.080111,0.080111,0.080111,hiphop
0.625459,0.516289,0.564393,0.460899,0.471832,0.459626,0.455055,0.480765,0.491001,0.478219,0.456303,0.456544,0.451963,0.439573,0.461412,0.436762,0.454788,0.470127,0.465017,0.487503,0.460519,0.9805,0.9805,0.9805,0.277231,0.271932,0.246052,0.248347,0.250424,0.223121,0.210462,0.210498,0.203741,0.199891,0.180221,0.177069,0.169302,0.175018,0.155526,0.143836,0.138601,0.132985,0.129149,0.101825,0.104878,0.015642,0.015642,0.015642,0.100354,0.087813,0.095744,0.083677,0.086652,0.082968,0.074075,0.074264,0.079928,0.085157,0.067885,0.067068,0.06263,0.070387,0.066319,0.060892,0.061893,0.061372,0.062883,0.059219,0.057075,0.111612,0.111612,0.111612,0.040033,0.033053,0.035875,0.025457,0.027016,0.025168,0.019143,0.024023,0.023171,0.029628,0.025784,0.027385,0.024101,0.027081,0.027582,0.021479,0.027221,0.026415,0.029815,0.02597,0.025292,0.080111,0.080111,0.080111,hiphop
0.70429,0.629703,0.546335,0.476221,0.510491,0.473507,0.479999,0.499271,0.463692,0.445842,0.416625,0.427912,0.439205,0.415781,0.412983,0.38665,0.400615,0.474147,0.495165,0.509404,0.500579,0.9805,0.9805,0.9805,0.266232,0.229175,0.241297,0.245248,0.232568,0.230488,0.21238,0.20622,0.207031,0.200615,0.190098,0.184163,0.17501,0.162314,0.166401,0.181979,0.195091,0.131736,0.110865,0.10777,0.110119,0.015642,0.015642,0.015642,0.101939,0.087115,0.082678,0.080957,0.077617,0.080676,0.069244,0.071842,0.066558,0.065792,0.061845,0.06563,0.064194,0.066425,0.061702,0.058328,0.069688,0.063573,0.061035,0.059041,0.061684,0.111612,0.111612,0.111612,0.040837,0.034305,0.028325,0.023787,0.024307,0.025421,0.032386,0.032314,0.027637,0.025612,0.0261,0.028167,0.025939,0.025333,0.028342,0.026635,0.030268,0.033088,0.02845,0.032156,0.032306,0.080111,0.080111,0.080111,hiphop
0.760937,0.657546,0.662015,0.584788,0.584799,0.559201,0.563838,0.556057,0.455005,0.474302,0.478437,0.450419,0.48667,0.446605,0.421773,0.410842,0.415311,0.419532,0.414717,0.441428,0.467755,0.9805,0.9805,0.9805,0.222908,0.231994,0.225338,0.218137,0.220368,0.205007,0.192932,0.194369,0.19911,0.185201,0.169139,0.168006,0.160769,0.156815,0.145046,0.149878,0.14191,0.135581,0.130048,0.119214,0.103615,0.015642,0.015642,0.015642,0.110323,0.09823,0.092142,0.08705,0.080617,0.094357,0.086934,0.090919,0.101091,0.101948,0.077756,0.072236,0.080348,0.066579,0.064354,0.062557,0.058567,0.062275,0.069555,0.061916,0.06076,0.111612,0.111612,0.111612,0.043034,0.03624,0.038581,0.028325,0.026943,0.021489,0.021785,0.026393,0.030246,0.028428,0.023906,0.026727,0.023913,0.023843,0.021864,0.024572,0.021738,0.022948,0.023033,0.026653,0.027272,0.080111,0.080111,0.080111,hiphop
0.70429,0.629703,0.546335,0.476221,0.510491,0.473507,0.479999,0.499271,0.463692,0.445842,0.416625,0.427912,0.439205,0.415781,0.412983,0.38665,0.400615,0.474147,0.495165,0.509404,0.500579,0.9805,0.9805,0.9805,0.266232,0.229175,0.241297,0.245248,0.232568,0.230488,0.21238,0.20622,0.207031,0.200615,0.190098,0.184163,0.17501,0.162314,0.166401,0.181979,0.195091,0.131736,0.110865,0.10777,0.110119,0.015642,0.015642,0.015642,0.101939,0.087115,0.082678,0.080957,0.077617,0.080676,0.069244,0.071842,0.066558,0.065792,0.061845,0.06563,0.064194,0.066425,0.061702,0.058328,0.069688,0.063573,0.061035,0.059041,0.061684,0.111612,0.111612,0.111612,0.040837,0.034305,0.028325,0.023787,0.024307,0.025421,0.032386,0.032314,0.027637,0.025612,0.0261,0.028167,0.025939,0.025333,0.028342,0.026635,0.030268,0.033088,0.02845,0.032156,0.032306,0.080111,0.080111,0.080111,hiphop
0.721097,0.546757,0.554685,0.496921,0.468744,0.438481,0.453663,0.476647,0.447047,0.453883,0.449249,0.41455,0.407611,0.415148,0.41513,0.391001,0.331837,0.392229,0.43404,0.437541,0.444957,0.9805,0.9805,0.9805,0.246424,0.263615,0.26114,0.241278,0.260146,0.24212,0.2352,0.230589,0.213651,0.206658,0.193947,0.18407,0.167401,0.167315,0.166587,0.162725,0.195267,0.167276,0.128597,0.125251,0.121181,0.015642,0.015642,0.015642,0.112124,0.106151,0.116298,0.085847,0.087805,0.080049,0.093874,0.083195,0.071621,0.075392,0.064815,0.068976,0.069898,0.066742,0.065252,0.063526,0.061002,0.055745,0.057597,0.065543,0.063001,0.111612,0.111612,0.111612,0.055991,0.034707,0.042653,0.031156,0.027703,0.022533,0.024809,0.02705,0.023017,0.024271,0.026804,0.024668,0.023507,0.023148,0.022205,0.02276,0.023757,0.023436,0.022985,0.031552,0.030132,0.080111,0.080111,0.080111,hiphop
0.587665,0.501789,0.525699,0.448718,0.446012,0.490097,0.430143,0.436168,0.445417,0.460805,0.430865,0.397164,0.396155,0.400999,0.411589,0.412812,0.43345,0.475236,0.466723,0.475158,0.5127,0.9805,0.9805,0.9805,0.300386,0.289024,0.269471,0.247654,0.273305,0.247764,0.236122,0.24125,0.213489,0.201783,0.20403,0.197794,0.186274,0.176601,0.171107,0.166647,0.159486,0.125533,0.110511,0.100853,0.084499,0.015642,0.015642,0.015642,0.095402,0.088276,0.081371,0.080163,0.083199,0.079412,0.064824,0.06701,0.062727,0.067493,0.066817,0.057164,0.066351,0.06263,0.063493,0.066478,0.067272,0.059788,0.05798,0.059554,0.060634,0.111612,0.111612,0.111612,0.028841,0.028589,0.028434,0.027177,0.027063,0.026746,0.020691,0.025649,0.032146,0.026423,0.023636,0.021663,0.024306,0.021009,0.01843,0.02412,0.029837,0.02679,0.024662,0.026273,0.031354,0.080111,0.080111,0.080111,hiphop
0.775151,0.725242,0.719071,0.593076,0.620535,0.558948,0.542282,0.563076,0.530162,0.546747,0.536297,0.512303,0.541584,0.519404,0.498714,0.500497,0.499766,0.505754,0.487492,0.423459,0.217962,0.9805,0.9805,0.9805,0.209637,0.197461,0.21068,0.223233,0.219057,0.19996,0.193048,0.193486,0.173168,0.165537,0.165616,0.161388,0.138404,0.135953,0.134331,0.131498,0.127852,0.112391,0.111542,0.114179,0.129339,0.015642,0.015642,0.015642,0.101115,0.105868,0.113329,0.097388,0.095715,0.089689,0.080733,0.090958,0.091165,0.080934,0.071134,0.066353,0.069591,0.067948,0.074041,0.071421,0.078001,0.061436,0.063665,0.058266,0.042379,0.111612,0.111612,0.111612,0.045742,0.037045,0.042779,0.028001,0.036639,0.022851,0.021871,0.026554,0.02754,0.024217,0.025894,0.02862,0.028469,0.026797,0.027093,0.025957,0.036005,0.027906,0.030565,0.023195,0.035002,0.080111,0.080111,0.080111,hiphop
0.7301,0.659891,0.629844,0.542884,0.498469,0.504583,0.486938,0.480159,0.469178,0.494728,0.485167,0.501731,0.486759,0.468977,0.526534,0.519388,0.511464,0.407922,0.502334,0.464165,0.1938,0.9805,0.9805,0.9805,0.235462,0.227249,0.237174,0.213203,0.22239,0.231805,0.195782,0.187222,0.18721,0.176434,0.181177,0.160855,0.149367,0.149635,0.119093,0.118739,0.118958,0.135641,0.101733,0.106705,0.075712,0.015642,0.015642,0.015642,0.099412,0.106333,0.101758,0.097462,0.080388,0.112679,0.082266,0.066043,0.064062,0.076099,0.071017,0.07679,0.063908,0.063048,0.061638,0.061751,0.071414,0.057923,0.059394,0.055909,0.025839,0.111612,0.111612,0.111612,0.040067,0.034568,0.038927,0.034904,0.034517,0.039124,0.024412,0.025497,0.021934,0.026237,0.031226,0.027946,0.027843,0.025767,0.028892,0.032072,0.037157,0.020975,0.030843,0.029026,0.013539,0.080111,0.080111,0.080111,hiphop
0.779451,0.581916,0.642077,0.540726,0.536358,0.465277,0.438563,0.443793,0.406299,0.403328,0.384114,0.385816,0.41258,0.387349,0.391158,0.429418,0.409381,0.392853,0.445954,0.433631,0.142329,0.9805,0.9805,0.9805,0.217921,0.259694,0.239808,0.243385,0.241417,0.237947,0.228724,0.222429,0.205531,0.199927,0.187582,0.176367,0.168334,0.166731,0.164628,0.145537,0.155368,0.16972,0.13749,0.12504,0.071761,0.015642,0.015642,0.015642,0.099096,0.095481,0.083741,0.079554,0.075093,0.068413,0.077562,0.081029,0.080104,0.068981,0.06125,0.06029,0.062711,0.05586,0.058777,0.059588,0.058221,0.06096,0.058835,0.056501,0.027877,0.111612,0.111612,0.111612,0.048663,0.027365,0.033935,0.028031,0.026107,0.022648,0.027365,0.030256,0.030352,0.025367,0.024701,0.022778,0.022287,0.024342,0.02593,0.020493,0.02321,0.028279,0.028536,0.022782,0.016285,0.080111,0.080111,0.080111,hiphop
0.761605,0.649971,0.678186,0.602941,0.594817,0.553945,0.564034,0.602899,0.581445,0.568993,0.536472,0.515345,0.515447,0.497099,0.468371,0.459842,0.454885,0.506639,0.473371,0.390941,0.214422,0.9805,0.9805,0.9805,0.2183,0.243851,0.234225,0.231645,0.235637,0.226571,0.205375,0.202711,0.182518,0.174608,0.169076,0.168291,0.151979,0.143624,0.14129,0.136433,0.123565,0.106694,0.104826,0.118419,0.102275,0.015642,0.015642,0.015642,0.103836,0.104947,0.089727,0.106848,0.095088,0.091141,0.083644,0.084857,0.078382,0.078799,0.073435,0.075941,0.069783,0.067241,0.063488,0.084309,0.062843,0.071696,0.059968,0.069833,0.067619,0.111612,0.111612,0.111612,0.044954,0.049246,0.043652,0.047393,0.034538,0.033363,0.035255,0.042708,0.032001,0.031608,0.033368,0.024177,0.028773,0.026288,0.021874,0.034323,0.02785,0.032188,0.033132,0.021593,0.044112,0.080111,0.080111,0.080111,hiphop
0.775339,0.646872,0.663634,0.59931,0.574829,0.464073,0.475565,0.474958,0.426944,0.454724,0.455276,0.426997,0.459577,0.463799,0.481653,0.473748,0.499365,0.491222,0.506001,0.438693,0.116024,0.9805,0.9805,0.9805,0.228254,0.235952,0.227643,0.217174,0.216822,0.234102,0.231277,0.231294,0.213988,0.211109,0.194419,0.188183,0.162264,0.155528,0.132769,0.127289,0.112647,0.10086,0.098471,0.097267,0.048462,0.015642,0.015642,0.015642,0.094553,0.095672,0.088629,0.083023,0.081997,0.082322,0.092726,0.08182,0.067213,0.070447,0.07104,0.064949,0.061035,0.061357,0.061557,0.059765,0.062518,0.060103,0.061335,0.056537,0.017571,0.111612,0.111612,0.111612,0.042693,0.037064,0.038895,0.031872,0.031509,0.02819,0.034924,0.028079,0.02671,0.028381,0.033467,0.022494,0.026662,0.027629,0.026002,0.026984,0.029585,0.025526,0.026624,0.02031,0.007335,0.080111,0.080111,0.080111,hiphop
0.780028,0.721535,0.710338,0.654354,0.627458,0.551687,0.540939,0.435009,0.407465,0.517806,0.430827,0.422872,0.45547,0.408942,0.478189,0.44235,0.446373,0.443144,0.47396,0.468114,0.207904,0.9805,0.9805,0.9805,0.216959,0.205469,0.203675,0.193523,0.220218,0.207415,0.19827,0.226123,0.199764,0.179588,0.177195,0.175397,0.166555,0.176754,0.135683,0.153113,0.15094,0.142656,0.112084,0.104953,0.099173,0.015642,0.015642,0.015642,0.097562,0.087118,0.090442,0.088742,0.085042,0.093123,0.114978,0.111891,0.082839,0.077362,0.077541,0.075416,0.089483,0.072299,0.060901,0.063116,0.061049,0.062991,0.057616,0.057809,0.03064,0.111612,0.111612,0.111612,0.040304,0.035594,0.034177,0.030207,0.033921,0.028299,0.031014,0.037915,0.026539,0.022585,0.023774,0.020481,0.027511,0.025228,0.025588,0.022221,0.026103,0.02441,0.025742,0.029049,0.033094,0.080111,0.080111,0.080111,hiphop
0.774146,0.681216,0.703197,0.650373,0.646614,0.590153,0.58407,0.606262,0.570885,0.552315,0.545334,0.536603,0.480071,0.463,0.467769,0.532814,0.524819,0.532541,0.515819,0.506424,0.217355,0.9805,0.9805,0.9805,0.197127,0.213654,0.205528,0.204463,0.202462,0.20366,0.183374,0.181464,0.164927,0.169453,0.164723,0.154844,0.183068,0.154557,0.155434,0.11459,0.105031,0.095945,0.098412,0.092553,0.074789,0.015642,0.015642,0.015642,0.093315,0.084364,0.083421,0.081575,0.082013,0.077316,0.081811,0.085196,0.0743,0.078638,0.07661,0.073448,0.065936,0.068061,0.066739,0.066169,0.064766,0.062925,0.061103,0.060531,0.035849,0.111612,0.111612,0.111612,0.043525,0.029807,0.034078,0.024418,0.026118,0.022998,0.028889,0.028681,0.03099,0.025543,0.025058,0.025037,0.022791,0.024193,0.019413,0.025797,0.026698,0.031234,0.027961,0.028004,0.013809,0.080111,0.080111,0.080111,hiphop
0.762665,0.647373,0.635954,0.554375,0.492013,0.459123,0.471378,0.46153,0.425227,0.431341,0.419339,0.445221,0.423543,0.395201,0.429477,0.440111,0.473844,0.469939,0.489665,0.45854,0.124111,0.9805,0.9805,0.9805,0.228291,0.239254,0.247051,0.23831,0.239208,0.251787,0.229563,0.216962,0.206836,0.209167,0.206491,0.192666,0.17702,0.171385,0.163868,0.152561,0.1287,0.124986,0.108113,0.108912,0.056848,0.015642,0.015642,0.015642,0.111011,0.099376,0.102436,0.098486,0.111213,0.099007,0.097,0.088983,0.083997,0.088871,0.069805,0.070506,0.071866,0.065669,0.071985,0.075596,0.072975,0.069264,0.066617,0.062446,0.020689,0.111612,0.111612,0.111612,0.050761,0.039692,0.040332,0.031154,0.034052,0.034536,0.028903,0.027544,0.022981,0.028459,0.025272,0.029365,0.030403,0.025926,0.027029,0.026184,0.031501,0.02835,0.033624,0.031311,0.019622,0.080111,0.080111,0.080111,hiphop
0.794384,0.582844,0.628986,0.465701,0.495306,0.353995,0.458687,0.485246,0.448953,0.415938,0.373058,0.400941,0.408873,0.400785,0.418007,0.423958,0.502734,0.489296,0.454332,0.434451,0.176408,0.9805,0.9805,0.9805,0.210603,0.249587,0.255734,0.261675,0.219946,0.232286,0.226073,0.213753,0.209173,0.197072,0.168,0.163898,0.155291,0.160295,0.149046,0.149583,0.116005,0.117184,0.118562,0.124991,0.067881,0.015642,0.015642,0.015642,0.100814,0.094739,0.090358,0.082505,0.089413,0.096548,0.098863,0.094257,0.077994,0.067382,0.072601,0.072964,0.0624,0.062189,0.061045,0.063125,0.066533,0.064312,0.063671,0.056595,0.026345,0.111612,0.111612,0.111612,0.049039,0.028251,0.030034,0.029901,0.028016,0.03426,0.030619,0.022812,0.025268,0.025412,0.020353,0.019178,0.01792,0.018797,0.019036,0.017994,0.025062,0.02662,0.019805,0.021109,0.011406,0.080111,0.080111,0.080111,hiphop
0.758406,0.681331,0.655184,0.611784,0.584978,0.512229,0.500387,0.516048,0.479755,0.449299,0.422424,0.438748,0.441149,0.429228,0.482673,0.44495,0.473935,0.479508,0.491287,0.483917,0.161387,0.9805,0.9805,0.9805,0.211723,0.211871,0.231736,0.23303,0.239649,0.241009,0.229941,0.208169,0.192278,0.190326,0.19361,0.183621,0.167778,0.163973,0.139262,0.138669,0.119737,0.113121,0.107948,0.101176,0.053392,0.015642,0.015642,0.015642,0.090558,0.085713,0.085163,0.079695,0.088148,0.084326,0.081759,0.085805,0.077274,0.069782,0.067059,0.068754,0.074709,0.065219,0.062578,0.061557,0.061003,0.058978,0.063382,0.062469,0.024256,0.111612,0.111612,0.111612,0.036993,0.031451,0.034802,0.033536,0.028393,0.026986,0.03359,0.027428,0.024732,0.024141,0.025548,0.027638,0.027233,0.02689,0.023904,0.023762,0.026534,0.026379,0.029532,0.024269,0.008681,0.080111,0.080111,0.080111,hiphop
0.768296,0.661854,0.64731,0.581963,0.592217,0.505911,0.515255,0.523832,0.504792,0.485921,0.464489,0.476103,0.470659,0.461495,0.441008,0.437971,0.447992,0.467684,0.468332,0.443469,0.136737,0.9805,0.9805,0.9805,0.22343,0.22592,0.226527,0.220312,0.212146,0.218566,0.20274,0.204531,0.189883,0.19049,0.178671,0.168452,0.168158,0.150501,0.146545,0.14348,0.142527,0.128557,0.113679,0.109078,0.055299,0.015642,0.015642,0.015642,0.100038,0.096321,0.099935,0.081869,0.095293,0.097961,0.099269,0.09559,0.07856,0.080297,0.076674,0.077761,0.073627,0.071283,0.071731,0.065582,0.068936,0.073037,0.061756,0.056033,0.021904,0.111612,0.111612,0.111612,0.039183,0.027651,0.024597,0.027414,0.02279,0.023234,0.023168,0.02304,0.019675,0.02324,0.02061,0.023572,0.025273,0.019564,0.028384,0.028946,0.033709,0.033062,0.026983,0.026434,0.01125,0.080111,0.080111,0.080111,hiphop
0.746847,0.651959,0.67167,0.548056,0.493269,0.429157,0.470314,0.45027,0.4366,0.436419,0.403454,0.431869,0.428259,0.422445,0.468799,0.45799,0.483569,0.5095,0.496093,0.486987,0.157137,0.9805,0.9805,0.9805,0.225313,0.230668,0.224531,0.237603,0.239414,0.246875,0.22045,0.223294,0.213005,0.208399,0.195422,0.178263,0.171543,0.167064,0.151912,0.147455,0.1298,0.113135,0.105472,0.095624,0.051002,0.015642,0.015642,0.015642,0.087324,0.086071,0.086922,0.083636,0.077307,0.090723,0.075123,0.080442,0.084821,0.073974,0.068241,0.064543,0.068623,0.067508,0.063507,0.066493,0.065423,0.066141,0.061923,0.059842,0.022234,0.111612,0.111612,0.111612,0.03871,0.032209,0.028257,0.024298,0.024275,0.03337,0.029833,0.022819,0.02799,0.02346,0.022896,0.022584,0.024346,0.024459,0.021718,0.018495,0.024984,0.024555,0.025944,0.025737,0.009067,0.080111,0.080111,0.080111,hiphop
0.690332,0.535363,0.531053,0.498866,0.517192,0.393947,0.375657,0.441189,0.42155,0.405931,0.395153,0.444722,0.445498,0.368126,0.403646,0.416365,0.428523,0.462915,0.448317,0.38873,0.19122,0.9805,0.9805,0.9805,0.251554,0.247115,0.266616,0.259632,0.248471,0.235224,0.240787,0.236112,0.218816,0.221954,0.205898,0.199457,0.184793,0.194288,0.183662,0.162211,0.147812,0.133139,0.121015,0.127474,0.073496,0.015642,0.015642,0.015642,0.098036,0.075415,0.088733,0.103779,0.086962,0.075503,0.104314,0.086929,0.077971,0.075534,0.067449,0.069009,0.067907,0.067732,0.069775,0.070573,0.067187,0.06441,0.060509,0.059301,0.031496,0.111612,0.111612,0.111612,0.039782,0.031259,0.030118,0.028121,0.032919,0.031342,0.028541,0.032643,0.029111,0.030717,0.024672,0.026666,0.028585,0.02187,0.028157,0.026811,0.026367,0.030122,0.030161,0.026071,0.012788,0.080111,0.080111,0.080111,hiphop
